"Regions:
1 | East-Central and Southeast Europe
2 | Latin America and the Caribbean
3 | West and Central Africa
4 | Middle East and North Africa
5 | Southern and Eastern Africa
6 | Post-Soviet Eurasia
7 | Asia and Oceania";  Region;  Ranking Status Index;  S | Status Index;  Ranking Democracy Status;  SI | Democracy Status;  Q1 | Stateness;  Q1.1 | Monopoly on the use of force;  Q1.2 | State identity;  Q1.3 | No interference of religious dogmas;  Q1.4 | Basic administration;  Q2 | Political Participation;  Q2.1 | Free and fair elections;  Q2.2 | Effective power to govern;  Q2.3 | Association / assembly rights;  Q2.4 | Freedom of expression;  Q3 | Rule of Law;  Q3.1 | Separation of powers;  Q3.2 | Independent judiciary;  Q3.3 | Prosecution of office abuse;  Q3.4 | Civil rights;  Q4 | Stability of Democratic Institutions;  Q4.1 | Performance of democratic institutions;  Q4.2 | Commitment to democratic institutions;  Q5 | Political and Social Integration;  Q5.1 | Party system;  Q5.2 | Interest groups;  Q5.3 | Approval of democracy;  Q5.4 | Social capital;  Ranking Economy Status;  SII | Economy Status;  Q6 | Level of Socioeconomic Development;  Q6.1 | Socioeconomic barriers;  Q7 | Organization of the Market and Competition;  Q7.1 | Market organization;  Q7.2 | Competition policy;  Q7.3 | Liberalization of foreign trade;  Q7.4 | Banking system;  Q8 | Monetary and Fiscal Stability;  Q8.1 | Monetary stability;  Q8.2 | Fiscal stability;  Q9 | Private Property;  Q9.1 | Property rights;  Q9.2 | Private enterprise;  Q10 | Welfare Regime;  Q10.1 | Social safety nets;  Q10.2 | Equal opportunity;  Q11 | Economic Performance;  Q11.1 | Output strength;  Q12 | Sustainability;  Q12.1 | Environmental policy;  Q12.2 | Education / R&D policy;  Ranking Governance Index;  G | Governance Index;  Q13 | Level of Difficulty;  Q13.1 | Structural constraints;  Q13.2 | Civil society traditions;  Q13.3 | Conflict intensity;  Q13.4 | GNI p.c. Atlas method rescaled;  Q13.5 | UN Educ. Index rescaled;  Q13.6 | BTI Stateness & Rule of Law;  GII | Governance Performance;  Q14 | Steering Capability;  Q14.1 | Prioritization;  Q14.2 | Implementation;  Q14.3 | Policy learning;  Q15 | Resource Efficiency;  Q15.1 | Efficient use of assets;  Q15.2 | Policy coordination;  Q15.3 | Anti-corruption policy;  Q16 | Consensus-Building;  Q16.1 | Consensus on goals;  Q16.2 | Anti-democratic actors;  Q16.3 | Cleavage / conflict management;  Q16.4 | Civil society participation;  Q16.5 | Reconciliation;  Q17 | International Cooperation;  Q17.1 | Effective use of support;  Q17.2 | Credibility;  Q17.3 | Regional cooperation;;  Trend;  Democracy Status 14;  Democracy Status 16;  Trend Democracy;;  Economy Status 14;  Economy Status 16;  Trend Economy;;  Governance Index 14;  Governance Index 16;  Trend Governance;;;  Political System;  Q2_1 | Free and fair elections;  Q2_2 | Effective power to govern;  Q2_3 | Association / assembly rights;  Q2_4 | Freedom of expression;  Q3_1 | Separation of powers;  Q3_4 | Civil rights;  State failure;  Total;  Democracy/Autocracy;;  Categories;  S | Status Index;  Category;  ;  SI | Democracy Status;  Category;  ;  SII | Economy Status;  Category;  ;  G | Governance Index;  Category;  ;  Q13 | Level of Difficulty;  Category;  ;  GII | Governance Performance;  Category;  
Rwanda;5;87;4,83;93;3,83;8,3;9;7;10;7;2,5;2;2;3;3;3,8;3;4;5;3;2,0;2;2;2,7;3;2;n/a;3;59;5,82;3,0;3;6,8;6;6;7;8;7,0;8;6;5,5;4;7;6,5;6;7;6,0;6;6,0;6;6;62;5,10;7,5;9;9;6;9;7;5,;5,40;5,0;5;5;5;6,0;6;7;5;3,6;4;2;5;3;4;7,0;9;6;6;;;3,95;3,83;-0,12;�;5,79;5,82;0,04;�;4,91;5,10;0,19;�;;;2;2;3;3;3;3;8;6;Aut.;;;4,83;4;Very limited;3,83;5;Hard-line autocracy;5,82;3;Limited;5,10;3;Moderate;7,5;2;Substantial;5,40;3;Fair
Saudi Arabia;4;100;4,26;124;2,52;5,5;7;6;2;7;1,5;1;1;2;2;2,3;1;2;4;2;1,0;1;1;2,3;1;3;n/a;3;49;6,00;5,0;5;7,0;6;5;9;8;7,0;8;6;6,5;6;7;5,0;7;3;7,0;7;4,5;4;5;101;3,82;4,7;4;10;4;1;2;7,1;4,33;4,3;4;4;5;5,0;4;6;5;3,0;4;2;3;2;4;5,0;5;4;6;;;2,73;2,52;-0,22;�;5,89;6,00;0,11;�;3,93;3,82;-0,11;�;;;1;1;2;2;1;2;7;6;Aut.;;;4,26;4;Very limited;2,52;5;Hard-line autocracy;6,00;3;Limited;3,82;4;Weak;4,7;3;Moderate;4,33;4;Flawed
Senegal;3;51;6,11;34;7,15;7,0;7;9;6;6;8,0;8;8;8;8;6,5;6;6;7;7;8,0;7;9;6,3;4;5;9;7;79;5,07;2,0;2;5,5;4;6;6;6;7,5;8;7;7,0;7;7;4,5;4;5;5,0;5;4,0;5;3;16;6,65;6,4;7;5;4;9;9;4,3;7,23;6,3;6;7;6;6,3;6;7;6;7,6;9;8;8;7;6;8,7;9;8;9;;;7,12;7,15;0,03;�;4,89;5,07;0,18;�;6,25;6,65;0,40;�;;;8;8;8;8;6;7;6,5;0;Dem.;;;6,11;3;Limited;7,15;2;Defective democracy;5,07;3;Limited;6,65;2;Good;6,4;3;Moderate;7,23;2;Sound
Serbia;1;21;7,43;21;7,85;9,0;9;9;8;10;8,5;9;9;9;7;7,3;7;7;7;8;7,5;7;8;7,0;7;7;7;7;30;7,00;6,0;6;9,0;8;9;10;9;7,5;8;7;7,5;7;8;7,0;7;7;5,0;5;7,0;7;7;21;6,38;3,8;5;4;3;5;3;2,9;7,40;7,3;8;7;7;7,0;7;7;7;7,6;9;8;7;7;7;7,7;8;8;7;;;7,95;7,85;-0,10;�;7,07;7,00;-0,07;�;6,22;6,38;0,17;�;;;9;9;9;7;7;8;9,5;0;Dem.;;;7,43;2;Advanced;7,85;2;Defective democracy;7,00;2;Advanced;6,38;2;Good;3,8;4;Minor;7,40;2;Sound
Sierra Leone;3;71;5,37;53;6,42;7,5;8;8;9;5;7,3;8;7;8;6;5,5;5;5;5;7;6,5;6;7;5,3;7;5;n/a;4;101;4,32;1,0;1;5,3;3;6;7;5;5,5;5;6;6,0;5;7;3,0;3;3;6,0;6;3,5;4;3;52;5,35;7,3;10;6;4;9;10;4,5;5,70;5,7;5;6;6;4,3;4;4;5;5,8;6;7;5;5;6;7,0;7;7;7;;;6,57;6,42;-0,15;�;4,32;4,32;0,00;�;5,45;5,35;-0,10;�;;;8;7;8;6;5;7;6,5;0;Dem.;;;5,37;4;Very limited;6,42;2;Defective democracy;4,32;4;Very limited;5,35;3;Moderate;7,3;2;Substantial;5,70;3;Fair
Singapore;7;25;7,17;72;5,37;10,0;10;10;10;10;3,3;5;2;3;3;5,8;3;5;9;6;2,5;3;2;5,3;8;3;n/a;5;5;8,96;9,0;9;9,8;10;9;10;10;9,5;10;9;8,5;9;8;8,0;8;8;9,0;9;9,0;8;10;32;5,96;2,5;1;6;3;1;1;3,1;7,15;5,0;5;5;5;9,3;9;10;9;5,3;7;2;7;5;n/a;9,0;8;9;10;;;5,55;5,37;-0,18;�;8,89;8,96;0,07;�;5,98;5,96;-0,02;�;;;5;2;3;3;3;6;10;5;Aut.;;;7,17;2;Advanced;5,37;4;Moderate autocracy;8,96;1;Highly advanced;5,96;2;Good;2,5;4;Minor;7,15;2;Sound
Slovakia;1;9;8,75;10;8,85;9,5;10;9;9;10;9,8;10;10;10;9;8,3;8;8;8;9;8,5;8;9;8,3;7;9;9;8;8;8,64;9,0;9;9,5;9;9;10;10;9,5;10;9;9,0;9;9;8,5;9;8;8,0;8;7,0;7;7;9;6,96;1,7;1;2;3;1;1;2,1;8,53;8,0;8;8;8;8,0;8;9;7;8,8;9;10;8;9;8;9,3;9;10;9;;;9,05;8,85;-0,20;�;8,54;8,64;0,11;�;7,09;6,96;-0,13;�;;;10;10;10;9;8;9;10;0;Dem.;;;8,75;1;Highly advanced;8,85;1;Democracy in consolidation;8,64;1;Highly advanced;6,96;2;Good;1,7;5;Negligible;8,53;1;Excellent
Slovenia;1;7;9,01;7;9,20;9,8;10;10;9;10;9,5;10;10;10;8;9,3;10;9;9;9;9,5;9;10;8,0;7;9;7;9;7;8,82;10,0;10;9,3;9;9;10;9;9,0;10;8;9,0;9;9;9,0;9;9;7,0;7;8,5;9;8;18;6,47;1,3;1;1;2;1;1;1,5;8,03;7,3;8;7;7;7,3;7;8;7;8,8;10;10;7;8;9;8,7;8;9;9;;;9,30;9,20;-0,10;�;8,93;8,82;-0,11;�;6,30;6,47;0,17;�;;;10;10;10;8;10;9;10;0;Dem.;;;9,01;1;Highly advanced;9,20;1;Democracy in consolidation;8,82;1;Highly advanced;6,47;2;Good;1,3;5;Negligible;8,03;1;Excellent
Somalia;5;129;1,38;129;1,50;2,0;1;3;3;1;1,5;1;1;2;2;1,0;1;1;1;1;1,0;1;1;2,0;1;2;n/a;3;129;1,25;1,0;1;1,8;2;1;2;2;1,0;1;1;2,0;1;3;1,0;1;1;1,0;1;1,0;1;1;123;2,08;9,6;10;9;9;10;10;9,5;2,10;1,7;2;1;2;1,0;1;1;1;2,4;3;2;2;2;3;3,3;3;3;4;;;1,42;1,50;0,08;�;1,21;1,25;0,04;�;1,70;2,08;0,38;�;;;1;1;2;2;1;1;1;7;Aut.;;;1,38;5;Failed;1,50;5;Hard-line autocracy;1,25;5;Rudimentary;2,08;5;Failed;9,6;1;Massive;2,10;5;Poor
South Africa;5;26;7,05;25;7,60;7,8;7;8;9;7;7,8;8;8;7;8;7,3;7;9;6;7;8,0;8;8;7,3;7;8;8;6;33;6,50;5,0;5;8,5;9;8;8;9;7,0;7;7;7,0;7;7;6,0;6;6;6,0;6;6,0;7;5;26;6,14;4,1;6;3;5;4;3;3,5;7,07;7,3;8;7;7;5,7;5;7;5;7,6;8;9;7;6;8;7,7;8;8;7;;;7,50;7,60;0,10;�;6,75;6,50;-0,25;�;6,09;6,14;0,04;�;;;8;8;7;8;7;7;7;0;Dem.;;;7,05;2;Advanced;7,60;2;Defective democracy;6,50;3;Limited;6,14;2;Good;4,1;4;Minor;7,07;2;Sound
South Korea;7;11;8,57;13;8,50;10,0;10;10;10;10;8,3;9;10;7;7;8,3;9;9;7;8;8,5;8;9;7,5;7;8;8;7;8;8,64;9,0;9;8,5;9;8;9;8;8,5;9;8;9,0;10;8;8,0;8;8;9,0;9;8,5;7;10;11;6,89;2,0;1;5;2;1;1;1,9;8,38;7,7;9;7;7;8,0;8;9;7;8,2;10;10;8;6;7;9,7;10;10;9;;;8,60;8,50;-0,10;�;8,71;8,64;-0,07;�;6,92;6,89;-0,03;�;;;9;10;7;7;9;8;10;0;Dem.;;;8,57;1;Highly advanced;8,50;1;Democracy in consolidation;8,64;1;Highly advanced;6,89;2;Good;2,0;5;Negligible;8,38;1;Excellent
South Sudan;5;123;2,82;111;3,28;5,3;3;6;9;3;2,8;3;2;3;3;2,8;3;3;2;3;3,0;3;3;2,7;3;3;n/a;2;125;2,36;1,0;1;3,5;3;2;6;3;2,5;3;2;3,5;3;4;2,5;2;3;2,0;2;1,5;2;1;116;2,99;8,7;9;8;9;9;10;7,;3,08;3,0;3;3;3;2,7;3;3;2;3,0;4;4;2;2;3;3,7;4;2;5;;;3,73;3,28;-0,45;�;2,43;2,36;-0,07;�;3,52;2,99;-0,53;�;;;3;2;3;3;3;3;3;6;Aut.;;;2,82;5;Failed;3,28;5;Hard-line autocracy;2,36;5;Rudimentary;2,99;5;Failed;8,7;1;Massive;3,08;4;Flawed
Sri Lanka;7;62;5,58;81;4,67;7,3;9;6;7;7;4,5;6;3;5;4;3,3;3;3;3;4;3,0;3;3;5,3;6;5;n/a;5;33;6,50;6,0;6;7,5;8;7;8;7;6,5;8;5;7,0;7;7;6,0;7;5;8,0;8;4,5;4;5;78;4,55;5,3;6;5;7;6;2;5,8;5,08;4,7;4;5;5;5,0;5;6;4;4,0;5;5;5;3;2;6,7;6;6;8;;;4,57;4,67;0,10;�;6,57;6,50;-0,07;�;4,24;4,55;0,31;�;;;6;3;5;4;3;4;8;2;Aut.;;;5,58;3;Limited;4,67;4;Moderate autocracy;6,50;3;Limited;4,55;3;Moderate;5,3;3;Moderate;5,08;3;Fair
Sudan;4;125;2,44;125;2,48;3,0;3;3;3;3;2,8;3;2;3;3;2,0;3;2;2;1;2,0;2;2;2,7;3;2;n/a;3;124;2,39;2,0;2;2,8;2;3;4;2;2,5;2;3;3,5;3;4;2,0;1;3;2,0;2;2,0;2;2;124;2,02;8,6;9;7;9;8;10;8,5;2,08;2,0;2;2;2;2,0;2;2;2;2,0;3;2;2;2;1;2,3;2;2;3;;;2,45;2,48;0,03;�;2,71;2,39;-0,32;�;2,11;2,02;-0,10;�;;;3;2;3;3;3;1;3;6;Aut.;;;2,44;5;Failed;2,48;5;Hard-line autocracy;2,39;5;Rudimentary;2,02;5;Failed;8,6;1;Massive;2,08;5;Poor
Syria;4;127;1,80;128;1,70;2,3;1;3;4;1;1,8;2;1;2;2;1,5;2;2;1;1;1,0;1;1;2,0;2;2;n/a;2;126;1,89;1,0;1;2,3;2;2;2;3;1,5;1;2;3,0;3;3;1,5;1;2;2,0;2;2,0;2;2;128;1,20;8,2;10;7;10;8;5;9,1;1,25;1,0;1;1;1;2,0;2;3;1;1,0;1;1;1;1;1;1,0;1;1;1;;;2,03;1,70;-0,33;�;2,32;1,89;-0,43;�;1,36;1,20;-0,16;�;;;2;1;2;2;2;1;1;7;Aut.;;;1,80;5;Failed;1,70;5;Hard-line autocracy;1,89;5;Rudimentary;1,20;5;Failed;8,2;2;Substantial;1,25;5;Poor
Taiwan;7;1;9,53;3;9,55;10,0;10;10;10;10;9,8;10;10;10;9;10,0;10;10;10;10;9,5;9;10;8,5;8;9;8;9;1;9,50;9,0;9;9,5;9;10;10;9;10,0;10;10;10,0;10;10;9,0;9;9;10,0;10;9,0;8;10;3;7,48;1,8;2;3;3;1;1;1,;9,13;8,7;8;9;9;8,7;9;8;9;9,2;10;10;8;9;9;10,0;10;10;10;;;9,65;9,55;-0,10;�;9,50;9,50;0,00;�;7,68;7,48;-0,20;�;;;10;10;10;9;10;10;10;0;Dem.;;;9,53;1;Highly advanced;9,55;1;Democracy in consolidation;9,50;1;Highly advanced;7,48;1;Very good;1,8;5;Negligible;9,13;1;Excellent
Tajikistan;6;109;3,60;102;3,55;7,5;9;7;8;6;2,5;2;2;3;3;2,8;3;3;2;3;2,0;2;2;3,0;3;2;n/a;4;112;3,64;4,0;4;3,5;4;3;4;3;4,0;4;4;3,0;3;3;4,0;4;4;4,0;4;3,0;3;3;113;3,27;6,6;8;9;5;8;4;5,9;3,53;3,7;4;3;4;3,3;3;5;2;2,8;3;2;2;4;3;4,3;5;3;5;;;3,60;3,55;-0,05;�;3,57;3,64;0,07;�;3,57;3,27;-0,30;�;;;2;2;3;3;3;3;7,5;6;Aut.;;;3,60;5;Failed;3,55;5;Hard-line autocracy;3,64;4;Very limited;3,27;4;Weak;6,6;2;Substantial;3,53;4;Flawed
Tanzania;5;62;5,58;59;6,15;7,3;8;7;8;6;6,8;7;8;6;6;5,5;6;6;4;6;6,0;6;6;5,3;6;4;6;5;80;5,00;3,0;3;5,5;5;5;6;6;7,0;7;7;6,0;6;6;4,5;5;4;6,0;6;3,0;3;3;60;5,14;6,8;7;7;5;9;8;4,6;5,53;5,7;5;6;6;4,0;4;4;4;5,8;6;7;6;5;5;6,7;7;6;7;;;6,05;6,15;0,10;�;4,86;5,00;0,14;�;5,15;5,14;-0,01;�;;;7;8;6;6;6;6;7;0;Dem.;;;5,58;3;Limited;6,15;2;Defective democracy;5,00;3;Limited;5,14;3;Moderate;6,8;2;Substantial;5,53;3;Fair
Thailand;7;88;4,79;110;3,30;6,8;7;7;6;7;1,5;1;1;2;2;3,3;2;3;5;3;1,0;1;1;4,0;3;4;n/a;5;42;6,29;6,0;6;6,5;6;5;7;8;8,0;8;8;7,0;7;7;5,5;6;5;5,0;5;6,0;6;6;98;3,93;5,7;6;6;7;5;4;6,;4,35;4,7;4;6;4;4,7;5;4;5;2,4;3;2;2;3;2;5,7;5;6;6;;;5,05;3,30;-1,75;�;6,39;6,29;-0,11;�;4,46;3,93;-0,53;�;;;1;1;2;2;2;3;7;6;Aut.;;;4,79;4;Very limited;3,30;5;Hard-line autocracy;6,29;3;Limited;3,93;4;Weak;5,7;3;Moderate;4,35;4;Flawed
Timor-Leste;7;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Togo;3;93;4,70;78;4,80;7,8;8;8;9;6;4,3;4;2;6;5;4,0;3;4;4;5;3,0;3;3;5,0;4;5;n/a;6;90;4,61;2,0;2;4,8;4;4;6;5;7,5;8;7;5,0;5;5;3,5;3;4;6,0;6;3,5;3;4;70;4,84;6,5;7;6;5;10;6;5,1;5,25;4,7;4;5;5;4,7;5;5;4;5,0;5;5;5;5;5;6,7;7;6;7;;;4,85;4,80;-0,05;�;4,29;4,61;0,32;�;4,81;4,84;0,03;�;;;4;2;6;5;3;5;7;3;Aut.;;;4,70;4;Very limited;4,80;4;Moderate autocracy;4,61;4;Very limited;4,84;3;Moderate;6,5;2;Substantial;5,25;3;Fair
Trinidad and Tobago;2;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Tunisia;4;50;6,15;54;6,30;7,5;7;9;7;7;7,5;9;8;7;6;5,5;7;6;4;5;5,5;5;6;5,5;5;7;5;5;49;6,00;5,0;5;5,5;5;5;7;5;7,5;8;7;6,0;6;6;6,0;6;6;6,0;6;6,0;6;6;54;5,33;5,4;6;7;6;5;4;4,5;5,93;5,3;6;4;6;5,0;5;7;3;6,4;7;6;6;7;6;7,0;6;7;8;;;5,80;6,30;0,50;�;5,68;6,00;0,32;�;4,58;5,33;0,75;�;;;9;8;7;6;7;5;7;0;Dem.;;;6,15;3;Limited;6,30;2;Defective democracy;6,00;3;Limited;5,33;3;Moderate;5,4;3;Moderate;5,93;3;Fair
Turkey;4;23;7,30;33;7,25;7,8;8;8;6;9;7,3;8;10;6;5;6,3;7;6;6;6;8,0;7;9;7,0;7;7;8;6;23;7,36;5,0;5;8,5;8;8;9;9;8,0;8;8;9,5;9;10;7,0;7;7;8,0;8;5,5;4;7;29;6,06;3,8;5;5;4;2;3;4,;7,02;7,7;8;8;7;6,7;6;9;5;6,4;8;8;6;5;5;7,3;9;7;6;;;7,55;7,25;-0,30;�;7,46;7,36;-0,11;�;6,69;6,06;-0,63;�;;;8;10;6;5;7;6;8,5;0;Dem.;;;7,30;2;Advanced;7,25;2;Defective democracy;7,36;2;Advanced;6,06;2;Good;3,8;4;Minor;7,02;2;Sound
Turkmenistan;6;116;3,39;121;2,85;8,0;10;7;9;6;1,0;1;1;1;1;2,3;2;2;3;2;1,0;1;1;2,0;2;2;n/a;2;108;3,93;4,0;4;2,0;2;2;2;2;3,5;2;5;3,5;4;3;4,0;4;4;7,0;7;3,5;3;4;122;2,41;5,0;4;10;3;4;3;5,9;2,72;2,7;3;3;2;2,0;2;2;2;2,2;2;1;4;1;3;4,0;4;3;5;;;2,78;2,85;0,07;�;4,11;3,93;-0,18;�;2,19;2,41;0,23;�;;;1;1;1;1;2;2;8;6;Aut.;;;3,39;5;Failed;2,85;5;Hard-line autocracy;3,93;4;Very limited;2,41;5;Failed;5,0;3;Moderate;2,72;5;Poor
Uganda;5;49;6,19;47;6,60;7,8;8;8;8;7;5,5;6;6;5;5;5,8;6;7;4;6;7,0;7;7;7,0;7;7;8;6;60;5,79;3,0;3;6,5;6;6;7;7;8,0;8;8;6,5;5;8;4,5;3;6;7,0;7;5,0;5;5;41;5,70;6,4;7;5;6;9;7;4,3;6,20;7,0;7;7;7;5,3;5;7;4;5,8;7;6;5;6;5;6,7;7;6;7;;;6,90;6,60;-0,30;�;5,64;5,79;0,14;�;5,86;5,70;-0,16;�;;;6;6;5;5;6;6;7,5;0;Dem.;;;6,19;3;Limited;6,60;2;Defective democracy;5,79;3;Limited;5,70;2;Good;6,4;3;Moderate;6,20;2;Sound
Ukraine;6;52;6,05;38;6,75;7,3;5;8;9;7;7,8;8;6;9;8;6,3;7;6;5;7;7,0;6;8;5,5;3;6;6;7;73;5,36;5,0;5;6,5;6;6;8;6;5,5;6;5;7,0;7;7;6,5;6;7;2,0;2;5,0;4;6;63;5,02;5,4;8;4;9;6;1;4,3;5,60;5,7;5;5;7;4,7;4;6;4;5,4;7;6;4;6;4;6,7;6;6;8;;;6,10;6,75;0,65;�;5,68;5,36;-0,32;�;4,26;5,02;0,76;�;;;8;6;9;8;7;7;6;0;Dem.;;;6,05;3;Limited;6,75;2;Defective democracy;5,36;3;Limited;5,02;3;Moderate;5,4;3;Moderate;5,60;3;Fair
United Arab Emirates;4;52;6,05;90;3,95;8,5;10;7;7;10;1,8;2;1;2;2;4,0;2;3;7;4;2,5;2;3;3,0;1;2;n/a;6;14;8,14;8,0;8;8,0;8;7;9;8;9,0;8;10;7,0;6;8;7,5;8;7;10,0;10;7,5;6;9;51;5,36;3,5;2;9;1;1;3;4,8;6,27;5,0;5;5;5;7,3;7;9;6;4,8;7;1;7;4;n/a;8,0;8;7;9;;;3,95;3,95;0,00;�;7,96;8,14;0,18;�;5,23;5,36;0,13;�;;;2;1;2;2;2;4;10;5;Aut.;;;6,05;3;Limited;3,95;5;Hard-line autocracy;8,14;1;Highly advanced;5,36;3;Moderate;3,5;4;Minor;6,27;2;Sound
Uruguay;2;4;9,26;1;9,95;10,0;10;10;10;10;10,0;10;10;10;10;10,0;10;10;10;10;10,0;10;10;9,8;10;10;10;9;10;8,57;8,0;8;8,5;8;8;9;9;9,0;9;9;10,0;10;10;9,0;9;9;8,0;8;7,5;8;7;1;7,56;1,5;2;2;1;1;2;1,;9,32;9,0;9;9;9;8,7;8;9;9;9,6;10;10;9;10;9;10,0;10;10;10;;;9,95;9,95;0,00;�;8,71;8,57;-0,14;�;7,49;7,56;0,07;�;;;10;10;10;10;10;10;10;0;Dem.;;;9,26;1;Highly advanced;9,95;1;Democracy in consolidation;8,57;1;Highly advanced;7,56;1;Very good;1,5;5;Negligible;9,32;1;Excellent
Uzbekistan;6;115;3,40;117;3,02;7,5;9;7;8;6;2,0;2;2;2;2;2,3;2;2;3;2;1,0;1;1;2,3;2;2;n/a;3;110;3,79;4,0;4;2,5;2;3;2;3;3,5;3;4;3,0;3;3;4,5;4;5;4,0;4;5,0;5;5;125;1,95;6,4;7;9;5;8;3;6,1;2,12;2,0;2;3;1;2,3;2;3;2;1,8;2;1;3;1;2;2,3;2;2;3;;;2,85;3,02;0,17;�;3,32;3,79;0,46;�;1,78;1,95;0,17;�;;;2;2;2;2;2;2;7,5;6;Aut.;;;3,40;5;Failed;3,02;5;Hard-line autocracy;3,79;4;Very limited;1,95;5;Failed;6,4;3;Moderate;2,12;5;Poor
Venezuela;2;105;4,04;89;4,02;7,5;6;9;10;5;4,0;6;2;4;4;2,8;3;2;2;4;2,5;3;2;3,3;3;3;n/a;4;106;4,07;6,0;6;4,0;3;3;4;6;2,0;2;2;3,5;3;4;6,5;6;7;2,0;2;4,5;3;6;126;1,87;4,1;4;4;6;2;3;5,9;2,15;1,7;2;2;1;2,0;2;2;2;2,3;3;2;1;3;n/a;2,7;2;2;4;;;4,52;4,02;-0,50;�;4,68;4,07;-0,61;�;2,52;1,87;-0,66;�;;;6;2;4;4;3;4;5,5;2;Aut.;;;4,04;4;Very limited;4,02;4;Moderate autocracy;4,07;4;Very limited;1,87;5;Failed;4,1;4;Minor;2,15;5;Poor
Vietnam;7;91;4,72;103;3,52;9,0;10;9;10;7;2,3;2;2;3;2;2,5;2;2;3;3;1,5;1;2;2,3;1;3;n/a;3;53;5,93;5,0;5;5,5;4;6;8;4;7,0;7;7;4,5;4;5;5,5;5;6;8,0;8;6,0;6;6;69;4,85;6,2;5;9;4;8;6;5,3;5,30;5,0;5;5;5;5,0;5;6;4;4,2;6;2;6;3;4;7,0;6;7;8;;;3,57;3,52;-0,05;�;5,82;5,93;0,11;�;5,03;4,85;-0,18;�;;;2;2;3;2;2;3;8,5;6;Aut.;;;4,72;4;Very limited;3,52;5;Hard-line autocracy;5,93;3;Limited;4,85;3;Moderate;6,2;3;Moderate;5,30;3;Fair
Yemen;4;121;2,91;122;2,82;2,8;2;3;3;3;3,0;4;1;4;3;3,0;3;4;3;2;2,0;2;2;3,3;4;4;n/a;2;117;3,00;1,0;1;4,5;4;3;7;4;4,0;4;4;4,0;3;5;2,5;3;2;2,0;2;3,0;3;3;101;3,82;8,5;10;6;9;8;10;8,1;3,95;3,0;3;2;4;2,3;2;1;4;3,8;3;2;3;5;6;6,7;6;5;9;;;3,27;2,82;-0,45;�;2,89;3,00;0,11;�;4,50;3,82;-0,68;�;;;4;1;4;3;3;2;2,5;6;Aut.;;;2,91;5;Failed;2,82;5;Hard-line autocracy;3,00;4;Very limited;3,82;4;Weak;8,5;1;Massive;3,95;4;Flawed
Zambia;5;61;5,70;57;6,25;8,0;9;8;9;6;6,8;8;8;5;6;5,3;6;6;4;5;6,0;6;6;5,3;4;5;6;6;77;5,14;3,0;3;6,5;6;6;6;8;7,0;7;7;5,5;5;6;4,5;4;5;6,0;6;3,5;3;4;58;5,19;5,7;7;6;4;8;5;4,4;5,73;5,7;6;6;5;4,0;5;4;3;6,3;7;6;6;6;n/a;7,0;7;7;7;;;6,40;6,25;-0,15;�;5,39;5,14;-0,25;�;5,53;5,19;-0,34;�;;;8;8;5;6;6;5;7,5;0;Dem.;;;5,70;3;Limited;6,25;2;Defective democracy;5,14;3;Limited;5,19;3;Moderate;5,7;3;Moderate;5,73;3;Fair
Zimbabwe;5;107;3,83;87;4,20;7,3;8;7;9;5;3,5;3;2;5;4;3,3;3;4;2;4;3,0;3;3;4,0;4;4;n/a;4;115;3,46;3,0;3;4,3;4;4;4;5;5,5;7;4;2,5;2;3;3,0;3;3;3,0;3;3,0;2;4;120;2,71;6,6;7;6;5;9;7;5,8;2,93;2,7;3;2;3;2,3;3;2;2;3,4;3;2;3;4;5;3,3;4;2;4;;;4,38;4,20;-0,18;�;3,43;3,46;0,04;�;3,21;2,71;-0,49;�;;;3;2;5;4;3;4;6,5;3;Aut.;;;3,83;5;Failed;4,20;4;Moderate autocracy;3,46;4;Very limited;2,71;5;Failed;6,6;2;Substantial;2,93;5;Poor
