"Regions:
1 | East-Central and Southeast Europe
2 | Latin America and the Caribbean
3 | West and Central Africa
4 | Middle East and North Africa
5 | Southern and Eastern Africa
6 | Post-Soviet Eurasia
7 | Asia and Oceania";  Region;  Ranking Status Index;  S | Status Index;  Ranking Democracy Status;  SI | Democracy Status;  Q1 | Stateness;  Q1.1 | Monopoly on the use of force;  Q1.2 | State identity;  Q1.3 | No interference of religious dogmas;  Q1.4 | Basic administration;  Q2 | Political Participation;  Q2.1 | Free and fair elections;  Q2.2 | Effective power to govern;  Q2.3 | Association / assembly rights;  Q2.4 | Freedom of expression;  Q3 | Rule of Law;  Q3.1 | Separation of powers;  Q3.2 | Independent judiciary;  Q3.3 | Prosecution of office abuse;  Q3.4 | Civil rights;  Q4 | Stability of Democratic Institutions;  Q4.1 | Performance of democratic institutions;  Q4.2 | Commitment to democratic institutions;  Q5 | Political and Social Integration;  Q5.1 | Party system;  Q5.2 | Interest groups;  Q5.3 | Approval of democracy;  Q5.4 | Social capital;  Ranking Economy Status;  SII | Economy Status;  Q6 | Level of Socioeconomic Development;  Q6.1 | Socioeconomic barriers;  Q7 | Organization of the Market and Competition;  Q7.1 | Market organization;  Q7.2 | Competition policy;  Q7.3 | Liberalization of foreign trade;  Q7.4 | Banking system;  Q8 | Monetary and Fiscal Stability;  Q8.1 | Monetary stability;  Q8.2 | Fiscal stability;  Q9 | Private Property;  Q9.1 | Property rights;  Q9.2 | Private enterprise;  Q10 | Welfare Regime;  Q10.1 | Social safety nets;  Q10.2 | Equal opportunity;  Q11 | Economic Performance;  Q11.1 | Output strength;  Q12 | Sustainability;  Q12.1 | Environmental policy;  Q12.2 | Education / R&D policy;  Ranking Governance Index;  G | Governance Index;  Q13 | Level of Difficulty;  Q13.1 | Structural constraints;  Q13.2 | Civil society traditions;  Q13.3 | Conflict intensity;  Q13.4 | GNI p.c. Atlas method rescaled;  Q13.5 | UN Educ. Index rescaled;  Q13.6 | BTI Stateness & Rule of Law;  GII | Governance Performance;  Q14 | Steering Capability;  Q14.1 | Prioritization;  Q14.2 | Implementation;  Q14.3 | Policy learning;  Q15 | Resource Efficiency;  Q15.1 | Efficient use of assets;  Q15.2 | Policy coordination;  Q15.3 | Anti-corruption policy;  Q16 | Consensus-Building;  Q16.1 | Consensus on goals;  Q16.2 | Anti-democratic actors;  Q16.3 | Cleavage / conflict management;  Q16.4 | Civil society participation;  Q16.5 | Reconciliation;  Q17 | International Cooperation;  Q17.1 | Effective use of support;  Q17.2 | Credibility;  Q17.3 | Regional cooperation;;  Trend;  Democracy Status 06;  Democracy Status 08;  Trend Democracy;;  Economy Status 06;  Economy Status 08;  Trend Economy;;  Governance Index 06;  Governance Index 08;  Trend Governance;;;  Political System;  Q2_1 | Free and fair elections;  Q2_2 | Effective power to govern;  Q2_3 | Association / assembly rights;  Q2_4 | Freedom of expression;  Q3_1 | Separation of powers;  Q3_4 | Civil rights;  State failure;  Total;  Democracy/Autocracy;;  Categories;  S | Status Index;  Category;  ;  SI | Democracy Status;  Category;  ;  SII | Economy Status;  Category;  ;  G | Governance Index;  Category;  ;  Q13 | Level of Difficulty;  Category;  ;  GII | Governance Performance;  Category;  
Senegal;3;55;6,07;38;7,10;7,5;7;9;8;6;8,3;8;9;9;7;6,0;6;6;5;7;8,0;7;9;5,8;4;4;8;7;77;5,04;2,0;2;5,3;4;6;6;5;8,0;9;7;6,5;7;6;4,0;4;4;6,0;6;3,5;4;3;29;6,19;6,7;7;5;5;9;10;4,3;6,68;5,7;5;6;6;5,3;5;6;5;7,4;8;9;6;7;7;8,3;8;8;9;;;7,75;7,10;-0,65;�;5,54;5,04;-0,50;�;6,76;6,19;-0,57;�;;;8;9;9;7;6;7;6,5;0;Dem.;;;6,07;3;Limited;7,10;2;Defective democracy;5,04;3;Limited;6,19;2;Good;6,7;2;Substantial;6,68;2;Sound
Serbia;1;31;7,20;29;7,75;8,8;9;8;9;9;8,8;9;9;9;8;7,0;8;6;7;7;7,5;7;8;6,8;7;7;8;5;40;6,64;6,0;6;6,5;6;6;7;7;8,0;8;8;6,5;7;6;7,0;7;7;6,0;6;6,5;7;6;48;5,43;3,7;4;4;4;5;2;3,1;6,32;6,0;7;6;5;5,3;5;5;6;6,6;8;8;6;5;6;7,3;7;7;8;;;-;7,75;-;;-;6,64;-;;-;5,43;-;;;;9;9;9;8;8;7;9;0;Dem.;;;7,20;2;Advanced;7,75;2;Defective democracy;6,64;3;Limited;5,43;3;Moderate;3,7;4;Minor;6,32;2;Sound
Sierra Leone;3;76;5,24;63;6,05;7,5;7;8;9;6;7,3;9;7;7;6;4,5;4;6;3;5;6,0;5;7;5,0;6;5;n/a;4;93;4,43;1,0;1;5,5;3;6;8;5;6,0;6;6;6,0;5;7;3,0;4;2;6,0;6;3,5;4;3;64;5,01;7,8;10;7;5;10;10;5,;5,27;5,0;5;5;5;3,3;3;4;3;5,4;6;7;4;4;6;7,3;7;8;7;;;6,15;6,05;-0,10;�;4,39;4,43;0,04;�;5,73;5,01;-0,71;�;;;9;7;7;6;4;5;6,5;0;Dem.;;;5,24;4;Very limited;6,05;2;Defective democracy;4,43;4;Very limited;5,01;3;Moderate;7,8;2;Substantial;5,27;3;Fair
Singapore;7;23;7,47;71;5,37;10,0;10;10;10;10;3,3;5;2;3;3;6,3;4;5;10;6;2,0;2;2;5,3;8;4;n/a;4;1;9,57;10,0;10;10,0;10;10;10;10;10,0;10;10;9,5;10;9;8,0;8;8;10,0;10;9,5;9;10;32;5,98;2,3;1;6;2;1;1;2,9;7,21;5,0;5;5;5;10,0;10;10;10;5,5;7;2;8;5;n/a;8,3;5;10;10;;;5,35;5,37;0,02;�;9,21;9,57;0,36;�;5,78;5,98;0,20;�;;;5;2;3;3;4;6;10;4;Aut.;;;7,47;2;Advanced;5,37;4;Moderate autocracy;9,57;1;Highly advanced;5,98;2;Good;2,3;5;Negligible;7,21;2;Sound
Slovakia;1;7;9,14;10;9,20;10,0;10;10;10;10;10,0;10;10;10;10;9,3;10;9;8;10;9,0;9;9;7,8;6;8;9;8;6;9,07;9,0;9;9,0;9;9;10;8;10,0;10;10;10,0;10;10;9,0;9;9;9,0;9;7,5;8;7;4;7,20;1,7;1;3;3;1;1;1,4;8,82;8,7;9;9;8;8,0;9;8;7;8,6;9;10;8;8;8;10,0;10;10;10;;;9,20;9,20;0,00;�;8,93;9,07;0,14;�;7,38;7,20;-0,19;�;;;10;10;10;10;10;10;10;0;Dem.;;;9,14;1;Highly advanced;9,20;1;Democracy in consolidation;9,07;1;Highly advanced;7,20;1;Very good;1,7;5;Negligible;8,82;1;Excellent
Slovenia;1;2;9,49;2;9,70;9,8;10;10;9;10;9,8;10;10;10;9;9,8;10;10;9;10;10,0;10;10;9,3;8;10;10;9;3;9,29;10,0;10;9,0;9;9;10;8;10,0;10;10;9,5;10;9;9,5;10;9;8,0;8;9,0;9;9;12;6,83;1,0;1;1;1;1;1;1,3;8,53;8,3;9;8;8;8,3;8;9;8;8,8;10;10;8;7;9;8,7;8;9;9;;;9,55;9,70;0,15;�;9,36;9,29;-0,07;�;7,41;6,83;-0,58;�;;;10;10;10;9;10;10;10;0;Dem.;;;9,49;1;Highly advanced;9,70;1;Democracy in consolidation;9,29;1;Highly advanced;6,83;2;Good;1,0;5;Negligible;8,53;1;Excellent
Somalia;5;125;1,36;125;1,43;1,8;1;3;2;1;1,8;1;1;2;3;1,0;1;1;1;1;1,0;1;1;1,7;1;1;n/a;3;125;1,29;1,0;1;1,5;2;1;1;2;1,0;1;1;2,5;2;3;1,0;1;1;1,0;1;1,0;1;1;125;1,04;9,4;10;7;10;10;10;9,6;1,05;1,0;1;1;1;1,0;1;1;1;1,2;2;1;1;1;1;1,0;1;1;1;;;1,58;1,43;-0,15;�;1,14;1,29;0,14;�;1,55;1,04;-0,51;�;;;1;1;2;3;1;1;1;7;Aut.;;;1,36;5;Failed;1,43;5;Hard-line autocracy;1,29;5;Rudimentary;1,04;5;Failed;9,4;1;Massive;1,05;5;Poor
South Africa;5;18;7,98;17;8,60;9,0;9;9;10;8;10,0;10;10;10;10;8,0;9;8;7;8;8,5;8;9;7,5;7;8;8;7;23;7,36;5,0;5;8,5;8;8;9;9;8,5;9;8;8,0;8;8;6,5;6;7;8,0;8;7,0;8;6;9;6,95;4,3;6;3;5;5;4;2,5;7,97;8,0;9;7;8;6,7;6;7;7;8,2;9;8;8;7;9;9,0;8;9;10;;;8,70;8,60;-0,10;�;7,25;7,36;0,11;�;7,01;6,95;-0,07;�;;;10;10;10;10;9;8;8,5;0;Dem.;;;7,98;2;Advanced;8,60;1;Democracy in consolidation;7,36;2;Advanced;6,95;2;Good;4,3;4;Minor;7,97;2;Sound
South Korea;7;10;8,89;11;8,85;10,0;10;10;10;10;9,3;10;10;8;9;8,3;8;9;7;9;8,5;8;9;8,3;7;8;10;8;9;8,93;10,0;10;8,5;9;8;9;8;9,0;9;9;9,0;10;8;8,0;8;8;9,0;9;9,0;8;10;6;7,09;2,1;1;6;2;1;1;1,9;8,58;8,0;9;8;7;7,7;8;8;7;9,0;10;10;8;9;8;9,7;10;10;9;;;8,90;8,85;-0,05;�;9,07;8,93;-0,14;�;7,25;7,09;-0,17;�;;;10;10;8;9;8;9;10;0;Dem.;;;8,89;1;Highly advanced;8,85;1;Democracy in consolidation;8,93;1;Highly advanced;7,09;1;Very good;2,1;5;Negligible;8,58;1;Excellent
South Sudan;5;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Sri Lanka;7;37;6,61;57;6,30;6,0;4;6;7;7;6,8;7;6;7;7;6,3;7;8;5;5;6,5;7;6;6,0;6;6;7;5;31;6,93;6,0;6;8,0;8;8;8;8;7,5;8;7;8,0;8;8;6,0;6;6;8,0;8;5,0;5;5;51;5,40;5,6;6;5;7;8;3;4,9;5,98;5,0;5;5;5;5,7;5;6;6;5,6;6;6;4;6;6;7,7;7;7;9;;;6,00;6,30;0,30;�;7,25;6,93;-0,32;�;5,32;5,40;0,09;�;;;7;6;7;7;7;5;5,5;0;Dem.;;;6,61;3;Limited;6,30;2;Defective democracy;6,93;3;Limited;5,40;3;Moderate;5,6;3;Moderate;5,98;3;Fair
Sudan;4;121;3,00;123;2,13;3,0;3;3;3;3;2,5;1;1;4;4;1,5;2;2;1;1;1,0;1;1;2,7;3;3;n/a;2;104;3,86;2,0;2;3,5;3;2;6;3;6,5;6;7;4,0;3;5;1,5;1;2;7,0;7;2,5;2;3;111;2,88;8,5;8;6;10;9;9;8,8;2,98;3,3;3;3;4;3,0;4;3;2;2,6;5;3;2;2;1;3,0;3;3;3;;;2,30;2,13;-0,17;�;4,04;3,86;-0,18;�;3,43;2,88;-0,54;�;;;1;1;4;4;2;1;3;4;Aut.;;;3,00;5;Failed;2,13;5;Hard-line autocracy;3,86;4;Very limited;2,88;5;Failed;8,5;1;Massive;2,98;5;Poor
Syria;4;113;3,39;121;2,60;6,8;9;7;6;5;1,8;2;1;2;2;1,5;1;1;2;2;1,0;1;1;2,0;1;2;n/a;3;96;4,18;4,0;4;2,3;2;1;4;2;6,5;7;6;4,0;4;4;4,0;4;4;6,0;6;2,5;2;3;116;2,47;6,6;6;9;5;8;5;6,9;2,67;3,0;2;3;4;3,0;3;5;1;2,0;3;1;2;1;3;2,7;2;3;3;;;3,00;2,60;-0,40;�;4,25;4,18;-0,07;�;2,85;2,47;-0,38;�;;;2;1;2;2;1;2;7;6;Aut.;;;3,39;5;Failed;2,60;5;Hard-line autocracy;4,18;4;Very limited;2,47;5;Failed;6,6;2;Substantial;2,67;5;Poor
Taiwan;7;4;9,33;6;9,45;10,0;10;10;10;10;10,0;10;10;10;10;9,8;10;10;9;10;9,0;8;10;8,5;8;9;9;8;5;9,21;10,0;10;9,0;9;10;10;7;9,5;10;9;9,5;10;9;8,5;8;9;9,0;9;9,0;8;10;7;7,04;2,4;2;5;4;1;1;1,1;8,48;8,0;8;8;8;8,0;8;8;8;8,6;9;10;6;9;9;9,3;10;9;9;;;9,35;9,45;0,10;�;9,00;9,21;0,21;�;7,37;7,04;-0,33;�;;;10;10;10;10;10;10;10;0;Dem.;;;9,33;1;Highly advanced;9,45;1;Democracy in consolidation;9,21;1;Highly advanced;7,04;1;Very good;2,4;5;Negligible;8,48;1;Excellent
Tajikistan;6;106;3,80;100;3,73;6,8;6;7;9;5;3,0;3;2;3;4;3,3;3;3;3;4;2,0;2;2;3,7;3;4;n/a;4;104;3,86;2,0;2;4,0;4;4;4;4;6,0;6;6;3,5;3;4;3,0;3;3;5,0;5;3,5;3;4;87;4,48;6,7;8;8;6;10;2;6,;4,83;4,0;4;4;4;4,0;5;4;3;4,0;5;2;5;4;4;7,3;8;8;6;;;3,50;3,73;0,23;�;3,39;3,86;0,46;�;4,49;4,48;-0,02;�;;;3;2;3;4;3;4;5,5;4;Aut.;;;3,80;5;Failed;3,73;5;Hard-line autocracy;3,86;4;Very limited;4,48;3;Moderate;6,7;2;Substantial;4,83;4;Flawed
Tanzania;5;62;5,84;42;6,85;8,3;9;9;9;6;7,3;7;9;6;7;6,3;6;7;5;7;7,0;7;7;5,5;7;3;7;5;84;4,82;3,0;3;5,3;5;4;6;6;7,0;7;7;5,5;5;6;3,5;3;4;6,0;6;3,5;4;3;35;5,84;6,8;8;7;5;10;7;3,8;6,29;6,3;7;6;6;4,7;4;6;4;6,5;7;8;6;5;n/a;7,7;7;9;7;;;6,45;6,85;0,40;�;4,86;4,82;-0,04;�;5,91;5,84;-0,07;�;;;7;9;6;7;6;7;7,5;0;Dem.;;;5,84;3;Limited;6,85;2;Defective democracy;4,82;4;Very limited;5,84;2;Good;6,8;2;Substantial;6,29;2;Sound
Thailand;7;57;5,98;75;4,92;7,3;6;7;7;9;3,8;2;2;6;5;5,8;3;7;6;7;2,5;2;3;5,3;5;5;n/a;6;27;7,04;6,0;6;7,8;7;7;9;8;8,0;8;8;8,0;8;8;6,0;6;6;8,0;8;5,5;6;5;70;4,80;4,8;4;6;6;6;2;4,5;5,43;4,7;5;5;4;6,0;6;7;5;4,4;5;3;4;5;5;6,7;5;7;8;;;6,85;4,92;-1,93;�;7,68;7,04;-0,64;�;5,28;4,80;-0,48;�;;;2;2;6;5;3;7;7,5;3;Aut.;;;5,98;3;Limited;4,92;4;Moderate autocracy;7,04;2;Advanced;4,80;3;Moderate;4,8;3;Moderate;5,43;3;Fair
Timor-Leste;7;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Togo;3;108;3,75;95;3,90;8,3;9;9;9;6;3,5;3;2;5;4;2,8;3;3;2;3;2,0;2;2;3,0;2;3;n/a;4;114;3,61;2,0;2;4,3;3;4;5;5;5,5;7;4;5,0;5;5;2,5;3;2;4,0;4;2,0;2;2;104;3,66;7,4;8;7;5;10;9;5,5;3,88;2,7;1;3;4;3,0;4;2;3;4,2;4;4;4;4;5;5,7;5;6;6;;;3,72;3,90;0,18;�;3,93;3,61;-0,32;�;2,29;3,66;1,37;�;;;3;2;5;4;3;3;7,5;4;Aut.;;;3,75;5;Failed;3,90;5;Hard-line autocracy;3,61;4;Very limited;3,66;4;Weak;7,4;2;Substantial;3,88;4;Flawed
Trinidad and Tobago;2;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Tunisia;4;73;5,37;92;3,95;9,3;10;10;9;8;2,0;2;2;3;1;3,5;2;4;4;4;2,0;2;2;3,0;2;4;n/a;3;35;6,79;5,0;5;6,5;8;6;7;5;8,0;8;8;6,5;7;6;7,5;7;8;8,0;8;6,0;5;7;73;4,77;4,6;3;8;1;6;5;4,6;5,42;4,7;4;5;5;6,0;6;7;5;4,0;5;2;7;2;n/a;7,0;6;7;8;;;3,83;3,95;0,12;�;6,50;6,79;0,29;�;4,42;4,77;0,35;�;;;2;2;3;1;2;4;9;5;Aut.;;;5,37;4;Very limited;3,95;5;Hard-line autocracy;6,79;3;Limited;4,77;3;Moderate;4,6;3;Moderate;5,42;3;Fair
Turkey;4;32;7,17;39;7,05;7,8;8;7;8;8;7,0;8;7;7;6;6,8;8;7;6;6;7,0;7;7;6,8;7;7;7;6;24;7,29;6,0;6;8,0;8;8;8;8;8,5;9;8;8,0;8;8;6,0;5;7;8,0;8;6,5;5;8;24;6,31;4,0;3;5;5;4;3;3,8;7,28;8,0;9;7;8;6,3;5;9;5;6,8;8;8;6;8;4;8,0;9;8;7;;;7,05;7,05;0,00;�;6,79;7,29;0,50;�;6,49;6,31;-0,19;�;;;8;7;7;6;8;6;8;0;Dem.;;;7,17;2;Advanced;7,05;2;Defective democracy;7,29;2;Advanced;6,31;2;Good;4,0;4;Minor;7,28;2;Sound
Turkmenistan;6;115;3,34;117;2,78;7,8;9;7;9;6;1,3;2;1;1;1;2,3;2;3;3;1;1,0;1;1;1,7;1;2;n/a;2;103;3,89;4,0;4;1,8;2;2;2;1;4,5;5;4;2,5;3;2;4,0;4;4;7,0;7;3,5;3;4;121;2,02;5,7;5;10;4;8;1;6,;2,23;2,3;3;2;2;2,0;2;2;2;1,6;1;1;3;1;2;3,0;3;2;4;;;2,58;2,78;0,20;�;3,82;3,89;0,07;�;1,85;2,02;0,17;�;;;2;1;1;1;2;1;7,5;6;Aut.;;;3,34;5;Failed;2,78;5;Hard-line autocracy;3,89;4;Very limited;2,02;5;Failed;5,7;3;Moderate;2,23;5;Poor
Uganda;5;47;6,19;45;6,80;7,5;7;8;9;6;7,0;7;6;7;8;6,5;6;7;6;7;6,5;7;6;6,5;7;7;6;6;60;5,57;3,0;3;6,5;6;7;7;6;7,5;8;7;7,0;6;8;4,0;3;5;6,0;6;5,0;5;5;39;5,77;6,3;6;5;7;10;6;4,;6,28;6,7;7;6;7;5,0;5;6;4;5,8;7;6;5;6;5;7,7;8;8;7;;;5,30;6,80;1,50;�;5,79;5,57;-0,21;�;5,33;5,77;0,44;�;;;7;6;7;8;6;7;6,5;0;Dem.;;;6,19;3;Limited;6,80;2;Defective democracy;5,57;3;Limited;5,77;2;Good;6,3;3;Moderate;6,28;2;Sound
Ukraine;6;35;6,93;35;7,35;8,8;9;9;10;7;7,8;8;7;8;8;6,8;7;7;5;8;7,5;7;8;6,0;6;5;7;6;46;6,50;5,0;5;7,0;7;6;8;7;7,5;8;7;6,0;6;6;6,0;6;6;8,0;8;6,0;5;7;55;5,25;4,4;5;5;4;8;1;3,3;6,00;6,3;6;7;6;4,3;4;5;4;6,0;7;7;7;5;4;7,3;6;8;8;;;7,10;7,35;0,25;�;6,82;6,50;-0,32;�;4,70;5,25;0,55;�;;;8;7;8;8;7;8;8;0;Dem.;;;6,93;3;Limited;7,35;2;Defective democracy;6,50;3;Limited;5,25;3;Moderate;4,4;4;Minor;6,00;2;Sound
United Arab Emirates;4;77;5,23;107;3,47;7,5;10;6;6;8;2,3;1;1;3;4;4,3;2;4;5;6;1,0;1;1;2,3;1;2;n/a;4;29;7,00;7,0;7;6,5;6;4;8;8;8,0;7;9;6,0;6;6;6,5;8;5;9,0;9;6,0;4;8;59;5,04;4,2;3;8;3;1;5;5,1;5,79;5,0;5;5;5;6,3;6;7;6;4,5;7;1;7;3;n/a;7,3;7;7;8;;;3,20;3,47;0,27;�;6,86;7,00;0,14;�;4,20;5,04;0,85;�;;;1;1;3;4;2;6;9;4;Aut.;;;5,23;4;Very limited;3,47;5;Hard-line autocracy;7,00;2;Advanced;5,04;3;Moderate;4,2;4;Minor;5,79;3;Fair
Uruguay;2;9;8,90;1;9,90;10,0;10;10;10;10;10,0;10;10;10;10;10,0;10;10;10;10;10,0;10;10;9,5;9;10;10;9;17;7,89;8,0;8;7,8;7;8;8;8;8,0;8;8;8,5;9;8;8,5;8;9;8,0;8;6,5;7;6;8;6,97;2,2;3;2;1;5;1;1,;8,43;8,0;9;8;7;6,7;7;6;7;9,4;10;10;9;9;9;9,7;10;10;9;;;9,90;9,90;0,00;�;7,43;7,89;0,46;�;6,85;6,97;0,12;�;;;10;10;10;10;10;10;10;0;Dem.;;;8,90;1;Highly advanced;9,90;1;Democracy in consolidation;7,89;2;Advanced;6,97;2;Good;2,2;5;Negligible;8,43;1;Excellent
Uzbekistan;6;111;3,68;110;3,22;7,3;7;7;9;6;2,3;2;2;3;2;2,3;2;3;2;2;2,0;2;2;2,3;2;2;n/a;3;98;4,14;3,0;3;3,0;3;3;3;3;5,0;4;6;3,0;3;3;4,5;5;4;6,0;6;4,5;4;5;117;2,24;5,9;7;7;5;9;1;6,3;2,47;2,3;3;2;2;2,7;3;3;2;2,2;2;2;3;2;2;2,7;3;2;3;;;3,13;3,22;0,08;�;3,79;4,14;0,36;�;2,17;2,24;0,07;�;;;2;2;3;2;2;2;6,5;6;Aut.;;;3,68;5;Failed;3,22;5;Hard-line autocracy;4,14;4;Very limited;2,24;5;Failed;5,9;3;Moderate;2,47;5;Poor
Venezuela;2;84;4,71;76;4,78;8,5;8;9;10;7;5,0;6;3;6;5;3,8;3;3;3;6;3,0;3;3;3,7;3;3;n/a;5;90;4,64;5,0;5;5,0;3;5;5;7;2,5;3;2;3,0;3;3;6,5;6;7;6,0;6;4,5;3;6;119;2,14;3,8;3;4;4;5;2;4,9;2,48;1,7;2;2;1;2,7;3;3;2;2,3;3;2;1;3;n/a;3,3;2;2;6;;;5,23;4,78;-0,45;�;4,89;4,64;-0,25;�;3,00;2,14;-0,86;�;;;6;3;6;5;3;6;7,5;2;Aut.;;;4,71;4;Very limited;4,78;4;Moderate autocracy;4,64;4;Very limited;2,14;5;Failed;3,8;4;Minor;2,48;5;Poor
Vietnam;7;91;4,45;112;3,15;8,5;9;8;10;7;1,8;1;2;2;2;2,0;1;2;2;3;1,5;1;2;2,0;1;2;n/a;3;58;5,75;5,0;5;5,3;4;6;7;4;7,5;7;8;4,5;5;4;5,0;5;5;9,0;9;4,0;3;5;74;4,75;6,1;5;9;5;9;3;5,8;5,20;5,0;5;5;5;4,7;5;6;3;3,8;6;1;7;2;3;7,3;6;8;8;;;3,10;3,15;0,05;�;5,57;5,75;0,18;�;4,34;4,75;0,41;�;;;1;2;2;2;1;3;8;6;Aut.;;;4,45;4;Very limited;3,15;5;Hard-line autocracy;5,75;3;Limited;4,75;3;Moderate;6,1;3;Moderate;5,20;3;Fair
Yemen;4;102;3,91;95;3,90;5,8;5;8;6;4;3,8;5;1;5;4;4,0;4;4;4;4;2,0;2;2;4,0;4;3;n/a;5;101;3,93;1,0;1;4,0;4;3;6;3;6,5;6;7;4,5;4;5;3,0;3;3;5,0;5;3,5;2;5;94;3,95;7,2;7;7;5;9;9;6,1;4,22;3,3;3;3;4;3,0;4;3;2;4,2;5;2;4;4;6;6,3;5;6;8;;;4,07;3,90;-0,17;�;3,57;3,93;0,36;�;3,85;3,95;0,10;�;;;5;1;5;4;4;4;4,5;2;Aut.;;;3,91;5;Failed;3,90;5;Hard-line autocracy;3,93;4;Very limited;3,95;4;Weak;7,2;2;Substantial;4,22;4;Flawed
Zambia;5;58;5,97;45;6,80;8,3;9;9;9;6;7,0;7;8;6;7;6,0;6;7;5;6;7,0;6;8;5,8;4;6;7;6;73;5,14;2,0;2;6,5;6;6;7;7;7,0;7;7;7,0;6;8;3,5;3;4;6,0;6;4,0;4;4;39;5,77;6,1;8;6;3;9;7;3,9;6,31;5,7;6;6;5;4,7;5;5;4;7,3;7;9;7;6;n/a;7,7;8;8;7;;;6,50;6,80;0,30;�;5,64;5,14;-0,50;�;5,49;5,77;0,28;�;;;7;8;6;7;6;6;7,5;0;Dem.;;;5,97;3;Limited;6,80;2;Defective democracy;5,14;3;Limited;5,77;2;Good;6,1;3;Moderate;6,31;2;Sound
Zimbabwe;5;113;3,39;90;3,97;7,0;6;8;10;4;2,8;3;2;3;3;2,8;3;3;3;2;2,0;2;2;5,3;6;5;n/a;5;120;2,82;3,0;3;3,8;3;4;3;5;1,5;1;2;3,5;3;4;3,5;3;4;1,0;1;3,5;4;3;123;1,85;6,7;8;6;6;10;4;6,1;2,00;1,3;2;1;1;2,3;2;2;3;2,0;3;3;1;2;1;2,3;2;2;3;;;3,97;3,97;0,00;�;2,79;2,82;0,04;�;2,00;1,85;-0,15;�;;;3;2;3;3;3;2;5;6;Aut.;;;3,39;5;Failed;3,97;5;Hard-line autocracy;2,82;5;Rudimentary;1,85;5;Failed;6,7;2;Substantial;2,00;5;Poor
