"Regions:
1 | East-Central and Southeast Europe
2 | Latin America and the Caribbean
3 | West and Central Africa
4 | Middle East and North Africa
5 | Southern and Eastern Africa
6 | Post-Soviet Eurasia
7 | Asia and Oceania";  Region;  Ranking Status Index;  S | Status Index;  Ranking Democracy Status;  SI | Democracy Status;  Q1 | Stateness;  Q1.1 | Monopoly on the use of force;  Q1.2 | State identity;  Q1.3 | No interference of religious dogmas;  Q1.4 | Basic administration;  Q2 | Political Participation;  Q2.1 | Free and fair elections;  Q2.2 | Effective power to govern;  Q2.3 | Association / assembly rights;  Q2.4 | Freedom of expression;  Q3 | Rule of Law;  Q3.1 | Separation of powers;  Q3.2 | Independent judiciary;  Q3.3 | Prosecution of office abuse;  Q3.4 | Civil rights;  Q4 | Stability of Democratic Institutions;  Q4.1 | Performance of democratic institutions;  Q4.2 | Commitment to democratic institutions;  Q5 | Political and Social Integration;  Q5.1 | Party system;  Q5.2 | Interest groups;  Q5.3 | Approval of democracy;  Q5.4 | Social capital;  Ranking Economy Status;  SII | Economy Status;  Q6 | Level of Socioeconomic Development;  Q6.1 | Socioeconomic barriers;  Q7 | Organization of the Market and Competition;  Q7.1 | Market organization;  Q7.2 | Competition policy;  Q7.3 | Liberalization of foreign trade;  Q7.4 | Banking system;  Q8 | Monetary and Fiscal Stability;  Q8.1 | Monetary stability;  Q8.2 | Fiscal stability;  Q9 | Private Property;  Q9.1 | Property rights;  Q9.2 | Private enterprise;  Q10 | Welfare Regime;  Q10.1 | Social safety nets;  Q10.2 | Equal opportunity;  Q11 | Economic Performance;  Q11.1 | Output strength;  Q12 | Sustainability;  Q12.1 | Environmental policy;  Q12.2 | Education / R&D policy;  Ranking Governance Index;  G | Governance Index;  Q13 | Level of Difficulty;  Q13.1 | Structural constraints;  Q13.2 | Civil society traditions;  Q13.3 | Conflict intensity;  Q13.4 | GNI p.c. Atlas method rescaled;  Q13.5 | UN Educ. Index rescaled;  Q13.6 | BTI Stateness & Rule of Law;  GII | Governance Performance;  Q14 | Steering Capability;  Q14.1 | Prioritization;  Q14.2 | Implementation;  Q14.3 | Policy learning;  Q15 | Resource Efficiency;  Q15.1 | Efficient use of assets;  Q15.2 | Policy coordination;  Q15.3 | Anti-corruption policy;  Q16 | Consensus-Building;  Q16.1 | Consensus on goals;  Q16.2 | Anti-democratic actors;  Q16.3 | Cleavage / conflict management;  Q16.4 | Civil society participation;  Q16.5 | Reconciliation;  Q17 | International Cooperation;  Q17.1 | Effective use of support;  Q17.2 | Credibility;  Q17.3 | Regional cooperation;;  Trend;  Democracy Status 08;  Democracy Status 10;  Trend Democracy;;  Economy Status 08;  Economy Status 10;  Trend Economy;;  Governance Index 08;  Governance Index 10;  Trend Governance;;;  Political System;  Q2_1 | Free and fair elections;  Q2_2 | Effective power to govern;  Q2_3 | Association / assembly rights;  Q2_4 | Freedom of expression;  Q3_1 | Separation of powers;  Q3_4 | Civil rights;  State failure;  Total;  Democracy/Autocracy;;  Categories;  S | Status Index;  Category;  ;  SI | Democracy Status;  Category;  ;  SII | Economy Status;  Category;  ;  G | Governance Index;  Category;  ;  Q13 | Level of Difficulty;  Category;  ;  GII | Governance Performance;  Category;  
Rwanda;5;91;4,57;96;4,03;8,0;9;6;10;7;3,5;3;2;5;4;4,0;4;3;5;4;2,0;2;2;2,7;3;3;n/a;2;78;5,11;2,0;2;5,8;5;6;6;6;6,5;7;6;6,0;5;7;5,0;4;6;5,0;5;5,5;6;5;70;4,76;7,7;9;8;7;10;7;5,;5,02;5,0;5;5;5;6,0;6;7;5;3,4;4;2;4;3;4;5,7;7;6;4;;;3,67;4,03;0,37;â;4,11;5,11;1,00;ã;4,59;4,76;0,16;â;;;3;2;5;4;4;4;8;2;Aut.;;;4,57;4;Very limited;4,03;4;Moderate autocracy;5,11;3;Limited;4,76;3;Moderate;7,7;2;Substantial;5,02;3;Fair
Saudi Arabia;4;88;4,63;121;2,87;6,0;8;6;2;8;1,8;1;1;2;3;3,3;2;4;3;4;1,0;1;1;2,3;1;3;n/a;3;43;6,39;5,0;5;7,3;7;4;9;9;7,5;8;7;7,0;7;7;5,5;7;4;8,0;8;4,5;4;5;101;3,94;4,6;4;9;4;1;3;6,4;4,48;4,3;4;4;5;4,7;4;6;4;3,3;4;2;4;3;n/a;5,7;5;6;6;;;2,72;2,87;0,15;â;6,00;6,39;0,39;â;3,81;3,94;0,13;â;;;1;1;2;3;2;4;8;5;Aut.;;;4,63;4;Very limited;2,87;5;Hard-line autocracy;6,39;3;Limited;3,94;4;Weak;4,6;3;Moderate;4,48;4;Flawed
Senegal;3;71;5,53;53;6,30;7,0;7;8;7;6;7,5;7;8;8;7;5,3;5;6;4;6;6,5;6;7;5,3;4;4;7;6;88;4,75;2,0;2;5,3;4;6;6;5;6,5;8;5;7,0;7;7;4,0;4;4;5,0;5;3,5;4;3;44;5,66;7,0;7;5;6;9;10;4,9;6,07;5,3;5;6;5;5,0;5;6;4;6,6;7;8;6;6;6;7,3;7;7;8;;;7,10;6,30;-0,80;è;5,04;4,75;-0,29;â;6,19;5,66;-0,54;è;;;7;8;8;7;5;6;6,5;0;Dem.;;;5,53;3;Limited;6,30;2;Defective democracy;4,75;4;Very limited;5,66;2;Good;7,0;2;Substantial;6,07;2;Sound
Serbia;1;24;7,39;23;8,00;9,3;9;9;9;10;8,5;9;9;9;7;6,8;8;6;6;7;8,0;7;9;7,5;8;7;9;6;33;6,79;6,0;6;7,0;6;7;8;7;8,0;8;8;7,0;7;7;7,0;7;7;6,0;6;6,5;7;6;31;6,00;3,7;4;4;4;5;2;3,;6,98;6,7;7;7;6;6,0;6;6;6;7,6;10;9;7;6;6;7,7;8;8;7;;;7,75;8,00;0,25;â;6,64;6,79;0,14;â;5,43;6,00;0,57;æ;;;9;9;9;7;8;7;9,5;0;Dem.;;;7,39;2;Advanced;8,00;1;Democracy in consolidation;6,79;3;Limited;6,00;2;Good;3,7;4;Minor;6,98;2;Sound
Sierra Leone;3;73;5,39;52;6,32;7,5;7;8;9;6;7,3;8;7;8;6;5,0;5;5;4;6;6,5;6;7;5,3;7;5;n/a;4;95;4,46;1,0;1;5,3;3;6;7;5;6,5;6;7;6,0;5;7;3,0;4;2;6,0;6;3,5;4;3;58;5,35;7,6;10;6;5;10;10;4,8;5,65;6,0;6;6;6;3,7;3;4;4;5,6;6;7;5;4;6;7,3;7;8;7;;;6,05;6,32;0,27;â;4,43;4,46;0,04;â;5,01;5,35;0,34;â;;;8;7;8;6;5;6;6,5;0;Dem.;;;5,39;4;Very limited;6,32;2;Defective democracy;4,46;4;Very limited;5,35;3;Moderate;7,6;2;Substantial;5,65;3;Fair
Singapore;7;28;7,25;68;5,37;10,0;10;10;10;10;3,3;5;2;3;3;6,3;4;5;10;6;2,0;2;2;5,3;8;4;n/a;4;4;9,14;9,0;9;10,0;10;10;10;10;10,0;10;10;9,5;10;9;8,0;8;8;8,0;8;9,5;9;10;35;5,98;2,3;1;6;2;1;1;2,9;7,21;5,0;5;5;5;9,7;9;10;10;5,5;7;2;8;5;n/a;8,7;8;8;10;;;5,37;5,37;0,00;â;9,57;9,14;-0,43;â;5,98;5,98;0,00;â;;;5;2;3;3;4;6;10;4;Aut.;;;7,25;2;Advanced;5,37;4;Moderate autocracy;9,14;1;Highly advanced;5,98;2;Good;2,3;5;Negligible;7,21;2;Sound
Slovakia;1;6;9,14;7;9,35;10,0;10;10;10;10;9,8;10;10;10;9;9,3;10;9;8;10;9,5;9;10;8,3;7;9;9;8;6;8,93;8,0;8;9,5;9;10;10;9;10,0;10;10;10,0;10;10;9,0;9;9;9,0;9;7,0;7;7;8;7,03;1,7;1;3;3;1;1;1,4;8,62;8,7;9;9;8;7,7;8;9;6;8,8;10;10;7;9;8;9,3;9;10;9;;;9,20;9,35;0,15;â;9,07;8,93;-0,14;â;7,20;7,03;-0,16;â;;;10;10;10;9;10;10;10;0;Dem.;;;9,14;1;Highly advanced;9,35;1;Democracy in consolidation;8,93;1;Highly advanced;7,03;1;Very good;1,7;5;Negligible;8,62;1;Excellent
Slovenia;1;2;9,52;3;9,75;9,8;10;10;9;10;9,8;10;10;10;9;9,8;10;10;9;10;10,0;10;10;9,5;9;10;10;9;2;9,29;10,0;10;9,0;9;9;10;8;10,0;10;10;9,5;10;9;9,5;10;9;8,0;8;9,0;9;9;18;6,55;1,0;1;1;1;1;1;1,3;8,18;8,0;9;8;7;8,0;8;8;8;8,4;10;10;7;7;8;8,3;8;9;8;;;9,70;9,75;0,05;â;9,29;9,29;0,00;â;6,83;6,55;-0,28;â;;;10;10;10;9;10;10;10;0;Dem.;;;9,52;1;Highly advanced;9,75;1;Democracy in consolidation;9,29;1;Highly advanced;6,55;2;Good;1,0;5;Negligible;8,18;1;Excellent
Somalia;5;128;1,34;128;1,47;1,8;1;3;2;1;1,3;1;1;2;1;1,0;1;1;1;1;1,0;1;1;2,3;1;3;n/a;3;128;1,21;1,0;1;1,5;2;1;2;1;1,0;1;1;2,0;1;3;1,0;1;1;1,0;1;1,0;1;1;125;1,78;9,6;10;8;10;10;10;9,6;1,80;1,3;1;1;2;1,0;1;1;1;2,2;3;3;2;1;2;2,7;3;2;3;;;1,43;1,47;0,03;â;1,29;1,21;-0,07;â;1,04;1,78;0,75;æ;;;1;1;2;1;1;1;1;7;Aut.;;;1,34;5;Failed;1,47;5;Hard-line autocracy;1,21;5;Rudimentary;1,78;5;Failed;9,6;1;Massive;1,80;5;Poor
South Africa;5;31;7,16;31;7,60;8,0;7;8;9;8;8,5;9;8;9;8;6,8;7;7;6;7;7,0;7;7;7,8;8;9;8;6;36;6,71;5,0;5;8,0;8;8;7;9;7,0;7;7;6,5;7;6;6,0;6;6;8,0;8;6,5;7;6;33;5,99;4,3;6;3;6;4;3;3,6;6,87;6,3;7;6;6;6,0;6;7;5;6,8;8;7;6;5;8;8,3;8;8;9;;;8,60;7,60;-1,00;ä;7,36;6,71;-0,64;è;6,95;5,99;-0,96;è;;;9;8;9;8;7;7;7,5;0;Dem.;;;7,16;2;Advanced;7,60;2;Defective democracy;6,71;3;Limited;5,99;2;Good;4,3;4;Minor;6,87;2;Sound
South Korea;7;12;8,72;12;8,90;10,0;10;10;10;10;9,0;10;10;8;8;8,8;9;9;8;9;8,5;8;9;8,3;7;8;10;8;12;8,54;9,0;9;8,8;9;9;9;8;8,0;8;8;9,0;10;8;8,0;8;8;8,0;8;9,0;8;10;4;7,24;2,1;1;6;2;1;1;1,6;8,78;8,0;9;8;7;8,3;8;9;8;8,8;10;10;8;8;8;10,0;10;10;10;;;8,85;8,90;0,05;â;8,93;8,54;-0,39;â;7,09;7,24;0,16;â;;;10;10;8;8;9;9;10;0;Dem.;;;8,72;1;Highly advanced;8,90;1;Democracy in consolidation;8,54;1;Highly advanced;7,24;1;Very good;2,1;5;Negligible;8,78;1;Excellent
South Sudan;5;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Sri Lanka;7;48;6,17;60;5,95;6,5;7;5;7;7;6,3;6;8;6;5;5,0;6;6;4;4;6,0;6;6;6,0;6;6;7;5;43;6,39;5,0;5;7,3;8;7;7;7;6,0;7;5;8,0;8;8;6,0;6;6;7,0;7;5,5;5;6;61;5,25;5,9;6;5;8;8;3;5,3;5,78;5,0;5;5;5;5,3;5;6;5;5,8;6;7;6;5;5;7,0;6;6;9;;;6,30;5,95;-0,35;â;6,93;6,39;-0,54;è;5,40;5,25;-0,15;â;;;6;8;6;5;6;4;7;0;Dem.;;;6,17;3;Limited;5,95;3;Highly defective democracy;6,39;3;Limited;5,25;3;Moderate;5,9;3;Moderate;5,78;3;Fair
Sudan;4;115;3,53;118;3,02;3,5;4;4;3;3;3,5;2;1;6;5;1,8;2;3;1;1;2,0;2;2;4,3;3;5;n/a;5;104;4,04;2,0;2;3,3;3;2;5;3;7,0;7;7;4,5;4;5;1,5;1;2;7,0;7;3,0;2;4;110;3,27;8,2;8;6;9;9;9;8,4;3,40;4,0;4;4;4;2,7;3;3;2;3,6;6;4;3;3;2;3,3;2;4;4;;;2,13;3,02;0,88;æ;3,86;4,04;0,18;â;2,88;3,27;0,39;â;;;2;1;6;5;2;1;3,5;4;Aut.;;;3,53;5;Failed;3,02;5;Hard-line autocracy;4,04;4;Very limited;3,27;4;Weak;8,2;2;Substantial;3,40;4;Flawed
Syria;4;108;3,88;115;3,23;7,0;8;7;7;6;2,3;3;2;2;2;2,3;2;2;3;2;2,0;2;2;2,7;1;3;n/a;4;94;4,54;4,0;4;2,8;3;1;5;2;6,5;7;6;4,5;4;5;4,0;4;4;7,0;7;3,0;3;3;117;2,77;6,1;5;9;5;7;4;6,4;3,03;3,3;3;3;4;3,0;3;4;2;2,8;3;1;5;2;3;3,0;3;3;3;;;2,60;3,23;0,63;æ;4,18;4,54;0,36;â;2,47;2,77;0,30;â;;;3;2;2;2;2;2;7;6;Aut.;;;3,88;5;Failed;3,23;5;Hard-line autocracy;4,54;4;Very limited;2,77;5;Failed;6,1;3;Moderate;3,03;4;Flawed
Taiwan;7;3;9,39;5;9,50;10,0;10;10;10;10;10,0;10;10;10;10;9,8;10;10;9;10;9,0;8;10;8,8;9;9;9;8;2;9,29;10,0;10;9,5;9;10;10;9;10,0;10;10;9,5;10;9;9,0;9;9;8,0;8;9,0;8;10;7;7,12;2,2;2;5;3;1;1;1,1;8,62;8,7;8;9;9;8,0;8;8;8;8,8;10;10;7;8;9;9,0;9;8;10;;;9,45;9,50;0,05;â;9,21;9,29;0,07;â;7,04;7,12;0,08;â;;;10;10;10;10;10;10;10;0;Dem.;;;9,39;1;Highly advanced;9,50;1;Democracy in consolidation;9,29;1;Highly advanced;7,12;1;Very good;2,2;5;Negligible;8,62;1;Excellent
Tajikistan;6;118;3,42;103;3,67;7,3;7;7;9;6;3,0;3;2;4;3;2,8;3;3;2;3;2,0;2;2;3,3;3;3;n/a;4;120;3,18;2,0;2;3,3;3;3;4;3;3,5;4;3;3,0;3;3;3,5;3;4;4,0;4;3,0;3;3;115;2,97;6,5;8;8;5;10;2;6,;3,22;3,0;3;3;3;3,0;2;5;2;3,2;2;2;3;4;5;3,7;4;2;5;;;3,73;3,67;-0,07;â;3,86;3,18;-0,68;è;4,48;2,97;-1,51;ä;;;3;2;4;3;3;3;6,5;5;Aut.;;;3,42;5;Failed;3,67;5;Hard-line autocracy;3,18;4;Very limited;2,97;5;Failed;6,5;2;Substantial;3,22;4;Flawed
Tanzania;5;67;5,58;56;6,15;7,3;7;8;8;6;6,3;6;7;6;6;6,0;7;6;5;6;6,0;6;6;5,3;6;4;6;5;81;5,00;3,0;3;5,5;5;5;6;6;6,5;6;7;6,0;6;6;4,0;4;4;6,0;6;4,0;4;4;60;5,29;6,6;7;7;5;9;7;4,4;5,73;5,3;6;5;5;4,3;4;5;4;6,3;6;7;7;5;n/a;7,0;7;7;7;;;6,85;6,15;-0,70;è;4,82;5,00;0,18;â;5,84;5,29;-0,55;è;;;6;7;6;6;7;6;6,5;0;Dem.;;;5,58;3;Limited;6,15;2;Defective democracy;5,00;3;Limited;5,29;3;Moderate;6,6;2;Substantial;5,73;3;Fair
Thailand;7;59;5,84;69;5,35;7,0;6;7;7;8;5,5;6;4;7;5;5,5;5;5;6;6;4,0;4;4;4,8;4;5;5;5;46;6,32;6,0;6;7,8;7;7;9;8;6,5;7;6;7,0;7;7;6,0;6;6;5,0;5;6,0;6;6;76;4,58;5,3;5;6;8;6;2;4,8;5,12;5,3;5;5;6;5,0;5;5;5;3,8;5;3;3;5;3;6,3;6;6;7;;;4,92;5,35;0,43;â;7,04;6,32;-0,71;è;4,80;4,58;-0,22;â;;;6;4;7;5;5;6;7;0;Dem.;;;5,84;3;Limited;5,35;3;Highly defective democracy;6,32;3;Limited;4,58;3;Moderate;5,3;3;Moderate;5,12;3;Fair
Timor-Leste;7;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Togo;3;104;4,25;80;4,68;8,0;8;9;9;6;4,8;5;2;6;6;4,0;4;4;3;5;2,0;2;2;4,7;4;5;n/a;5;112;3,82;2,0;2;4,8;4;4;5;6;6,0;6;6;5,0;5;5;2,5;3;2;4,0;4;2,5;2;3;74;4,70;7,2;8;7;4;10;9;5,;5,02;4,0;3;4;5;4,0;4;5;3;5,4;6;6;5;5;5;6,7;6;7;7;;;3,90;4,68;0,78;æ;3,61;3,82;0,21;â;3,66;4,70;1,04;ã;;;5;2;6;6;4;5;7;2;Aut.;;;4,25;4;Very limited;4,68;4;Moderate autocracy;3,82;4;Very limited;4,70;3;Moderate;7,2;2;Substantial;5,02;3;Fair
Trinidad and Tobago;2;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Tunisia;4;80;4,98;102;3,78;8,0;8;9;8;7;2,5;3;2;3;2;3,8;3;4;4;4;2,0;2;2;2,7;2;3;n/a;3;51;6,18;4,0;4;6,3;8;5;7;5;7,0;7;7;6,0;6;6;6,5;6;7;8,0;8;5,5;5;6;87;4,32;5,0;4;8;2;6;5;5,1;4,85;4,3;4;5;4;5,0;5;7;3;3,8;5;1;7;2;n/a;6,3;6;6;7;;;3,95;3,78;-0,17;â;6,79;6,18;-0,61;è;4,77;4,32;-0,45;â;;;3;2;3;2;3;4;7,5;5;Aut.;;;4,98;4;Very limited;3,78;5;Hard-line autocracy;6,18;3;Limited;4,32;3;Moderate;5,0;3;Moderate;4,85;4;Flawed
Turkey;4;20;7,54;30;7,65;8,0;8;7;8;9;7,8;8;8;8;7;7,3;8;7;7;7;8,0;8;8;7,3;6;8;8;7;22;7,43;5,0;5;8,5;8;8;9;9;8,5;9;8;8,5;8;9;7,0;7;7;8,0;8;6,5;5;8;23;6,37;3,7;3;5;5;3;3;3,4;7,40;8,0;9;8;7;6,7;6;9;5;6,6;9;7;6;6;5;8,3;9;9;7;;;7,05;7,65;0,60;æ;7,29;7,43;0,14;â;6,31;6,37;0,06;â;;;8;8;8;7;8;7;8,5;0;Dem.;;;7,54;2;Advanced;7,65;2;Defective democracy;7,43;2;Advanced;6,37;2;Good;3,7;4;Minor;7,40;2;Sound
Turkmenistan;6;114;3,55;124;2,78;7,8;9;7;9;6;1,3;2;1;1;1;2,3;2;3;3;1;1,0;1;1;1,7;1;2;n/a;2;96;4,32;4,0;4;1,8;2;2;2;1;5,5;5;6;3,0;3;3;4,0;4;4;8,0;8;4,0;3;5;119;2,28;5,5;5;10;4;7;1;6,;2,53;3,0;3;3;3;2,0;2;2;2;1,8;2;1;3;1;2;3,3;3;2;5;;;2,78;2,78;0,00;â;3,89;4,32;0,43;â;2,02;2,28;0,26;â;;;2;1;1;1;2;1;7,5;6;Aut.;;;3,55;5;Failed;2,78;5;Hard-line autocracy;4,32;4;Very limited;2,28;5;Failed;5,5;3;Moderate;2,53;5;Poor
Uganda;5;41;6,34;42;6,85;7,8;7;8;9;7;6,5;6;8;6;6;6,5;7;7;6;6;7,0;7;7;6,5;7;6;7;6;60;5,82;4,0;4;5,8;6;4;7;6;8,0;8;8;6,0;5;7;5,0;4;6;7,0;7;5,0;5;5;29;6,07;6,0;7;5;4;10;6;3,9;6,67;7,3;7;7;8;5,7;6;7;4;6,0;7;6;6;6;5;7,7;8;7;8;;;6,80;6,85;0,05;â;5,57;5,82;0,25;â;5,77;6,07;0,30;â;;;6;8;6;6;7;6;7;0;Dem.;;;6,34;3;Limited;6,85;2;Defective democracy;5,82;3;Limited;6,07;2;Good;6,0;3;Moderate;6,67;2;Sound
Ukraine;6;37;6,55;37;7,00;8,8;9;9;9;8;7,8;8;7;8;8;6,3;6;6;5;8;6,5;6;7;5,8;5;5;7;6;55;6,11;5,0;5;6,8;6;6;8;7;6,5;7;6;6,0;6;6;6,0;6;6;7,0;7;5,5;5;6;66;4,94;4,1;5;5;3;7;1;3,5;5,68;5,7;5;6;6;4,0;4;4;4;6,4;9;7;7;5;4;6,7;6;6;8;;;7,35;7,00;-0,35;â;6,50;6,11;-0,39;â;5,25;4,94;-0,31;â;;;8;7;8;8;6;8;8,5;0;Dem.;;;6,55;3;Limited;7,00;2;Defective democracy;6,11;3;Limited;4,94;3;Moderate;4,1;4;Minor;5,68;3;Fair
United Arab Emirates;4;60;5,83;92;4,15;8,3;10;8;7;8;3,0;3;1;3;5;4,5;2;4;6;6;2,0;2;2;3,0;1;3;n/a;5;21;7,50;7,0;7;7,0;7;4;9;8;8,5;8;9;6,5;6;7;8,0;8;8;9,0;9;6,5;5;8;55;5,42;3,6;2;7;3;1;4;4,6;6,31;5,0;5;5;5;7,0;6;8;7;5,3;7;2;8;4;n/a;8,0;8;7;9;;;3,47;4,15;0,68;æ;7,00;7,50;0,50;æ;5,04;5,42;0,37;â;;;3;1;3;5;2;6;9;4;Aut.;;;5,83;3;Limited;4,15;4;Moderate autocracy;7,50;2;Advanced;5,42;3;Moderate;3,6;4;Minor;6,31;2;Sound
Uruguay;2;5;9,25;1;9,90;10,0;10;10;10;10;10,0;10;10;10;10;10,0;10;10;10;10;10,0;10;10;9,5;9;10;10;9;11;8,61;9,0;9;8,3;7;8;9;9;9,0;9;9;9,0;10;8;9,0;9;9;9,0;9;7,0;7;7;1;7,56;1,8;2;2;1;4;1;1,;9,23;9,3;10;9;9;8,0;8;8;8;9,6;10;10;9;10;9;10,0;10;10;10;;;9,90;9,90;0,00;â;7,89;8,61;0,71;æ;6,97;7,56;0,59;æ;;;10;10;10;10;10;10;10;0;Dem.;;;9,25;1;Highly advanced;9,90;1;Democracy in consolidation;8,61;1;Highly advanced;7,56;1;Very good;1,8;5;Negligible;9,23;1;Excellent
Uzbekistan;6;120;3,25;119;2,90;7,3;7;7;9;6;2,0;2;2;2;2;2,3;2;3;2;2;1,0;1;1;2,0;1;2;n/a;3;117;3,61;3,0;3;2,3;2;3;2;2;3,5;3;4;3,0;3;3;4,5;5;4;5,0;5;4,0;3;5;124;2,10;6,0;7;8;5;9;1;6,3;2,30;2,0;3;2;1;2,3;2;3;2;2,2;2;2;3;2;2;2,7;3;2;3;;;3,22;2,90;-0,32;â;4,14;3,61;-0,54;è;2,24;2,10;-0,14;â;;;2;2;2;2;2;2;6,5;6;Aut.;;;3,25;5;Failed;2,90;5;Hard-line autocracy;3,61;4;Very limited;2,10;5;Failed;6,0;3;Moderate;2,30;5;Poor
Venezuela;2;94;4,54;86;4,33;8,3;7;9;10;7;4,5;6;2;6;4;3,3;2;3;2;6;2,0;2;2;3,7;3;3;n/a;5;88;4,75;6,0;6;4,3;3;4;4;6;3,0;3;3;3,0;3;3;6,5;6;7;6,0;6;4,5;3;6;122;2,19;4,0;4;4;5;4;2;5,3;2,52;2,0;2;2;2;2,7;3;3;2;2,8;3;3;1;4;n/a;2,7;2;2;4;;;4,78;4,33;-0,45;â;4,64;4,75;0,11;â;2,14;2,19;0,05;â;;;6;2;6;4;2;6;7;2;Aut.;;;4,54;4;Very limited;4,33;4;Moderate autocracy;4,75;4;Very limited;2,19;5;Failed;4,0;4;Minor;2,52;5;Poor
Vietnam;7;89;4,61;114;3,30;9,0;10;8;10;8;1,8;1;2;2;2;2,3;1;2;3;3;1,5;1;2;2,0;1;2;n/a;3;59;5,93;5,0;5;5,0;4;5;7;4;6,5;6;7;5,0;5;5;5,5;6;5;9,0;9;5,5;5;6;66;4,94;5,9;5;9;4;9;3;5,4;5,43;5,0;5;5;5;5,0;5;6;4;4,4;6;1;7;4;4;7,3;6;8;8;;;3,15;3,30;0,15;â;5,75;5,93;0,18;â;4,75;4,94;0,19;â;;;1;2;2;2;1;3;9;6;Aut.;;;4,61;4;Very limited;3,30;5;Hard-line autocracy;5,93;3;Limited;4,94;3;Moderate;5,9;3;Moderate;5,43;3;Fair
Yemen;4;105;4,08;87;4,23;6,3;7;8;6;4;4,3;5;2;6;4;4,0;4;4;4;4;2,0;2;2;4,7;4;5;n/a;5;107;3,93;2,0;2;4,5;5;3;6;4;6,0;6;6;5,0;4;6;3,0;3;3;4,0;4;3,0;3;3;96;4,04;7,3;8;6;6;9;9;5,9;4,30;3,3;3;3;4;3,0;3;3;3;4,2;5;2;4;4;6;6,7;5;6;9;;;3,90;4,23;0,33;â;3,93;3,93;0,00;â;3,95;4,04;0,09;â;;;5;2;6;4;4;4;5,5;2;Aut.;;;4,08;4;Very limited;4,23;4;Moderate autocracy;3,93;4;Very limited;4,04;4;Weak;7,3;2;Substantial;4,30;4;Flawed
Zambia;5;53;5,99;44;6,65;8,0;8;9;8;7;7,0;7;7;7;7;6,3;7;6;5;7;6,5;6;7;5,5;4;5;7;6;73;5,32;3,0;3;6,3;6;6;7;6;7,0;7;7;6,5;6;7;4,5;4;5;6,0;6;4,0;4;4;41;5,69;5,8;7;6;3;9;6;3,9;6,27;6,3;7;6;6;4,7;5;5;4;6,8;7;7;7;6;n/a;7,3;7;7;8;;;6,80;6,65;-0,15;â;5,14;5,32;0,18;â;5,77;5,69;-0,08;â;;;7;7;7;7;7;7;7,5;0;Dem.;;;5,99;3;Limited;6,65;2;Defective democracy;5,32;3;Limited;5,69;2;Good;5,8;3;Moderate;6,27;2;Sound
Zimbabwe;5;122;3,01;100;3,95;7,0;6;9;9;4;3,0;3;2;4;3;2,8;3;3;3;2;2,0;2;2;5,0;6;4;n/a;5;125;2,07;2,0;2;2,5;2;2;2;4;1,0;1;1;2,5;2;3;2,5;2;3;1,0;1;3,0;3;3;127;1,50;6,7;7;7;6;10;4;6,1;1,62;1,3;2;1;1;1,3;1;2;1;1,8;3;3;1;1;1;2,0;2;1;3;;;3,97;3,95;-0,02;â;2,82;2,07;-0,75;è;1,85;1,50;-0,36;â;;;3;2;4;3;3;2;5;5;Aut.;;;3,01;5;Failed;3,95;5;Hard-line autocracy;2,07;5;Rudimentary;1,50;5;Failed;6,7;2;Substantial;1,62;5;Poor
