"Regions:
1 | East-Central and Southeast Europe
2 | Latin America and the Caribbean
3 | West and Central Africa
4 | Middle East and North Africa
5 | Southern and Eastern Africa
6 | Post-Soviet Eurasia
7 | Asia and Oceania";  Region;  Ranking Status Index;  S | Status Index;  Ranking Democracy Status;  SI | Democracy Status;  Q1 | Stateness;  Q1.1 | Monopoly on the use of force;  Q1.2 | State identity;  Q1.3 | No interference of religious dogmas;  Q1.4 | Basic administration;  Q2 | Political Participation;  Q2.1 | Free and fair elections;  Q2.2 | Effective power to govern;  Q2.3 | Association / assembly rights;  Q2.4 | Freedom of expression;  Q3 | Rule of Law;  Q3.1 | Separation of powers;  Q3.2 | Independent judiciary;  Q3.3 | Prosecution of office abuse;  Q3.4 | Civil rights;  Q4 | Stability of Democratic Institutions;  Q4.1 | Performance of democratic institutions;  Q4.2 | Commitment to democratic institutions;  Q5 | Political and Social Integration;  Q5.1 | Party system;  Q5.2 | Interest groups;  Q5.3 | Approval of democracy;  Q5.4 | Social capital;  Ranking Economy Status;  SII | Economy Status;  Q6 | Level of Socioeconomic Development;  Q6.1 | Socioeconomic barriers;  Q7 | Organization of the Market and Competition;  Q7.1 | Market organization;  Q7.2 | Competition policy;  Q7.3 | Liberalization of foreign trade;  Q7.4 | Banking system;  Q8 | Monetary and Fiscal Stability;  Q8.1 | Monetary stability;  Q8.2 | Fiscal stability;  Q9 | Private Property;  Q9.1 | Property rights;  Q9.2 | Private enterprise;  Q10 | Welfare Regime;  Q10.1 | Social safety nets;  Q10.2 | Equal opportunity;  Q11 | Economic Performance;  Q11.1 | Output strength;  Q12 | Sustainability;  Q12.1 | Environmental policy;  Q12.2 | Education / R&D policy;  Ranking Governance Index;  G | Governance Index;  Q13 | Level of Difficulty;  Q13.1 | Structural constraints;  Q13.2 | Civil society traditions;  Q13.3 | Conflict intensity;  Q13.4 | GNI p.c. Atlas method rescaled;  Q13.5 | UN Educ. Index rescaled;  Q13.6 | BTI Stateness & Rule of Law;  GII | Governance Performance;  Q14 | Steering Capability;  Q14.1 | Prioritization;  Q14.2 | Implementation;  Q14.3 | Policy learning;  Q15 | Resource Efficiency;  Q15.1 | Efficient use of assets;  Q15.2 | Policy coordination;  Q15.3 | Anti-corruption policy;  Q16 | Consensus-Building;  Q16.1 | Consensus on goals;  Q16.2 | Anti-democratic actors;  Q16.3 | Cleavage / conflict management;  Q16.4 | Civil society participation;  Q16.5 | Reconciliation;  Q17 | International Cooperation;  Q17.1 | Effective use of support;  Q17.2 | Credibility;  Q17.3 | Regional cooperation;;  Trend;  Democracy Status 10;  Democracy Status 12;  Trend Democracy;;  Economy Status 10;  Economy Status 12;  Trend Economy;;  Governance Index 10;  Governance Index 12;  Trend Governance;;;  Political System;  Q2_1 | Free and fair elections;  Q2_2 | Effective power to govern;  Q2_3 | Association / assembly rights;  Q2_4 | Freedom of expression;  Q3_1 | Separation of powers;  Q3_4 | Civil rights;  State failure;  Total;  Democracy/Autocracy;;  Categories;  S | Status Index;  Category;  ;  SI | Democracy Status;  Category;  ;  SII | Economy Status;  Category;  ;  G | Governance Index;  Category;  ;  Q13 | Level of Difficulty;  Category;  ;  GII | Governance Performance;  Category;  
Rwanda;5;94;4,50;101;3,82;8,0;9;6;10;7;2,8;2;2;4;3;4,0;4;3;5;4;2,0;2;2;2,3;2;3;n/a;2;75;5,18;2,0;2;6,3;5;6;7;7;6,5;7;6;5,5;4;7;5,5;5;6;5,0;5;5,5;6;5;68;4,92;7,8;9;8;7;9;9;5,;5,17;5,0;5;5;5;6,0;6;7;5;3,0;4;2;3;3;3;6,7;7;7;6;;;4,03;3,82;-0,22;â;5,11;5,18;0,07;â;4,76;4,92;0,16;â;;;2;2;4;3;4;4;8;3;Aut.;;;4,50;4;Very limited;3,82;5;Hard-line autocracy;5,18;3;Limited;4,92;3;Moderate;7,8;2;Substantial;5,17;3;Fair
Saudi Arabia;4;102;4,35;123;2,77;5,8;8;6;2;7;1,5;1;1;2;2;3,3;1;4;4;4;1,0;1;1;2,3;1;3;n/a;3;55;5,93;4,0;4;7,0;7;4;9;8;7,0;8;6;7,0;7;7;5,0;7;3;7,0;7;4,5;4;5;96;4,02;4,6;4;9;4;1;3;6,5;4,57;4,3;4;4;5;4,7;4;6;4;3,6;4;2;4;3;5;5,7;5;6;6;;;2,87;2,77;-0,10;â;6,39;5,93;-0,46;â;3,94;4,02;0,08;â;;;1;1;2;2;1;4;7,5;5;Aut.;;;4,35;4;Very limited;2,77;5;Hard-line autocracy;5,93;3;Limited;4,02;4;Weak;4,6;3;Moderate;4,57;4;Flawed
Senegal;3;60;5,73;47;6,50;7,3;7;9;7;6;7,8;7;8;8;8;5,3;5;6;4;6;6,5;6;7;5,8;4;5;7;7;82;4,96;2,0;2;5,3;4;6;6;5;7,0;8;6;7,0;7;7;4,5;4;5;5,0;5;4,0;5;3;45;5,57;6,6;7;5;6;8;9;4,8;6,02;5,0;4;6;5;5,0;5;6;4;6,4;7;8;6;5;6;7,7;7;7;9;;;6,30;6,50;0,20;â;4,75;4,96;0,21;â;5,66;5,57;-0,09;â;;;7;8;8;8;5;6;6,5;0;Dem.;;;5,73;3;Limited;6,50;2;Defective democracy;4,96;4;Very limited;5,57;3;Moderate;6,6;2;Substantial;6,02;2;Sound
Serbia;1;21;7,51;23;8,05;9,3;9;9;9;10;8,5;9;9;9;7;7,0;8;6;6;8;8,0;7;9;7,5;8;7;9;6;31;6,96;6,0;6;7,8;6;8;9;8;8,0;8;8;7,0;7;7;7,0;7;7;6,0;6;7,0;7;7;29;6,06;3,3;4;4;3;4;2;2,9;7,12;6,7;7;7;6;6,3;7;6;6;7,8;10;9;7;7;6;7,7;8;8;7;;;8,00;8,05;0,05;â;6,79;6,96;0,18;â;6,00;6,06;0,06;â;;;9;9;9;7;8;8;9,5;0;Dem.;;;7,51;2;Advanced;8,05;1;Democracy in consolidation;6,96;3;Limited;6,06;2;Good;3,3;4;Minor;7,12;2;Sound
Sierra Leone;3;77;5,28;53;6,32;7,8;8;8;9;6;7,0;8;7;7;6;5,0;5;5;4;6;6,5;6;7;5,3;7;5;n/a;4;101;4,25;1,0;1;5,3;3;6;7;5;6,0;6;6;6,0;5;7;3,0;4;2;5,0;5;3,5;4;3;57;5,35;7,6;10;6;5;10;10;4,6;5,65;6,0;6;6;6;4,0;4;4;4;5,6;6;7;5;4;6;7,0;7;7;7;;;6,32;6,32;0,00;â;4,46;4,25;-0,21;â;5,35;5,35;0,00;â;;;8;7;7;6;5;6;7;0;Dem.;;;5,28;4;Very limited;6,32;2;Defective democracy;4,25;4;Very limited;5,35;3;Moderate;7,6;2;Substantial;5,65;3;Fair
Singapore;7;29;7,25;70;5,32;10,0;10;10;10;10;3,3;5;2;3;3;6,0;4;4;10;6;2,0;2;2;5,3;8;4;n/a;4;4;9,18;9,0;9;9,8;10;10;10;9;10,0;10;10;9,5;10;9;8,0;8;8;9,0;9;9,0;8;10;32;5,94;2,5;1;6;2;1;2;3,;7,13;5,0;5;5;5;9,3;9;10;9;5,5;7;2;8;5;n/a;8,7;8;8;10;;;5,37;5,32;-0,05;â;9,14;9,18;0,04;â;5,98;5,94;-0,04;â;;;5;2;3;3;4;6;10;4;Aut.;;;7,25;2;Advanced;5,32;4;Moderate autocracy;9,18;1;Highly advanced;5,94;2;Good;2,5;4;Minor;7,13;2;Sound
Slovakia;1;8;8,88;10;9,00;9,8;10;9;10;10;9,5;10;10;10;8;8,5;9;8;8;9;9,0;9;9;8,3;7;9;9;8;7;8,75;9,0;9;9,3;9;9;10;9;9,5;10;9;10,0;10;10;8,5;9;8;8,0;8;7,0;7;7;12;6,80;1,8;1;3;3;1;1;1,9;8,32;8,0;8;8;8;7,7;8;8;7;8,6;10;10;7;8;8;9,0;9;9;9;;;9,35;9,00;-0,35;â;8,93;8,75;-0,18;â;7,03;6,80;-0,23;â;;;10;10;10;8;9;9;10;0;Dem.;;;8,88;1;Highly advanced;9,00;1;Democracy in consolidation;8,75;1;Highly advanced;6,80;2;Good;1,8;5;Negligible;8,32;1;Excellent
Slovenia;1;3;9,45;2;9,65;9,8;10;10;9;10;9,8;10;10;10;9;9,5;10;9;9;10;10,0;10;10;9,3;9;10;9;9;3;9,25;10,0;10;9,3;9;9;10;9;9,5;10;9;9,5;10;9;9,5;10;9;8,0;8;9,0;9;9;19;6,57;1,1;1;1;1;1;1;1,4;8,20;7,3;8;7;7;8,0;8;8;8;8,8;10;10;8;8;8;8,7;9;9;8;;;9,75;9,65;-0,10;â;9,29;9,25;-0,04;â;6,55;6,57;0,02;â;;;10;10;10;9;10;10;10;0;Dem.;;;9,45;1;Highly advanced;9,65;1;Democracy in consolidation;9,25;1;Highly advanced;6,57;2;Good;1,1;5;Negligible;8,20;1;Excellent
Somalia;5;128;1,22;128;1,27;1,8;1;3;2;1;1,3;1;1;2;1;1,0;1;1;1;1;1,0;1;1;1,3;1;1;n/a;2;128;1,18;1,0;1;1,3;1;1;2;1;1,0;1;1;2,0;1;3;1,0;1;1;1,0;1;1,0;1;1;127;1,51;9,8;10;9;10;10;10;9,6;1,52;1,0;1;1;1;1,0;1;1;1;1,4;2;1;1;1;2;2,7;3;2;3;;;1,47;1,27;-0,20;â;1,21;1,18;-0,04;â;1,78;1,51;-0,28;â;;;1;1;2;1;1;1;1;7;Aut.;;;1,22;5;Failed;1,27;5;Hard-line autocracy;1,18;5;Rudimentary;1,51;5;Failed;9,8;1;Massive;1,52;5;Poor
South Africa;5;26;7,34;24;7,75;8,3;8;9;9;7;8,3;8;8;9;8;7,0;7;8;6;7;8,0;8;8;7,3;8;8;7;6;33;6,93;5,0;5;8,0;8;8;7;9;8,5;9;8;7,5;8;7;6,0;6;6;7,0;7;6,5;7;6;28;6,12;4,2;6;3;5;5;3;3,4;7,02;6,7;7;7;6;6,0;6;7;5;7,4;8;8;7;6;8;8,0;8;8;8;;;7,60;7,75;0,15;â;6,71;6,93;0,21;â;5,99;6,12;0,12;â;;;8;8;9;8;7;7;7,5;0;Dem.;;;7,34;2;Advanced;7,75;2;Defective democracy;6,93;3;Limited;6,12;2;Good;4,2;4;Minor;7,02;2;Sound
South Korea;7;11;8,73;12;8,70;10,0;10;10;10;10;8,8;10;10;8;7;8,5;9;9;8;8;8,5;8;9;7,8;7;8;8;8;7;8,75;9,0;9;8,8;9;9;9;8;8,5;9;8;9,0;10;8;8,0;8;8;9,0;9;9,0;8;10;8;7,05;2,1;1;6;2;1;1;1,8;8,55;8,0;9;8;7;8,3;8;9;8;8,2;10;10;8;6;7;9,7;10;10;9;;;8,90;8,70;-0,20;â;8,54;8,75;0,21;â;7,24;7,05;-0,19;â;;;10;10;8;7;9;8;10;0;Dem.;;;8,73;1;Highly advanced;8,70;1;Democracy in consolidation;8,75;1;Highly advanced;7,05;1;Very good;2,1;5;Negligible;8,55;1;Excellent
South Sudan;5;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Sri Lanka;7;58;5,85;78;4,88;7,3;9;6;7;7;4,8;6;3;5;5;3,8;4;4;4;3;3,0;3;3;5,7;6;6;n/a;5;36;6,82;6,0;6;7,8;8;7;8;8;7,0;7;7;8,0;8;8;6,0;6;6;8,0;8;5,0;5;5;74;4,69;5,4;6;4;6;7;4;5,5;5,22;5,0;5;5;5;4,7;4;5;5;4,2;5;5;5;4;2;7,0;6;6;9;;;5,95;4,88;-1,07;ä;6,39;6,82;0,43;â;5,25;4,69;-0,57;è;;;6;3;5;5;4;3;8;2;Aut.;;;5,85;3;Limited;4,88;4;Moderate autocracy;6,82;3;Limited;4,69;3;Moderate;5,4;3;Moderate;5,22;3;Fair
Sudan;4;119;3,33;119;2,87;3,5;4;4;3;3;3,0;3;2;4;3;2,5;3;3;2;2;2,0;1;3;3,3;3;4;n/a;3;113;3,79;2,0;2;3,5;3;3;5;3;6,5;6;7;4,0;3;5;2,0;1;3;6,0;6;2,5;2;3;118;2,55;8,3;9;6;9;8;10;8,;2,65;3,0;3;3;3;2,3;3;2;2;2,6;5;3;2;2;1;2,7;1;3;4;;;3,02;2,87;-0,15;â;4,04;3,79;-0,25;â;3,27;2,55;-0,71;è;;;3;2;4;3;3;2;3,5;5;Aut.;;;3,33;5;Failed;2,87;5;Hard-line autocracy;3,79;4;Very limited;2,55;5;Failed;8,3;2;Substantial;2,65;5;Poor
Syria;4;107;3,90;115;3,18;7,0;8;7;7;6;2,0;2;2;2;2;2,3;2;2;3;2;2,0;2;2;2,7;1;3;n/a;4;91;4,61;3,0;3;3,8;4;2;5;4;7,0;7;7;4,5;4;5;4,0;4;4;7,0;7;3,0;3;3;113;3,17;6,9;6;9;5;8;7;6,4;3,40;4,0;4;3;5;3,0;3;4;2;2,6;3;1;4;2;3;4,0;4;4;4;;;3,23;3,18;-0,05;â;4,54;4,61;0,07;â;2,77;3,17;0,40;â;;;2;2;2;2;2;2;7;6;Aut.;;;3,90;5;Failed;3,18;5;Hard-line autocracy;4,61;4;Very limited;3,17;4;Weak;6,9;2;Substantial;3,40;4;Flawed
Taiwan;7;2;9,54;2;9,65;10,0;10;10;10;10;10,0;10;10;10;10;10,0;10;10;10;10;9,5;9;10;8,8;9;9;9;8;2;9,43;10,0;10;9,5;9;10;10;9;10,0;10;10;9,5;10;9;9,0;9;9;9,0;9;9,0;8;10;1;7,72;2,0;2;5;2;1;1;1,;9,38;9,3;9;10;9;9,0;9;9;9;9,2;10;10;9;9;8;10,0;10;10;10;;;9,50;9,65;0,15;â;9,29;9,43;0,14;â;7,12;7,72;0,59;æ;;;10;10;10;10;10;10;10;0;Dem.;;;9,54;1;Highly advanced;9,65;1;Democracy in consolidation;9,43;1;Highly advanced;7,72;1;Very good;2,0;5;Negligible;9,38;1;Excellent
Tajikistan;6;117;3,50;109;3,50;7,0;7;7;8;6;2,8;3;2;3;3;2,8;2;3;2;4;2,0;2;2;3,0;3;2;n/a;4;117;3,50;3,0;3;3,5;4;3;4;3;4,0;4;4;3,5;3;4;3,5;3;4;4,0;4;3,0;3;3;105;3,51;6,5;8;8;5;9;3;6,1;3,80;4,0;4;4;4;3,3;3;5;2;3,2;3;2;3;4;4;4,7;6;3;5;;;3,67;3,50;-0,17;â;3,18;3,50;0,32;â;2,97;3,51;0,54;æ;;;3;2;3;3;2;4;6,5;5;Aut.;;;3,50;5;Failed;3,50;5;Hard-line autocracy;3,50;4;Very limited;3,51;4;Weak;6,5;2;Substantial;3,80;4;Flawed
Tanzania;5;64;5,60;54;6,30;7,3;7;8;8;6;6,8;7;8;6;6;6,0;7;6;5;6;6,0;6;6;5,5;6;4;7;5;84;4,89;3,0;3;5,3;5;5;5;6;6,5;6;7;6,0;6;6;4,0;4;4;6,0;6;3,5;3;4;54;5,38;6,9;7;7;5;9;9;4,4;5,78;6,0;6;6;6;4,3;4;5;4;5,8;6;7;7;5;4;7,0;7;7;7;;;6,15;6,30;0,15;â;5,00;4,89;-0,11;â;5,29;5,38;0,09;â;;;7;8;6;6;7;6;6,5;0;Dem.;;;5,60;3;Limited;6,30;2;Defective democracy;4,89;4;Very limited;5,38;3;Moderate;6,9;2;Substantial;5,78;3;Fair
Thailand;7;69;5,56;82;4,73;6,8;6;7;7;7;4,5;6;2;5;5;4,8;4;5;6;4;3,0;3;3;4,7;4;5;n/a;5;43;6,39;6,0;6;6,8;7;5;7;8;7,0;7;7;7,0;7;7;6,0;6;6;6,0;6;6,0;6;6;93;4,13;5,7;5;6;8;5;5;5,3;4,57;5,0;5;5;5;4,7;5;4;5;3,6;5;3;3;4;3;5,0;5;5;5;;;5,35;4,73;-0,62;è;6,32;6,39;0,07;â;4,58;4,13;-0,45;â;;;6;2;5;5;4;4;6,5;1;Aut.;;;5,56;3;Limited;4,73;4;Moderate autocracy;6,39;3;Limited;4,13;4;Weak;5,7;3;Moderate;4,57;4;Flawed
Timor-Leste;7;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Togo;3;92;4,57;74;5,00;8,0;8;9;9;6;4,8;5;2;6;6;4,3;4;4;4;5;3,0;3;3;5,0;4;5;n/a;6;106;4,14;2,0;2;4,5;4;4;5;5;6,5;7;6;5,0;5;5;3,0;3;3;5,0;5;3,0;3;3;67;4,95;6,6;8;7;3;10;7;4,9;5,35;4,7;4;5;5;4,3;4;6;3;5,4;6;6;5;5;5;7,0;7;7;7;;;4,68;5,00;0,32;â;3,82;4,14;0,32;â;4,70;4,95;0,25;â;;;5;2;6;6;4;5;7;2;Aut.;;;4,57;4;Very limited;5,00;4;Moderate autocracy;4,14;4;Very limited;4,95;3;Moderate;6,6;2;Substantial;5,35;3;Fair
Trinidad and Tobago;2;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Tunisia;4;81;4,98;100;3,85;7,8;8;9;7;7;3,0;3;2;4;3;3,5;3;4;3;4;2,0;2;2;3,0;2;3;n/a;4;52;6,11;5,0;5;5,8;6;5;7;5;7,0;7;7;6,0;6;6;6,5;6;7;7,0;7;5,5;5;6;87;4,34;4,9;5;7;3;5;4;5,4;4,90;3,7;4;4;3;5,3;5;7;4;4,3;6;2;6;3;n/a;6,3;6;6;7;;;3,78;3,85;0,07;â;6,18;6,11;-0,07;â;4,32;4,34;0,02;â;;;3;2;4;3;3;4;7,5;4;Aut.;;;4,98;4;Very limited;3,85;5;Hard-line autocracy;6,11;3;Limited;4,34;3;Moderate;4,9;3;Moderate;4,90;4;Flawed
Turkey;4;20;7,54;28;7,65;7,8;8;7;7;9;7,8;8;9;7;7;7,5;9;7;7;7;8,0;8;8;7,3;6;8;8;7;21;7,43;5,0;5;8,5;8;8;9;9;8,5;9;8;9,0;9;9;6,5;6;7;8,0;8;6,5;5;8;17;6,65;4,2;3;6;5;3;5;3,4;7,63;7,7;8;8;7;7,0;6;9;6;7,2;9;9;7;6;5;8,7;9;9;8;;;7,65;7,65;0,00;â;7,43;7,43;0,00;â;6,37;6,65;0,29;â;;;8;9;7;7;9;7;8,5;0;Dem.;;;7,54;2;Advanced;7,65;2;Defective democracy;7,43;2;Advanced;6,65;2;Good;4,2;4;Minor;7,63;2;Sound
Turkmenistan;6;116;3,54;121;2,83;7,8;9;7;9;6;1,5;2;2;1;1;2,3;2;3;3;1;1,0;1;1;1,7;1;2;n/a;2;101;4,25;4,0;4;2,3;3;2;2;2;5,0;4;6;3,0;3;3;3,5;4;3;8,0;8;4,0;3;5;119;2,20;5,3;5;10;3;6;2;6,;2,45;2,7;3;3;2;2,0;2;2;2;1,8;2;1;3;1;2;3,3;3;2;5;;;2,78;2,83;0,05;â;4,32;4,25;-0,07;â;2,28;2,20;-0,08;â;;;2;2;1;1;2;1;7,5;6;Aut.;;;3,54;5;Failed;2,83;5;Hard-line autocracy;4,25;4;Very limited;2,20;5;Failed;5,3;3;Moderate;2,45;5;Poor
Uganda;5;43;6,24;43;6,70;7,8;8;8;8;7;6,0;6;7;6;5;6,0;6;7;5;6;7,0;7;7;6,8;7;6;8;6;61;5,79;4,0;4;6,5;6;6;7;7;7,0;8;6;6,0;5;7;5,0;4;6;7,0;7;5,0;5;5;37;5,82;6,4;7;5;5;9;8;4,1;6,33;6,7;6;7;7;5,0;5;6;4;6,0;7;6;6;6;5;7,7;7;7;9;;;6,85;6,70;-0,15;â;5,82;5,79;-0,04;â;6,07;5,82;-0,25;â;;;6;7;6;5;6;6;7,5;0;Dem.;;;6,24;3;Limited;6,70;2;Defective democracy;5,79;3;Limited;5,82;2;Good;6,4;3;Moderate;6,33;2;Sound
Ukraine;6;54;5,96;60;6,10;8,8;9;9;9;8;6,0;7;6;5;6;5,0;5;5;4;6;5,5;6;5;5,3;4;5;6;6;60;5,82;5,0;5;6,3;6;6;7;6;6,0;7;5;6,0;6;6;6,0;6;6;6,0;6;5,5;5;6;76;4,64;4,2;5;5;3;7;1;4,1;5,33;5,7;5;6;6;4,0;4;5;3;5,0;7;5;5;4;4;6,7;6;6;8;;;7,00;6,10;-0,90;è;6,11;5,82;-0,29;â;4,94;4,64;-0,29;â;;;7;6;5;6;5;6;8,5;0;Dem.;;;5,96;3;Limited;6,10;2;Defective democracy;5,82;3;Limited;4,64;3;Moderate;4,2;4;Minor;5,33;3;Fair
United Arab Emirates;4;60;5,73;90;4,17;8,0;10;7;7;8;2,5;2;1;3;4;4,5;1;4;7;6;2,5;2;3;3,3;1;3;n/a;6;23;7,29;7,0;7;7,0;7;5;9;7;8,0;7;9;6,5;6;7;8,0;8;8;9,0;9;5,5;4;7;58;5,30;3,8;3;8;3;1;3;4,8;6,15;5,0;5;5;5;7,0;6;8;7;5,3;7;2;8;4;n/a;7,3;8;8;6;;;4,15;4,17;0,02;â;7,50;7,29;-0,21;â;5,42;5,30;-0,12;â;;;2;1;3;4;1;6;9;4;Aut.;;;5,73;3;Limited;4,17;4;Moderate autocracy;7,29;2;Advanced;5,30;3;Moderate;3,8;4;Minor;6,15;2;Sound
Uruguay;2;4;9,30;1;9,95;10,0;10;10;10;10;10,0;10;10;10;10;10,0;10;10;10;10;10,0;10;10;9,8;10;10;10;9;10;8,64;8,0;8;8,5;8;8;9;9;9,0;9;9;9,5;10;9;9,0;9;9;9,0;9;7,5;8;7;2;7,69;1,8;2;2;1;3;2;1,;9,40;9,3;10;9;9;8,7;8;9;9;9,6;10;10;9;10;9;10,0;10;10;10;;;9,90;9,95;0,05;â;8,61;8,64;0,04;â;7,56;7,69;0,14;â;;;10;10;10;10;10;10;10;0;Dem.;;;9,30;1;Highly advanced;9,95;1;Democracy in consolidation;8,64;1;Highly advanced;7,69;1;Very good;1,8;5;Negligible;9,40;1;Excellent
Uzbekistan;6;123;3,01;120;2,85;7,0;7;7;8;6;2,0;2;2;2;2;2,3;2;3;2;2;1,0;1;1;2,0;1;2;n/a;3;120;3,18;2,0;2;2,3;2;3;2;2;3,5;3;4;3,0;3;3;4,0;4;4;4,0;4;3,5;3;4;123;1,94;6,2;7;8;5;8;3;6,4;2,12;1,7;2;2;1;2,3;2;3;2;1,8;2;2;3;1;1;2,7;3;2;3;;;2,90;2,85;-0,05;â;3,61;3,18;-0,43;â;2,10;1,94;-0,16;â;;;2;2;2;2;2;2;6,5;6;Aut.;;;3,01;5;Failed;2,85;5;Hard-line autocracy;3,18;4;Very limited;1,94;5;Failed;6,2;3;Moderate;2,12;5;Poor
Venezuela;2;97;4,47;85;4,40;7,8;6;9;10;6;4,5;6;2;6;4;2,8;2;2;2;5;3,0;3;3;4,0;4;3;n/a;5;93;4,54;6,0;6;3,8;3;4;4;4;3,0;3;3;3,0;3;3;6,5;6;7;5,0;5;4,5;3;6;122;2,15;4,3;4;4;5;2;5;5,8;2,46;2,0;2;2;2;2,7;3;3;2;2,5;3;3;1;3;n/a;2,7;2;2;4;;;4,33;4,40;0,07;â;4,75;4,54;-0,21;â;2,19;2,15;-0,04;â;;;6;2;6;4;2;5;6;2;Aut.;;;4,47;4;Very limited;4,40;4;Moderate autocracy;4,54;4;Very limited;2,15;5;Failed;4,3;4;Minor;2,46;5;Poor
Vietnam;7;85;4,84;109;3,50;9,3;10;9;10;8;2,3;2;2;3;2;2,5;2;2;3;3;1,5;1;2;2,0;1;2;n/a;3;50;6,18;5,0;5;5,3;4;5;7;5;7,0;6;8;5,0;5;5;6,0;6;6;9,0;9;6,0;6;6;62;5,12;6,4;5;9;4;8;7;5,1;5,57;5,0;5;5;5;5,0;5;6;4;4,6;6;2;7;4;4;7,7;7;8;8;;;3,30;3,50;0,20;â;5,93;6,18;0,25;â;4,94;5,12;0,18;â;;;2;2;3;2;2;3;9;6;Aut.;;;4,84;4;Very limited;3,50;5;Hard-line autocracy;6,18;3;Limited;5,12;3;Moderate;6,4;3;Moderate;5,57;3;Fair
Yemen;4;108;3,85;104;3,70;4,8;5;6;4;4;3,8;5;2;5;3;4,0;4;4;4;4;2,0;2;2;4,0;4;4;n/a;4;110;4,00;2,0;2;4,5;5;3;6;4;6,0;6;6;5,0;4;6;3,0;3;3;4,0;4;3,5;4;3;103;3,66;7,8;9;6;7;8;10;6,6;3,85;2,7;3;2;3;3,0;3;3;3;3,4;5;2;2;3;5;6,3;4;6;9;;;4,23;3,70;-0,53;è;3,93;4,00;0,07;â;4,04;3,66;-0,38;â;;;5;2;5;3;4;4;4,5;3;Aut.;;;3,85;5;Failed;3,70;5;Hard-line autocracy;4,00;4;Very limited;3,66;4;Weak;7,8;2;Substantial;3,85;4;Flawed
Zambia;5;54;5,96;42;6,75;8,5;9;9;9;7;7,3;7;8;7;7;6,0;7;7;4;6;6,5;6;7;5,5;4;5;7;6;75;5,18;3,0;3;5,8;5;6;6;6;7,0;7;7;6,0;5;7;4,5;4;5;7,0;7;3,0;3;3;47;5,50;6,0;7;6;3;8;8;3,8;6,04;5,3;5;6;5;4,7;5;5;4;6,5;7;6;7;6;n/a;7,7;7;8;8;;;6,65;6,75;0,10;â;5,32;5,18;-0,14;â;5,69;5,50;-0,19;â;;;7;8;7;7;7;6;8;0;Dem.;;;5,96;3;Limited;6,75;2;Defective democracy;5,18;3;Limited;5,50;3;Moderate;6,0;3;Moderate;6,04;2;Sound
Zimbabwe;5;115;3,57;87;4,35;7,5;7;9;9;5;3,3;3;2;4;4;3,0;4;3;3;2;3,0;3;3;5,0;6;4;n/a;5;123;2,79;3,0;3;3,0;3;3;2;4;3,0;3;3;2,5;2;3;2,5;2;3;2,0;2;3,5;3;4;120;2,17;7,1;7;7;7;10;6;5,8;2,32;2,3;2;3;2;1,7;2;2;1;2,6;4;3;2;2;2;2,7;3;2;3;;;3,95;4,35;0,40;â;2,07;2,79;0,71;æ;1,50;2,17;0,67;æ;;;3;2;4;4;4;2;6;3;Aut.;;;3,57;5;Failed;4,35;4;Moderate autocracy;2,79;5;Rudimentary;2,17;5;Failed;7,1;2;Substantial;2,32;5;Poor
