"Regions:
1 | East-Central and Southeast Europe
2 | Latin America and the Caribbean
3 | West and Central Africa
4 | Middle East and North Africa
5 | Southern and Eastern Africa
6 | Post-Soviet Eurasia
7 | Asia and Oceania";  Region;  Ranking Status Index;  S | Status Index;  Ranking Democracy Status;  SI | Democracy Status;  Q1 | Stateness;  Q1.1 | Monopoly on the use of force;  Q1.2 | State identity;  Q1.3 | No interference of religious dogmas;  Q1.4 | Basic administration;  Q2 | Political Participation;  Q2.1 | Free and fair elections;  Q2.2 | Effective power to govern;  Q2.3 | Association / assembly rights;  Q2.4 | Freedom of expression;  Q3 | Rule of Law;  Q3.1 | Separation of powers;  Q3.2 | Independent judiciary;  Q3.3 | Prosecution of office abuse;  Q3.4 | Civil rights;  Q4 | Stability of Democratic Institutions;  Q4.1 | Performance of democratic institutions;  Q4.2 | Commitment to democratic institutions;  Q5 | Political and Social Integration;  Q5.1 | Party system;  Q5.2 | Interest groups;  Q5.3 | Approval of democracy;  Q5.4 | Social capital;  Ranking Economy Status;  SII | Economy Status;  Q6 | Level of Socioeconomic Development;  Q6.1 | Socioeconomic barriers;  Q7 | Organization of the Market and Competition;  Q7.1 | Market organization;  Q7.2 | Competition policy;  Q7.3 | Liberalization of foreign trade;  Q7.4 | Banking system;  Q8 | Monetary and Fiscal Stability;  Q8.1 | Monetary stability;  Q8.2 | Fiscal stability;  Q9 | Private Property;  Q9.1 | Property rights;  Q9.2 | Private enterprise;  Q10 | Welfare Regime;  Q10.1 | Social safety nets;  Q10.2 | Equal opportunity;  Q11 | Economic Performance;  Q11.1 | Output strength;  Q12 | Sustainability;  Q12.1 | Environmental policy;  Q12.2 | Education / R&D policy;  Ranking Governance Index;  G | Governance Index;  Q13 | Level of Difficulty;  Q13.1 | Structural constraints;  Q13.2 | Civil society traditions;  Q13.3 | Conflict intensity;  Q13.4 | GNI p.c. Atlas method rescaled;  Q13.5 | UN Educ. Index rescaled;  Q13.6 | BTI Stateness & Rule of Law;  GII | Governance Performance;  Q14 | Steering Capability;  Q14.1 | Prioritization;  Q14.2 | Implementation;  Q14.3 | Policy learning;  Q15 | Resource Efficiency;  Q15.1 | Efficient use of assets;  Q15.2 | Policy coordination;  Q15.3 | Anti-corruption policy;  Q16 | Consensus-Building;  Q16.1 | Consensus on goals;  Q16.2 | Anti-democratic actors;  Q16.3 | Cleavage / conflict management;  Q16.4 | Civil society participation;  Q16.5 | Reconciliation;  Q17 | International Cooperation;  Q17.1 | Effective use of support;  Q17.2 | Credibility;  Q17.3 | Regional cooperation;;  Trend;  Democracy Status 12;  Democracy Status 14;  Trend Democracy;;  Economy Status 12;  Economy Status 14;  Trend Economy;;  Governance Index 12;  Governance Index 14;  Trend Governance;;;  Political System;  Q2_1 | Free and fair elections;  Q2_2 | Effective power to govern;  Q2_3 | Association / assembly rights;  Q2_4 | Freedom of expression;  Q3_1 | Separation of powers;  Q3_4 | Civil rights;  State failure;  Total;  Democracy/Autocracy;;  Categories;  S | Status Index;  Category;  ;  SI | Democracy Status;  Category;  ;  SII | Economy Status;  Category;  ;  G | Governance Index;  Category;  ;  Q13 | Level of Difficulty;  Category;  ;  GII | Governance Performance;  Category;  
Rwanda;5;86;4,87;97;3,95;8,3;9;7;10;7;2,5;2;2;3;3;4,0;3;4;5;4;2,0;2;2;3,0;3;3;n/a;3;59;5,79;3,0;3;6,5;5;6;7;8;7,0;8;6;5,5;4;7;6,5;6;7;6,0;6;6,0;6;6;67;4,91;7,5;9;8;6;9;8;4,9;5,20;5,0;5;5;5;6,0;6;7;5;3,8;5;2;5;3;4;6,0;8;5;5;;;3,82;3,95;0,13;â;5,18;5,79;0,61;æ;4,92;4,91;-0,01;â;;;2;2;3;3;3;4;8;5;Aut.;;;4,87;4;Very limited;3,95;5;Hard-line autocracy;5,79;3;Limited;4,91;3;Moderate;7,5;2;Substantial;5,20;3;Fair
Saudi Arabia;4;101;4,31;124;2,73;5,5;7;6;2;7;1,5;1;1;2;2;3,0;1;4;4;3;1,0;1;1;2,7;1;3;n/a;4;53;5,89;4,0;4;6,8;6;4;9;8;7,0;8;6;7,0;7;7;5,0;7;3;7,0;7;4,5;4;5;103;3,93;4,6;4;9;4;1;3;6,8;4,47;4,3;4;4;5;5,0;4;6;5;3,2;4;2;3;3;4;5,3;5;5;6;;;2,77;2,73;-0,03;â;5,93;5,89;-0,04;â;4,02;3,93;-0,08;â;;;1;1;2;2;1;3;7;6;Aut.;;;4,31;4;Very limited;2,73;5;Hard-line autocracy;5,89;3;Limited;3,93;4;Weak;4,6;3;Moderate;4,47;4;Flawed
Senegal;3;51;6,00;36;7,12;7,3;7;9;7;6;8,5;8;8;9;9;6,5;6;7;6;7;8,0;7;9;5,3;4;5;n/a;7;82;4,89;2,0;2;5,3;4;6;6;5;7,0;8;6;6,5;7;6;4,5;4;5;5,0;5;4,0;5;3;24;6,25;6,4;7;4;5;9;9;4,1;6,80;6,0;6;6;6;5,7;5;7;5;7,2;8;8;7;7;6;8,3;8;8;9;;;6,50;7,12;0,62;æ;4,96;4,89;-0,07;â;5,57;6,25;0,68;æ;;;8;8;9;9;6;7;6,5;0;Dem.;;;6,00;3;Limited;7,12;2;Defective democracy;4,89;4;Very limited;6,25;2;Good;6,4;3;Moderate;6,80;2;Sound
Serbia;1;20;7,51;21;7,95;9,0;9;9;8;10;8,3;9;9;9;6;7,3;8;6;7;8;8,0;7;9;7,3;7;7;8;7;29;7,07;6,0;6;8,5;7;8;10;9;7,5;8;7;7,5;7;8;7,0;7;7;6,0;6;7,0;7;7;25;6,22;3,3;4;4;3;5;1;2,9;7,30;7,3;8;7;7;6,3;7;6;6;8,2;10;9;8;7;7;7,3;8;8;6;;;8,05;7,95;-0,10;â;6,96;7,07;0,11;â;6,06;6,22;0,16;â;;;9;9;9;6;8;8;9,5;0;Dem.;;;7,51;2;Advanced;7,95;2;Defective democracy;7,07;2;Advanced;6,22;2;Good;3,3;4;Minor;7,30;2;Sound
Sierra Leone;3;74;5,44;48;6,57;7,8;8;8;9;6;7,3;8;7;7;7;5,5;5;5;5;7;7,0;6;8;5,3;7;5;n/a;4;97;4,32;1,0;1;5,3;3;6;7;5;5,5;5;6;6,0;5;7;2,5;3;2;6,0;6;4,0;4;4;50;5,45;7,4;10;6;4;10;10;4,4;5,78;6,0;6;6;6;4,0;4;4;4;5,8;6;7;5;5;6;7,3;7;8;7;;;6,32;6,57;0,25;â;4,25;4,32;0,07;â;5,35;5,45;0,10;â;;;8;7;7;7;5;7;7;0;Dem.;;;5,44;4;Very limited;6,57;2;Defective democracy;4,32;4;Very limited;5,45;3;Moderate;7,4;2;Substantial;5,78;3;Fair
Singapore;7;24;7,22;68;5,55;10,0;10;10;10;10;3,3;5;2;3;3;6,0;4;5;9;6;2,5;3;2;6,0;8;5;n/a;5;6;8,89;9,0;9;9,8;10;9;10;10;9,0;9;9;8,5;9;8;8,0;8;8;9,0;9;9,0;8;10;35;5,98;2,3;1;6;2;1;1;3,;7,21;5,0;5;5;5;9,3;9;10;9;5,5;7;2;8;5;n/a;9,0;9;8;10;;;5,32;5,55;0,23;â;9,18;8,89;-0,29;â;5,94;5,98;0,04;â;;;5;2;3;3;4;6;10;4;Aut.;;;7,22;2;Advanced;5,55;4;Moderate autocracy;8,89;1;Highly advanced;5,98;2;Good;2,3;5;Negligible;7,21;2;Sound
Slovakia;1;9;8,79;10;9,05;9,8;10;9;10;10;9,8;10;10;10;9;8,5;9;8;8;9;9,0;8;10;8,3;7;9;9;8;10;8,54;9,0;9;9,3;9;9;10;9;9,0;9;9;9,0;9;9;8,5;9;8;8,0;8;7,0;7;7;7;7,09;1,8;1;3;3;1;1;1,9;8,67;8,0;8;8;8;8,0;8;9;7;9,0;10;10;8;9;8;9,7;9;10;10;;;9,00;9,05;0,05;â;8,75;8,54;-0,21;â;6,80;7,09;0,29;â;;;10;10;10;9;9;9;10;0;Dem.;;;8,79;1;Highly advanced;9,05;1;Democracy in consolidation;8,54;1;Highly advanced;7,09;1;Very good;1,8;5;Negligible;8,67;1;Excellent
Slovenia;1;6;9,11;6;9,30;9,8;10;10;9;10;9,8;10;10;10;9;9,0;10;9;8;9;9,5;9;10;8,5;8;9;8;9;5;8,93;10,0;10;9,0;9;9;10;8;9,5;10;9;9,0;9;9;9,5;10;9;7,0;7;8,5;9;8;22;6,30;1,3;1;1;2;1;1;1,6;7,82;7,3;8;7;7;7,3;7;8;7;8,6;10;10;7;8;8;8,0;8;8;8;;;9,65;9,30;-0,35;â;9,25;8,93;-0,32;â;6,57;6,30;-0,27;â;;;10;10;10;9;10;9;10;0;Dem.;;;9,11;1;Highly advanced;9,30;1;Democracy in consolidation;8,93;1;Highly advanced;6,30;2;Good;1,3;5;Negligible;7,82;2;Sound
Somalia;5;129;1,32;129;1,42;2,3;1;4;3;1;1,5;1;1;2;2;1,0;1;1;1;1;1,0;1;1;1,3;1;1;n/a;2;129;1,21;1,0;1;1,5;2;1;2;1;1,0;1;1;2,0;1;3;1,0;1;1;1,0;1;1,0;1;1;126;1,70;9,7;10;9;10;10;10;9,4;1,71;1,3;1;1;2;1,3;1;2;1;1,5;2;1;1;2;n/a;2,7;1;3;4;;;1,27;1,42;0,15;â;1,18;1,21;0,04;â;1,51;1,70;0,19;â;;;1;1;2;2;1;1;1;7;Aut.;;;1,32;5;Failed;1,42;5;Hard-line autocracy;1,21;5;Rudimentary;1,70;5;Failed;9,7;1;Massive;1,71;5;Poor
South Africa;5;28;7,13;29;7,50;7,8;7;8;9;7;8,0;8;8;8;8;7,3;7;9;6;7;7,0;7;7;7,5;8;8;8;6;34;6,75;5,0;5;8,3;8;8;8;9;7,5;8;7;7,5;8;7;6,5;6;7;6,0;6;6,5;7;6;31;6,09;4,1;7;3;5;4;2;3,5;7,02;7,3;8;7;7;5,3;5;6;5;7,4;8;8;7;6;8;8,0;8;8;8;;;7,75;7,50;-0,25;â;6,93;6,75;-0,18;â;6,12;6,09;-0,02;â;;;8;8;8;8;7;7;7;0;Dem.;;;7,13;2;Advanced;7,50;2;Defective democracy;6,75;3;Limited;6,09;2;Good;4,1;4;Minor;7,02;2;Sound
South Korea;7;11;8,66;12;8,60;10,0;10;10;10;10;8,8;10;10;8;7;8,3;9;9;7;8;8,5;8;9;7,5;7;8;8;7;7;8,71;9,0;9;8,5;9;8;9;8;8,5;9;8;9,0;10;8;8,0;8;8;9,0;9;9,0;8;10;10;6,92;2,1;1;6;2;1;1;1,9;8,38;7,7;9;7;7;8,0;8;9;7;8,2;10;10;8;6;7;9,7;10;10;9;;;8,70;8,60;-0,10;â;8,75;8,71;-0,04;â;7,05;6,92;-0,13;â;;;10;10;8;7;9;8;10;0;Dem.;;;8,66;1;Highly advanced;8,60;1;Democracy in consolidation;8,71;1;Highly advanced;6,92;2;Good;2,1;5;Negligible;8,38;1;Excellent
South Sudan;5;119;3,08;104;3,73;6,3;5;9;9;2;3,8;4;3;4;4;3,0;3;3;2;4;3,0;3;3;2,7;2;3;n/a;3;124;2,43;1,0;1;3,5;3;2;6;3;2,5;3;2;3,5;3;4;2,5;2;3;3,0;3;1,0;1;1;111;3,52;8,4;9;9;7;9;10;6,4;3,65;3,3;3;3;4;2,3;2;3;2;4,6;6;6;3;4;4;4,3;6;2;5;;;-;3,73;-;;-;2,43;-;;-;3,52;-;;;;4;3;4;4;3;4;3,5;3;Aut.;;;3,08;5;Failed;3,73;5;Hard-line autocracy;2,43;5;Rudimentary;3,52;4;Weak;8,4;2;Substantial;3,65;4;Flawed
Sri Lanka;7;67;5,57;83;4,57;7,3;9;6;7;7;4,3;5;3;5;4;3,0;3;3;3;3;3,0;3;3;5,3;6;5;n/a;5;36;6,57;6,0;6;7,5;8;7;8;7;6,5;7;6;7,5;7;8;5,5;6;5;8,0;8;5,0;5;5;88;4,24;5,3;6;4;6;7;3;5,9;4,73;4,3;4;4;5;4,3;4;5;4;3,6;4;4;5;3;2;6,7;6;6;8;;;4,88;4,57;-0,32;â;6,82;6,57;-0,25;â;4,69;4,24;-0,45;â;;;5;3;5;4;3;3;8;4;Aut.;;;5,57;3;Limited;4,57;4;Moderate autocracy;6,57;3;Limited;4,24;4;Weak;5,3;3;Moderate;4,73;4;Flawed
Sudan;4;124;2,58;126;2,45;3,0;3;3;3;3;3,0;3;2;4;3;2,3;3;3;2;1;1,0;1;1;3,0;3;3;n/a;3;122;2,71;2,0;2;3,5;3;3;5;3;3,0;2;4;3,5;3;4;1,5;1;2;3,0;3;2,5;2;3;123;2,11;8,6;9;6;10;8;10;8,4;2,18;2,0;2;2;2;2,0;2;2;2;2,4;3;3;2;2;2;2,3;2;2;3;;;2,87;2,45;-0,42;â;3,79;2,71;-1,07;ä;2,55;2,11;-0,44;â;;;3;2;4;3;3;1;3;5;Aut.;;;2,58;5;Failed;2,45;5;Hard-line autocracy;2,71;5;Rudimentary;2,11;5;Failed;8,6;1;Massive;2,18;5;Poor
Syria;4;126;2,18;128;2,03;4,3;2;6;7;2;1,8;2;1;2;2;1,5;2;2;1;1;1,0;1;1;1,7;1;2;n/a;2;125;2,32;2,0;2;2,3;2;2;2;3;1,5;1;2;3,5;3;4;2,5;2;3;2,0;2;2,5;2;3;128;1,36;7,7;7;7;10;8;6;8,1;1,43;1,0;1;1;1;2,0;2;3;1;1,4;1;1;1;1;3;1,3;1;1;2;;;3,18;2,03;-1,15;ä;4,61;2,32;-2,29;ä;3,17;1,36;-1,81;ä;;;2;1;2;2;2;1;2;7;Aut.;;;2,18;5;Failed;2,03;5;Hard-line autocracy;2,32;5;Rudimentary;1,36;5;Failed;7,7;2;Substantial;1,43;5;Poor
Taiwan;7;1;9,58;3;9,65;10,0;10;10;10;10;9,8;10;10;10;9;10,0;10;10;10;10;9,5;9;10;9,0;9;9;9;9;1;9,50;10,0;10;9,5;9;10;10;9;10,0;10;10;9,5;10;9;9,0;9;9;9,0;9;9,5;9;10;1;7,68;1,8;2;4;2;1;1;1,;9,38;9,3;9;10;9;9,0;9;9;9;9,2;10;10;9;9;8;10,0;10;10;10;;;9,65;9,65;0,00;â;9,43;9,50;0,07;â;7,72;7,68;-0,03;â;;;10;10;10;9;10;10;10;0;Dem.;;;9,58;1;Highly advanced;9,65;1;Democracy in consolidation;9,50;1;Highly advanced;7,68;1;Very good;1,8;5;Negligible;9,38;1;Excellent
Tajikistan;6;113;3,59;108;3,60;7,3;7;7;9;6;2,8;3;2;3;3;3,0;3;3;2;4;2,0;2;2;3,0;3;2;n/a;4;113;3,57;3,0;3;3,5;4;3;4;3;4,0;4;4;4,0;4;4;3,5;3;4;4,0;4;3,0;3;3;110;3,57;6,3;8;8;5;9;2;5,9;3,88;4,0;4;4;4;3,3;3;5;2;3,2;3;2;3;4;4;5,0;6;4;5;;;3,50;3,60;0,10;â;3,50;3,57;0,07;â;3,51;3,57;0,06;â;;;3;2;3;3;3;4;6,5;5;Aut.;;;3,59;5;Failed;3,60;5;Hard-line autocracy;3,57;4;Very limited;3,57;4;Weak;6,3;3;Moderate;3,88;4;Flawed
Tanzania;5;73;5,45;60;6,05;7,0;7;8;8;5;6,8;7;8;6;6;5,5;6;6;4;6;6,0;6;6;5,0;6;4;5;5;85;4,86;3,0;3;5,5;5;5;6;6;6,5;6;7;6,0;6;6;4,0;4;4;6,0;6;3,0;3;3;58;5,15;6,6;7;7;5;9;7;4,8;5,57;5,7;5;6;6;4,0;4;4;4;5,6;6;7;6;5;4;7,0;7;7;7;;;6,30;6,05;-0,25;â;4,89;4,86;-0,04;â;5,38;5,15;-0,24;â;;;7;8;6;6;6;6;6;0;Dem.;;;5,45;4;Very limited;6,05;2;Defective democracy;4,86;4;Very limited;5,15;3;Moderate;6,6;2;Substantial;5,57;3;Fair
Thailand;7;61;5,72;75;5,05;6,5;6;7;6;7;5,0;6;4;6;4;4,5;4;5;5;4;4,5;5;4;4,8;4;5;5;5;41;6,39;6,0;6;6,3;6;5;7;7;7,5;8;7;7,0;7;7;6,0;6;6;6,0;6;6,0;6;6;83;4,46;5,6;5;6;7;5;5;5,5;4,95;5,3;5;6;5;5,0;6;4;5;3,8;5;3;3;5;3;5,7;5;6;6;;;4,73;5,05;0,32;â;6,39;6,39;0,00;â;4,13;4,46;0,33;â;;;6;4;6;4;4;4;6,5;0;Dem.;;;5,72;3;Limited;5,05;3;Highly defective democracy;6,39;3;Limited;4,46;3;Moderate;5,6;3;Moderate;4,95;4;Flawed
Timor-Leste;7;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Togo;3;93;4,57;78;4,85;7,8;8;8;9;6;4,3;4;2;6;5;4,3;4;4;4;5;3,0;3;3;5,0;4;5;n/a;6;100;4,29;2,0;2;4,5;4;4;5;5;7,0;8;6;5,0;5;5;3,5;3;4;5,0;5;3,0;3;3;72;4,81;6,7;7;6;5;10;7;5,;5,20;4,3;4;4;5;5,0;5;6;4;4,8;5;5;5;5;4;6,7;7;6;7;;;5,00;4,85;-0,15;â;4,14;4,29;0,14;â;4,95;4,81;-0,14;â;;;4;2;6;5;4;5;7;2;Aut.;;;4,57;4;Very limited;4,85;4;Moderate autocracy;4,29;4;Very limited;4,81;3;Moderate;6,7;2;Substantial;5,20;3;Fair
Trinidad and Tobago;2;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Tunisia;4;60;5,74;64;5,80;7,3;7;9;6;7;7,3;8;8;7;6;5,0;6;5;4;5;4,5;4;5;5,0;4;6;5;5;62;5,68;5,0;5;5,8;6;5;7;5;6,0;6;6;6,0;6;6;6,0;6;6;6,0;6;5,0;4;6;77;4,58;5,6;6;7;6;6;4;4,9;5,07;5,0;6;4;5;4,7;4;6;4;4,6;5;4;5;5;4;6,0;6;5;7;;;3,85;5,80;1,95;ã;6,11;5,68;-0,43;â;4,34;4,58;0,24;â;;;8;8;7;6;6;5;7;0;Dem.;;;5,74;3;Limited;5,80;3;Highly defective democracy;5,68;3;Limited;4,58;3;Moderate;5,6;3;Moderate;5,07;3;Fair
Turkey;4;20;7,51;26;7,55;7,8;8;7;7;9;7,8;8;10;7;6;7,3;8;7;7;7;8,0;8;8;7,0;7;8;8;5;22;7,46;5,0;5;8,3;8;8;8;9;8,5;9;8;9,5;9;10;6,5;6;7;8,0;8;6,5;5;8;14;6,69;4,3;4;6;5;2;5;3,5;7,67;8,3;8;9;8;7,0;6;9;6;7,0;9;9;7;5;5;8,3;9;9;7;;;7,65;7,55;-0,10;â;7,43;7,46;0,04;â;6,65;6,69;0,03;â;;;8;10;7;6;8;7;8,5;0;Dem.;;;7,51;2;Advanced;7,55;2;Defective democracy;7,46;2;Advanced;6,69;2;Good;4,3;4;Minor;7,67;2;Sound
Turkmenistan;6;115;3,45;123;2,78;7,8;9;7;9;6;1,3;1;2;1;1;2,3;2;3;3;1;1,0;1;1;1,7;1;2;n/a;2;104;4,11;4,0;4;2,3;3;2;2;2;5,0;4;6;3,0;3;3;3,5;4;3;7,0;7;4,0;3;5;122;2,19;5,2;5;10;3;5;2;6,;2,45;2,7;3;3;2;2,0;2;2;2;1,8;2;1;3;1;2;3,3;3;2;5;;;2,83;2,78;-0,05;â;4,25;4,11;-0,14;â;2,20;2,19;-0,01;â;;;1;2;1;1;2;1;7,5;6;Aut.;;;3,45;5;Failed;2,78;5;Hard-line autocracy;4,11;4;Very limited;2,19;5;Failed;5,2;3;Moderate;2,45;5;Poor
Uganda;5;46;6,27;39;6,90;7,8;8;8;8;7;6,0;6;7;5;6;6,3;6;7;5;7;7,5;7;8;7,0;7;7;8;6;64;5,64;3,0;3;6,5;6;6;7;7;7,5;8;7;6,5;5;8;5,0;4;6;6,0;6;5,0;5;5;38;5,86;6,3;7;5;6;9;7;4,;6,38;7,0;7;7;7;5,3;5;7;4;6,2;7;6;7;6;5;7,0;7;6;8;;;6,70;6,90;0,20;â;5,79;5,64;-0,14;â;5,82;5,86;0,04;â;;;6;7;5;6;6;7;7,5;0;Dem.;;;6,27;3;Limited;6,90;2;Defective democracy;5,64;3;Limited;5,86;2;Good;6,3;3;Moderate;6,38;2;Sound
Ukraine;6;57;5,89;58;6,10;8,8;9;9;9;8;6,0;6;6;6;6;5,0;5;5;4;6;5,5;6;5;5,3;4;5;6;6;62;5,68;6,0;6;6,3;6;6;7;6;5,5;6;5;5,5;5;6;6,0;6;6;5,0;5;5,5;5;6;87;4,26;4,0;5;5;3;6;1;4,1;4,92;4,7;4;5;5;4,0;4;5;3;5,0;7;5;5;4;4;6,0;5;5;8;;;6,10;6,10;0,00;â;5,82;5,68;-0,14;â;4,64;4,26;-0,38;â;;;6;6;6;6;5;6;8,5;0;Dem.;;;5,89;3;Limited;6,10;2;Defective democracy;5,68;3;Limited;4,26;4;Weak;4,0;4;Minor;4,92;4;Flawed
United Arab Emirates;4;53;5,96;97;3,95;7,8;9;7;6;9;2,3;2;1;3;3;4,3;2;3;7;5;2,5;2;3;3,0;1;2;n/a;6;16;7,96;8,0;8;7,3;7;6;9;7;9,0;8;10;7,0;6;8;8,0;9;7;10,0;10;6,5;5;8;55;5,23;3,7;3;9;2;1;2;5,;6,08;5,0;5;5;5;7,3;6;9;7;4,0;7;1;6;2;n/a;8,0;8;8;8;;;4,17;3,95;-0,22;â;7,29;7,96;0,68;æ;5,30;5,23;-0,07;â;;;2;1;3;3;2;5;9;5;Aut.;;;5,96;3;Limited;3,95;5;Hard-line autocracy;7,96;2;Advanced;5,23;3;Moderate;3,7;4;Minor;6,08;2;Sound
Uruguay;2;4;9,33;1;9,95;10,0;10;10;10;10;10,0;10;10;10;10;10,0;10;10;10;10;10,0;10;10;9,8;10;10;10;9;7;8,71;8,0;8;8,5;8;8;9;9;9,5;9;10;9,5;10;9;9,0;9;9;9,0;9;7,5;8;7;2;7,49;1,5;2;2;1;2;1;1,;9,23;9,0;9;9;9;8,3;8;8;9;9,6;10;10;9;10;9;10,0;10;10;10;;;9,95;9,95;0,00;â;8,64;8,71;0,07;â;7,69;7,49;-0,20;â;;;10;10;10;10;10;10;10;0;Dem.;;;9,33;1;Highly advanced;9,95;1;Democracy in consolidation;8,71;1;Highly advanced;7,49;1;Very good;1,5;5;Negligible;9,23;1;Excellent
Uzbekistan;6;118;3,09;122;2,85;7,3;7;7;9;6;1,8;1;2;2;2;2,3;2;3;2;2;1,0;1;1;2,0;1;2;n/a;3;116;3,32;3,0;3;2,3;2;3;2;2;3,5;3;4;3,0;3;3;4,0;4;4;4,0;4;3,5;3;4;125;1,78;6,0;7;8;5;8;2;6,3;1,95;1,7;2;2;1;2,0;2;2;2;1,8;2;2;3;1;1;2,3;2;2;3;;;2,85;2,85;0,00;â;3,18;3,32;0,14;â;1,94;1,78;-0,16;â;;;1;2;2;2;2;2;6,5;6;Aut.;;;3,09;5;Failed;2,85;5;Hard-line autocracy;3,32;4;Very limited;1,78;5;Failed;6,0;3;Moderate;1,95;5;Poor
Venezuela;2;92;4,60;85;4,52;7,8;6;9;10;6;4,3;6;2;5;4;3,3;3;2;3;5;3,0;3;3;4,3;4;4;n/a;5;90;4,68;6,0;6;3,8;3;3;4;5;3,5;3;4;3,5;3;4;6,5;6;7;5,0;5;4,5;3;6;121;2,52;3,9;4;4;5;2;3;5,5;2,92;2,3;3;3;1;3,0;3;4;2;3,0;3;3;3;3;n/a;3,3;3;2;5;;;4,40;4,52;0,12;â;4,54;4,68;0,14;â;2,15;2,52;0,38;â;;;6;2;5;4;3;5;6;2;Aut.;;;4,60;4;Very limited;4,52;4;Moderate autocracy;4,68;4;Very limited;2,52;5;Failed;3,9;4;Minor;2,92;5;Poor
Vietnam;7;89;4,69;109;3,57;9,3;10;9;10;8;2,3;2;2;3;2;2,5;2;2;3;3;1,5;1;2;2,3;1;3;n/a;3;57;5,82;5,0;5;5,3;4;6;7;4;6,5;6;7;4,5;4;5;6,5;6;7;7,0;7;6,0;6;6;60;5,03;6,0;5;9;3;8;6;5,1;5,52;5,0;5;5;5;5,0;5;6;4;4,4;6;2;7;3;4;7,7;7;8;8;;;3,50;3,57;0,07;â;6,18;5,82;-0,36;â;5,12;5,03;-0,09;â;;;2;2;3;2;2;3;9;6;Aut.;;;4,69;4;Very limited;3,57;5;Hard-line autocracy;5,82;3;Limited;5,03;3;Moderate;6,0;3;Moderate;5,52;3;Fair
Yemen;4;119;3,08;116;3,27;3,5;4;4;3;3;4,3;4;2;7;4;3,3;3;4;3;3;2,0;2;2;3,3;4;4;n/a;2;121;2,89;1,0;1;4,3;4;3;6;4;3,0;2;4;4,5;3;6;2,5;2;3;2,0;2;3,0;3;3;82;4,50;8,3;9;6;9;8;10;7,6;4,68;3,7;4;3;4;3,3;3;3;4;4,4;5;2;4;5;6;7,3;6;7;9;;;3,70;3,27;-0,43;â;4,00;2,89;-1,11;ä;3,66;4,50;0,84;æ;;;4;2;7;4;3;3;3,5;4;Aut.;;;3,08;5;Failed;3,27;5;Hard-line autocracy;2,89;5;Rudimentary;4,50;3;Moderate;8,3;2;Substantial;4,68;4;Flawed
Zambia;5;56;5,90;54;6,40;8,3;9;8;9;7;7,0;7;8;6;7;5,5;6;7;4;5;6,0;6;6;5,3;4;5;6;6;73;5,39;3,0;3;6,3;5;6;6;8;7,5;8;7;6,0;5;7;4,5;4;5;7,0;7;3,5;3;4;46;5,53;6,0;7;6;4;8;7;4,1;6,06;6,0;6;7;5;4,7;5;5;4;6,3;6;6;7;6;n/a;7,3;7;8;7;;;6,75;6,40;-0,35;â;5,18;5,39;0,21;â;5,50;5,53;0,03;â;;;7;8;6;7;6;5;8;0;Dem.;;;5,90;3;Limited;6,40;2;Defective democracy;5,39;3;Limited;5,53;3;Moderate;6,0;3;Moderate;6,06;2;Sound
Zimbabwe;5;108;3,91;88;4,38;7,3;8;7;9;5;3,5;3;2;5;4;3,5;4;4;3;3;3,0;3;3;4,7;6;4;n/a;4;114;3,43;3,0;3;4,0;3;4;4;5;5,0;6;4;2,5;2;3;3,0;3;3;3,0;3;3,5;3;4;116;3,21;6,6;7;6;7;9;5;5,6;3,47;3,3;3;3;4;3,3;4;3;3;3,2;4;4;2;3;3;4,0;4;4;4;;;4,35;4,38;0,03;â;2,79;3,43;0,64;æ;2,17;3,21;1,04;ã;;;3;2;5;4;4;3;6,5;3;Aut.;;;3,91;5;Failed;4,38;4;Moderate autocracy;3,43;4;Very limited;3,21;4;Weak;6,6;2;Substantial;3,47;4;Flawed
