"Regions:
1 | East-Central and Southeast Europe
2 | Latin America and the Caribbean
3 | West and Central Africa
4 | Middle East and North Africa
5 | Southern and Eastern Africa
6 | Post-Soviet Eurasia
7 | Asia and Oceania";  Region;  Ranking Status Index;  S | Status Index;  Ranking Democracy Status;  SI | Democracy Status;  Q1 | Stateness;  Q1.1 | Monopoly on the use of force;  Q1.2 | State identity;  Q1.3 | No interference of religious dogmas;  Q1.4 | Basic administration;  Q2 | Political Participation;  Q2.1 | Free and fair elections;  Q2.2 | Effective power to govern;  Q2.3 | Association / assembly rights;  Q2.4 | Freedom of expression;  Q3 | Rule of Law;  Q3.1 | Separation of powers;  Q3.2 | Independent judiciary;  Q3.3 | Prosecution of office abuse;  Q3.4 | Civil rights;  Q4 | Stability of Democratic Institutions;  Q4.1 | Performance of democratic institutions;  Q4.2 | Commitment to democratic institutions;  Q5 | Political and Social Integration;  Q5.1 | Party system;  Q5.2 | Interest groups;  Q5.3 | Approval of democracy;  Q5.4 | Social capital;  Ranking Economy Status;  SII | Economy Status;  Q6 | Level of Socioeconomic Development;  Q6.1 | Socioeconomic barriers;  Q7 | Organization of the Market and Competition;  Q7.1 | Market organization;  Q7.2 | Competition policy;  Q7.3 | Liberalization of foreign trade;  Q7.4 | Banking system;  Q8 | Monetary and Fiscal Stability;  Q8.1 | Monetary stability;  Q8.2 | Fiscal stability;  Q9 | Private Property;  Q9.1 | Property rights;  Q9.2 | Private enterprise;  Q10 | Welfare Regime;  Q10.1 | Social safety nets;  Q10.2 | Equal opportunity;  Q11 | Economic Performance;  Q11.1 | Output strength;  Q12 | Sustainability;  Q12.1 | Environmental policy;  Q12.2 | Education / R&D policy;  Ranking Governance Index;  G | Governance Index;  Q13 | Level of Difficulty;  Q13.1 | Structural constraints;  Q13.2 | Civil society traditions;  Q13.3 | Conflict intensity;  Q13.4 | GNI p.c. Atlas method rescaled;  Q13.5 | UN Educ. Index rescaled;  Q13.6 | BTI Stateness & Rule of Law;  GII | Governance Performance;  Q14 | Steering Capability;  Q14.1 | Prioritization;  Q14.2 | Implementation;  Q14.3 | Policy learning;  Q15 | Resource Efficiency;  Q15.1 | Efficient use of assets;  Q15.2 | Policy coordination;  Q15.3 | Anti-corruption policy;  Q16 | Consensus-Building;  Q16.1 | Consensus on goals;  Q16.2 | Anti-democratic actors;  Q16.3 | Cleavage / conflict management;  Q16.4 | Civil society participation;  Q16.5 | Reconciliation;  Q17 | International Cooperation;  Q17.1 | Effective use of support;  Q17.2 | Credibility;  Q17.3 | Regional cooperation;;  Trend;  Democracy Status 16;  Democracy Status 18;  Trend Democracy;;  Economy Status 16;  Economy Status 18;  Trend Economy;;  Governance Index 16;  Governance Index 18;  Trend Governance;;;  Political System;  Q2_1 | Free and fair elections;  Q2_2 | Effective power to govern;  Q2_3 | Association / assembly rights;  Q2_4 | Freedom of expression;  Q3_1 | Separation of powers;  Q3_4 | Civil rights;  State failure;  Total;  Democracy/Autocracy;;  Categories;  S | Status Index;  Category;  ;  SI | Democracy Status;  Category;  ;  SII | Economy Status;  Category;  ;  G | Governance Index;  Category;  ;  Q13 | Level of Difficulty;  Category;  ;  GII | Governance Performance;  Category;  
Rwanda;5;85;4,80;91;3,88;8,5;9;8;10;7;2,5;2;2;3;3;3,8;3;4;5;3;2,0;2;2;2,7;3;2;n/a;3;60;5,71;3,0;3;6,5;5;6;7;8;7,0;8;6;5,5;4;7;6,0;6;6;6,0;6;6,0;6;6;54;5,20;7,3;8;9;6;9;7;4,9;5,53;5,0;5;5;5;6,3;6;7;6;3,8;5;2;5;3;4;7,0;8;6;7;;;3,83;3,88;0,05;�;5,82;5,71;-0,11;�;5,10;5,20;0,10;�;;;2;2;3;3;3;3;8;6;Aut.;;;4,80;4;Very limited;3,88;5;Hard-line autocracy;5,71;3;Limited;5,20;3;Moderate;7,3;2;Substantial;5,53;3;Fair
Saudi Arabia;4;97;4,27;123;2,57;5,8;8;6;2;7;1,5;1;1;2;2;2,3;1;2;4;2;1,0;1;1;2,3;1;3;n/a;3;53;5,96;5,0;5;7,3;6;5;9;9;7,0;8;6;6,5;6;7;5,0;7;3;7,0;7;4,0;3;5;98;3,80;4,5;4;10;4;1;1;7,;4,33;4,3;4;4;5;5,3;5;6;5;3,0;5;1;3;2;4;4,7;5;3;6;;;2,52;2,57;0,05;�;6,00;5,96;-0,04;�;3,82;3,80;-0,02;�;;;1;1;2;2;1;2;7,5;6;Aut.;;;4,27;4;Very limited;2,57;5;Hard-line autocracy;5,96;3;Limited;3,80;4;Weak;4,5;3;Moderate;4,33;4;Flawed
Senegal;3;50;6,18;33;7,10;7,0;7;9;6;6;8,0;8;8;8;8;6,3;6;6;6;7;8,0;7;9;6,3;4;5;9;7;74;5,25;2,0;2;5,8;5;6;6;6;7,0;8;6;7,0;7;7;5,0;5;5;6,0;6;4,0;5;3;11;6,70;6,4;7;5;4;9;9;4,4;7,28;6,7;7;7;6;6,0;6;7;5;7,8;9;9;8;7;6;8,7;9;8;9;;;7,15;7,10;-0,05;�;5,07;5,25;0,18;�;6,65;6,70;0,05;�;;;8;8;8;8;6;7;6,5;0;Dem.;;;6,18;3;Limited;7,10;2;Defective democracy;5,25;3;Limited;6,70;2;Good;6,4;3;Moderate;7,28;2;Sound
Serbia;1;19;7,40;22;7,70;9,0;9;9;8;10;8,3;8;9;9;7;6,8;7;6;6;8;7,5;7;8;7,0;7;7;7;7;24;7,11;6,0;6;8,3;7;8;9;9;8,0;8;8;7,5;7;8;7,0;7;7;6,0;6;7,0;7;7;21;6,06;3,5;5;4;3;5;1;3,1;7,08;7,0;7;7;7;6,7;7;7;6;7,0;8;7;7;7;6;7,7;8;8;7;;;7,85;7,70;-0,15;�;7,00;7,11;0,11;�;6,38;6,06;-0,32;�;;;8;9;9;7;7;8;9,5;0;Dem.;;;7,40;2;Advanced;7,70;2;Defective democracy;7,11;2;Advanced;6,06;2;Good;3,5;4;Minor;7,08;2;Sound
Sierra Leone;3;74;5,15;55;6,15;7,5;8;8;9;5;6,8;8;7;6;6;4,8;4;5;4;6;6,5;6;7;5,3;6;5;6;4;101;4,14;1,0;1;5,0;3;5;7;5;5,5;5;6;6,0;5;7;3,0;3;3;5,0;5;3,5;4;3;67;4,93;7,0;10;6;4;9;8;4,9;5,28;4,7;4;5;5;4,0;4;4;4;5,8;6;7;5;5;6;6,7;7;6;7;;;6,42;6,15;-0,27;�;4,32;4,14;-0,18;�;5,35;4,93;-0,42;�;;;8;7;6;6;4;6;6,5;0;Dem.;;;5,15;4;Very limited;6,15;2;Defective democracy;4,14;4;Very limited;4,93;3;Moderate;7,0;2;Substantial;5,28;3;Fair
Singapore;7;24;7,15;69;5,42;10,0;10;10;10;10;3,5;5;3;3;3;5,8;3;5;9;6;2,5;3;2;5,3;7;4;n/a;5;6;8,89;9,0;9;9,8;10;9;10;10;9,5;10;9;9,0;10;8;8,0;8;8;8,0;8;9,0;8;10;30;5,95;2,5;1;6;3;1;1;3,1;7,13;5,0;5;5;5;9,3;9;10;9;5,2;7;2;8;5;4;9,0;8;9;10;;;5,37;5,42;0,05;�;8,96;8,89;-0,07;�;5,96;5,95;-0,01;�;;;5;3;3;3;3;6;10;5;Aut.;;;7,15;2;Advanced;5,42;4;Moderate autocracy;8,89;1;Highly advanced;5,95;2;Good;2,5;4;Minor;7,13;2;Sound
Slovakia;1;9;8,59;10;8,60;9,5;10;9;9;10;9,8;10;10;10;9;8,0;8;8;7;9;8,0;8;8;7,8;6;9;8;8;10;8,57;9,0;9;9,5;9;9;10;10;9,5;10;9;9,0;9;9;8,5;9;8;8,0;8;6,5;7;6;11;6,70;1,7;1;2;3;1;1;2,3;8,22;8,0;8;8;8;7,7;8;8;7;8,2;8;9;7;9;8;9,0;9;9;9;;;8,85;8,60;-0,25;�;8,64;8,57;-0,07;�;6,96;6,70;-0,25;�;;;10;10;10;9;8;9;10;0;Dem.;;;8,59;1;Highly advanced;8,60;1;Democracy in consolidation;8,57;1;Highly advanced;6,70;2;Good;1,7;5;Negligible;8,22;1;Excellent
Slovenia;1;6;9,18;6;9,25;9,5;10;10;8;10;9,5;10;10;10;8;9,3;10;9;9;9;10,0;10;10;8,0;7;9;7;9;4;9,11;10,0;10;9,3;9;9;10;9;9,5;10;9;9,0;9;9;9,0;9;9;8,0;8;9,0;10;8;10;6,78;1,3;1;1;2;1;1;1,6;8,42;7,7;8;8;7;8,0;8;8;8;9,0;10;10;8;8;9;9,0;9;9;9;;;9,20;9,25;0,05;�;8,82;9,11;0,29;�;6,47;6,78;0,31;�;;;10;10;10;8;10;9;10;0;Dem.;;;9,18;1;Highly advanced;9,25;1;Democracy in consolidation;9,11;1;Highly advanced;6,78;2;Good;1,3;5;Negligible;8,42;1;Excellent
Somalia;5;129;1,34;129;1,43;2,0;1;3;3;1;1,5;1;1;2;2;1,0;1;1;1;1;1,0;1;1;1,7;1;1;n/a;3;129;1,25;1,0;1;1,8;2;1;2;2;1,0;1;1;2,0;1;3;1,0;1;1;1,0;1;1,0;1;1;123;2,25;9,4;10;8;9;10;10;9,5;2,28;1,7;2;1;2;1,0;1;1;1;2,8;3;3;2;2;4;3,7;3;4;4;;;1,50;1,43;-0,07;�;1,25;1,25;0,00;�;2,08;2,25;0,17;�;;;1;1;2;2;1;1;1;7;Aut.;;;1,34;5;Failed;1,43;5;Hard-line autocracy;1,25;5;Rudimentary;2,25;5;Failed;9,4;1;Massive;2,28;5;Poor
South Africa;5;26;6,96;24;7,60;8,0;8;8;9;7;7,5;8;8;7;7;7,5;7;9;6;8;8,0;8;8;7,0;7;8;7;6;40;6,32;4,0;4;8,3;8;8;8;9;7,0;7;7;7,0;7;7;6,0;6;6;6,0;6;6,0;7;5;28;5,96;3,9;6;3;4;5;2;3,3;6,90;6,7;7;6;7;5,7;5;7;5;7,6;8;9;7;6;8;7,7;8;8;7;;;7,60;7,60;0,00;�;6,50;6,32;-0,18;�;6,14;5,96;-0,18;�;;;8;8;7;7;7;8;7,5;0;Dem.;;;6,96;3;Limited;7,60;2;Defective democracy;6,32;3;Limited;5,96;2;Good;3,9;4;Minor;6,90;2;Sound
South Korea;7;11;8,55;13;8,45;10,0;10;10;10;10;8,3;9;10;7;7;8,3;9;9;7;8;8,5;8;9;7,3;6;8;8;7;7;8,64;9,0;9;8,5;9;8;9;8;9,0;9;9;9,0;10;8;7,5;8;7;9,0;9;8,5;7;10;15;6,51;2,1;1;5;3;1;1;1,9;7,88;7,0;8;6;7;7,3;8;8;6;8,2;10;10;8;6;7;9,0;10;9;8;;;8,50;8,45;-0,05;�;8,64;8,64;0,00;�;6,89;6,51;-0,38;�;;;9;10;7;7;9;8;10;0;Dem.;;;8,55;1;Highly advanced;8,45;1;Democracy in consolidation;8,64;1;Highly advanced;6,51;2;Good;2,1;5;Negligible;7,88;2;Sound
South Sudan;5;124;2,27;121;2,62;5,0;3;6;9;2;2,0;1;1;3;3;2,3;2;3;2;2;1,5;2;1;2,3;2;3;n/a;2;124;1,93;1,0;1;2,5;2;2;3;3;2,5;3;2;3,0;3;3;2,5;2;3;1,0;1;1,0;1;1;121;2,30;9,1;10;8;10;9;10;7,4;2,35;2,0;2;2;2;2,0;2;2;2;2,4;4;2;1;3;2;3,0;3;2;4;;;3,28;2,62;-0,67;�;2,36;1,93;-0,43;�;2,99;2,30;-0,69;�;;;1;1;3;3;2;2;2,5;7;Aut.;;;2,27;5;Failed;2,62;5;Hard-line autocracy;1,93;5;Rudimentary;2,30;5;Failed;9,1;1;Massive;2,35;5;Poor
Sri Lanka;7;33;6,61;41;6,55;7,3;9;6;7;7;7,3;8;7;7;7;6,0;7;7;5;5;6,0;6;6;6,3;6;7;7;5;32;6,68;6,0;6;6,8;7;6;7;7;7,0;8;6;7,5;7;8;6,5;7;6;8,0;8;5,0;4;6;43;5,60;4,6;6;5;5;6;1;4,4;6,37;5,7;6;5;6;5,3;5;6;5;6,8;7;7;7;7;6;7,7;7;7;9;;;4,67;6,55;1,88;�;6,50;6,68;0,18;�;4,55;5,60;1,05;�;;;8;7;7;7;7;5;8;0;Dem.;;;6,61;3;Limited;6,55;2;Defective democracy;6,68;3;Limited;5,60;2;Good;4,6;3;Moderate;6,37;2;Sound
Sudan;4;123;2,28;125;2,23;3,3;4;3;3;3;2,5;2;2;3;3;1,8;2;2;2;1;1,0;1;1;2,7;3;2;n/a;3;123;2,32;2,0;2;2,8;2;3;4;2;2,5;2;3;3,5;3;4;1,5;1;2;2,0;2;2,0;2;2;124;1,97;8,6;9;7;9;8;10;8,5;2,03;2,0;2;2;2;2,0;2;2;2;1,8;2;2;2;2;1;2,3;2;2;3;;;2,48;2,23;-0,25;�;2,39;2,32;-0,07;�;2,02;1,97;-0,05;�;;;2;2;3;3;2;1;3,5;6;Aut.;;;2,28;5;Failed;2,23;5;Hard-line autocracy;2,32;5;Rudimentary;1,97;5;Failed;8,6;1;Massive;2,03;5;Poor
Syria;4;128;1,57;128;1,75;2,5;1;3;4;2;1,8;2;1;2;2;1,5;2;2;1;1;1,0;1;1;2,0;2;2;n/a;2;128;1,39;1,0;1;1,8;2;2;1;2;1,5;1;2;2,0;2;2;1,0;1;1;1,0;1;1,5;2;1;128;1,13;8,7;10;7;10;8;8;9,;1,17;1,0;1;1;1;1,7;1;3;1;1,0;1;1;1;1;1;1,0;1;1;1;;;1,70;1,75;0,05;�;1,89;1,39;-0,50;�;1,20;1,13;-0,07;�;;;2;1;2;2;2;1;1,5;7;Aut.;;;1,57;5;Failed;1,75;5;Hard-line autocracy;1,39;5;Rudimentary;1,13;5;Failed;8,7;1;Massive;1,17;5;Poor
Taiwan;7;3;9,42;3;9,55;10,0;10;10;10;10;9,8;10;10;10;9;10,0;10;10;10;10;9,5;9;10;8,5;9;9;7;9;2;9,29;9,0;9;9,5;9;10;10;9;10,0;10;10;10,0;10;10;9,0;9;9;8,0;8;9,5;9;10;3;7,33;1,7;2;3;2;1;1;1,;9,00;8,3;8;8;9;8,7;9;8;9;9,0;10;10;8;9;8;10,0;10;10;10;;;9,55;9,55;0,00;�;9,50;9,29;-0,21;�;7,48;7,33;-0,14;�;;;10;10;10;9;10;10;10;0;Dem.;;;9,42;1;Highly advanced;9,55;1;Democracy in consolidation;9,29;1;Highly advanced;7,33;1;Very good;1,7;5;Negligible;9,00;1;Excellent
Tajikistan;6;115;3,31;117;2,98;7,5;9;7;8;6;1,8;1;2;2;2;2,0;2;2;2;2;1,0;1;1;2,7;2;2;n/a;4;109;3,64;3,0;3;3,5;4;3;4;3;4,5;4;5;3,0;3;3;4,5;4;5;4,0;4;3,0;3;3;111;3,31;6,5;8;9;5;8;3;6,3;3,58;4,3;5;4;4;3,3;3;5;2;2,0;2;2;2;2;2;4,7;6;3;5;;;3,55;2,98;-0,57;�;3,64;3,64;0,00;�;3,27;3,31;0,04;�;;;1;2;2;2;2;2;7,5;6;Aut.;;;3,31;5;Failed;2,98;5;Hard-line autocracy;3,64;4;Very limited;3,31;4;Weak;6,5;2;Substantial;3,58;4;Flawed
Tanzania;5;64;5,51;57;6,10;7,0;8;7;8;5;6,5;6;8;6;6;5,5;6;6;4;6;6,0;6;6;5,5;6;5;6;5;81;4,93;3,0;3;5,5;5;5;6;6;7,0;7;7;6,0;6;6;4,0;4;4;6,0;6;3,0;3;3;63;5,07;6,6;7;7;5;9;7;4,8;5,48;5,7;5;6;6;4,0;4;4;4;5,6;5;7;6;5;5;6,7;7;6;7;;;6,15;6,10;-0,05;�;5,00;4,93;-0,07;�;5,14;5,07;-0,06;�;;;6;8;6;6;6;6;6,5;0;Dem.;;;5,51;3;Limited;6,10;2;Defective democracy;4,93;4;Very limited;5,07;3;Moderate;6,6;2;Substantial;5,48;3;Fair
Thailand;7;87;4,71;110;3,25;6,8;7;7;6;7;1,5;1;1;2;2;3,0;2;3;4;3;1,0;1;1;4,0;3;4;n/a;5;43;6,18;6,0;6;6,3;5;5;7;8;8,0;8;8;7,0;7;7;5,0;6;4;5,0;5;6,0;6;6;95;3,89;5,5;6;6;7;5;3;6,1;4,32;4,3;4;5;4;4,7;5;4;5;2,6;4;2;2;3;2;5,7;5;6;6;;;3,30;3,25;-0,05;�;6,29;6,18;-0,11;�;3,93;3,89;-0,04;�;;;1;1;2;2;2;3;7;6;Aut.;;;4,71;4;Very limited;3,25;5;Hard-line autocracy;6,18;3;Limited;3,89;4;Weak;5,5;3;Moderate;4,32;4;Flawed
Timor-Leste;7;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Togo;3;84;4,89;73;5,07;8,0;9;8;9;6;4,8;5;3;6;5;4,3;4;4;4;5;3,0;3;3;5,3;4;6;n/a;6;88;4,71;2,0;2;5,0;4;5;6;5;7,5;8;7;5,0;5;5;3,5;3;4;6,0;6;4,0;4;4;62;5,10;6,0;7;5;4;9;6;4,9;5,60;5,0;5;5;5;4,7;5;5;4;5,4;6;6;5;5;5;7,3;7;7;8;;;4,80;5,07;0,27;�;4,61;4,71;0,11;�;4,84;5,10;0,26;�;;;5;3;6;5;4;5;7,5;2;Aut.;;;4,89;4;Very limited;5,07;4;Moderate autocracy;4,71;4;Very limited;5,10;3;Moderate;6,0;3;Moderate;5,60;3;Fair
Trinidad and Tobago;2;?;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;?;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;-;-;-;;-;-;-;;-;-;-;;;;-;-;-;-;-;-;-;-;;;;-;-;;-;-;;-;-;;-;-;;-;-;;-;-;
Tunisia;4;44;6,27;43;6,50;7,5;7;9;7;7;7,5;9;8;7;6;5,8;7;6;4;6;6,0;5;7;5,8;5;7;6;5;47;6,04;5,0;5;5,8;5;6;7;5;7,5;8;7;6,0;6;6;6,0;6;6;6,0;6;6,0;6;6;51;5,33;5,1;6;6;5;6;3;4,4;5,98;5,3;6;4;6;4,7;5;6;3;6,6;7;6;7;7;6;7,3;6;7;9;;;6,30;6,50;0,20;�;6,00;6,04;0,04;�;5,33;5,33;0,00;�;;;9;8;7;6;7;6;7;0;Dem.;;;6,27;3;Limited;6,50;2;Defective democracy;6,04;3;Limited;5,33;3;Moderate;5,1;3;Moderate;5,98;3;Fair
Turkey;4;51;6,17;67;5,55;6,8;6;7;6;8;6,0;7;9;4;4;4,3;4;4;5;4;5,0;5;5;5,8;6;6;6;5;29;6,79;5,0;5;8,0;7;8;8;9;7,5;7;8;8,0;8;8;7,0;7;7;7,0;7;5,0;4;6;74;4,72;4,6;5;5;7;3;2;5,5;5,37;6,0;6;6;6;5,3;5;6;5;3,8;6;4;3;3;3;6,3;8;5;6;;;7,25;5,55;-1,70;�;7,36;6,79;-0,57;�;6,06;4,72;-1,33;�;;;7;9;4;4;4;4;7;0;Dem.;;;6,17;3;Limited;5,55;3;Highly defective democracy;6,79;3;Limited;4,72;3;Moderate;4,6;3;Moderate;5,37;3;Fair
Turkmenistan;6;119;3,14;120;2,85;8,0;10;7;9;6;1,0;1;1;1;1;2,3;2;2;3;2;1,0;1;1;2,0;2;2;n/a;2;112;3,43;3,0;3;2,0;2;1;3;2;3,5;3;4;3,5;4;3;3,5;4;3;5,0;5;3,5;3;4;118;2,51;5,3;5;10;3;4;4;5,9;2,80;3,0;3;4;2;2,0;2;2;2;2,2;1;1;4;1;4;4,0;4;3;5;;;2,85;2,85;0,00;�;3,93;3,43;-0,50;�;2,41;2,51;0,09;�;;;1;1;1;1;2;2;8;6;Aut.;;;3,14;5;Failed;2,85;5;Hard-line autocracy;3,43;4;Very limited;2,51;5;Failed;5,3;3;Moderate;2,80;5;Poor
Uganda;5;59;5,66;68;5,43;7,5;8;8;8;6;4,5;5;3;5;5;5,5;5;7;4;6;3,0;3;3;6,7;7;7;n/a;6;57;5,89;3,0;3;6,8;6;6;7;8;8,5;9;8;7,0;6;8;5,0;4;6;6,0;6;5,0;5;5;52;5,31;6,4;7;5;6;9;7;4,5;5,77;5,0;5;5;5;5,3;5;7;4;5,4;7;4;5;6;5;7,3;7;7;8;;;6,60;5,43;-1,17;�;5,79;5,89;0,11;�;5,70;5,31;-0,39;�;;;5;3;5;5;5;6;7;2;Aut.;;;5,66;3;Limited;5,43;4;Moderate autocracy;5,89;3;Limited;5,31;3;Moderate;6,4;3;Moderate;5,77;3;Fair
Ukraine;6;36;6,54;36;6,90;7,5;5;8;9;8;7,5;8;6;9;7;6,3;7;6;5;7;7,5;7;8;5,8;4;6;6;7;43;6,18;5,0;5;6,8;7;6;8;6;7,0;7;7;6,5;6;7;6,5;6;7;6,0;6;5,5;5;6;49;5,41;5,4;7;4;9;7;1;4,1;6,03;6,0;5;6;7;5,3;5;6;5;5,8;7;7;4;7;4;7,0;7;6;8;;;6,75;6,90;0,15;�;5,36;6,18;0,82;�;5,02;5,41;0,39;�;;;8;6;9;7;7;7;6,5;0;Dem.;;;6,54;3;Limited;6,90;2;Defective democracy;6,18;3;Limited;5,41;3;Moderate;5,4;3;Moderate;6,03;2;Sound
United Arab Emirates;4;52;6,07;89;4,00;8,5;10;7;7;10;2,0;2;1;2;3;4,0;2;3;7;4;2,5;3;2;3,0;1;2;n/a;6;13;8,14;8,0;8;8,0;8;6;9;9;8,5;8;9;7,0;6;8;8,0;8;8;10,0;10;7,5;6;9;45;5,55;3,3;2;9;1;1;2;4,8;6,52;5,0;5;5;5;7,7;7;9;7;4,8;7;1;7;4;n/a;8,7;9;8;9;;;3,95;4,00;0,05;�;8,14;8,14;0,00;�;5,36;5,55;0,19;�;;;2;1;2;3;2;4;10;5;Aut.;;;6,07;3;Limited;4,00;4;Moderate autocracy;8,14;1;Highly advanced;5,55;3;Moderate;3,3;4;Minor;6,52;2;Sound
Uruguay;2;5;9,19;1;9,95;10,0;10;10;10;10;10,0;10;10;10;10;10,0;10;10;10;10;10,0;10;10;9,8;10;10;10;9;12;8,43;7,0;7;8,5;8;8;9;9;9,0;9;9;10,0;10;10;9,0;9;9;8,0;8;7,5;8;7;2;7,36;1,3;2;2;1;1;1;1,;9,12;8,3;8;8;9;8,3;7;9;9;9,8;10;10;10;10;9;10,0;10;10;10;;;9,95;9,95;0,00;�;8,57;8,43;-0,14;�;7,56;7,36;-0,20;�;;;10;10;10;10;10;10;10;0;Dem.;;;9,19;1;Highly advanced;9,95;1;Democracy in consolidation;8,43;1;Highly advanced;7,36;1;Very good;1,3;5;Negligible;9,12;1;Excellent
Uzbekistan;6;108;3,73;113;3,17;8,0;9;8;9;6;2,3;2;2;3;2;2,3;2;2;3;2;1,0;1;1;2,3;2;2;n/a;3;99;4,29;4,0;4;3,0;2;3;3;4;4,5;4;5;3,0;3;3;4,5;4;5;6,0;6;5,0;5;5;117;2,55;5,8;7;9;4;7;2;5,9;2,82;2,7;3;3;2;2,7;3;3;2;2,6;2;2;5;2;2;3,3;3;3;4;;;3,02;3,17;0,15;�;3,79;4,29;0,50;�;1,95;2,55;0,61;�;;;2;2;3;2;2;2;7,5;6;Aut.;;;3,73;5;Failed;3,17;5;Hard-line autocracy;4,29;4;Very limited;2,55;5;Failed;5,8;3;Moderate;2,82;5;Poor
Venezuela;2;110;3,47;93;3,80;7,3;5;9;10;5;3,8;4;3;4;4;2,5;2;2;2;4;2,5;3;2;3,0;3;3;n/a;3;116;3,14;4,0;4;3,5;2;3;4;5;1,5;1;2;3,0;3;3;5,5;5;6;1,0;1;3,5;3;4;125;1,86;4,0;4;4;6;2;2;6,1;2,15;1,7;2;2;1;2,0;2;2;2;2,3;3;2;1;3;n/a;2,7;2;2;4;;;4,02;3,80;-0,22;�;4,07;3,14;-0,93;�;1,87;1,86;-0,01;�;;;4;3;4;4;2;4;5;3;Aut.;;;3,47;5;Failed;3,80;5;Hard-line autocracy;3,14;4;Very limited;1,86;5;Failed;4,0;4;Minor;2,15;5;Poor
Vietnam;7;94;4,41;108;3,35;8,8;9;9;10;7;1,8;2;2;2;1;2,8;2;2;3;4;1,5;1;2;2,0;1;2;n/a;3;69;5,46;5,0;5;5,3;3;5;8;5;6,5;7;6;4,5;4;5;5,0;5;5;7,0;7;5,0;4;6;78;4,51;5,7;5;9;3;8;4;5,3;4,98;5,0;5;5;5;4,3;4;5;4;3,6;5;2;6;2;3;7,0;6;7;8;;;3,52;3,35;-0,17;�;5,93;5,46;-0,46;�;4,85;4,51;-0,35;�;;;2;2;2;1;2;4;8;5;Aut.;;;4,41;4;Very limited;3,35;5;Hard-line autocracy;5,46;3;Limited;4,51;3;Moderate;5,7;3;Moderate;4,98;4;Flawed
Yemen;4;127;1,72;127;1,80;2,0;1;2;3;2;2,0;1;1;3;3;2,0;2;3;2;1;1,0;1;1;2,0;2;3;n/a;1;126;1,64;1,0;1;2,0;2;3;1;2;1,5;1;2;2,5;2;3;1,5;1;2;1,0;1;2,0;2;2;126;1,70;8,8;10;7;10;8;9;9,;1,75;1,0;1;1;1;1,3;1;1;2;2,0;2;1;1;2;4;2,7;1;2;5;;;2,82;1,80;-1,02;�;3,00;1,64;-1,36;�;3,82;1,70;-2,12;�;;;1;1;3;3;2;1;1,5;7;Aut.;;;1,72;5;Failed;1,80;5;Hard-line autocracy;1,64;5;Rudimentary;1,70;5;Failed;8,8;1;Massive;1,75;5;Poor
Zambia;5;67;5,45;61;6,00;7,8;9;8;8;6;6,0;6;8;5;5;5,0;6;5;4;5;6,0;6;6;5,3;4;5;6;6;82;4,89;3,0;3;6,3;5;6;6;8;6,5;7;6;5,5;5;6;4,5;4;5;5,0;5;3,5;3;4;64;5,06;5,8;7;6;4;8;5;4,6;5,58;6,0;6;6;6;3,7;4;4;3;6,0;7;6;6;5;n/a;6,7;7;6;7;;;6,25;6,00;-0,25;�;5,14;4,89;-0,25;�;5,19;5,06;-0,13;�;;;6;8;5;5;6;5;7,5;0;Dem.;;;5,45;4;Very limited;6,00;2;Defective democracy;4,89;4;Very limited;5,06;3;Moderate;5,8;3;Moderate;5,58;3;Fair
Zimbabwe;5;113;3,33;92;3,83;7,0;9;7;8;4;3,3;3;2;4;4;2,8;3;3;2;3;2,5;3;2;3,7;4;3;n/a;4;120;2,82;2,0;2;3,3;3;3;3;4;3,5;4;3;2,5;2;3;3,0;3;3;2,0;2;3,5;3;4;120;2,37;6,5;7;6;6;9;5;6,1;2,57;2,3;2;2;3;2,0;2;2;2;2,6;3;2;3;2;3;3,3;4;2;4;;;4,20;3,83;-0,37;�;3,46;2,82;-0,64;�;2,71;2,37;-0,35;�;;;3;2;4;4;3;3;6,5;4;Aut.;;;3,33;5;Failed;3,83;5;Hard-line autocracy;2,82;5;Rudimentary;2,37;5;Failed;6,5;2;Substantial;2,57;5;Poor
