year;country_id;free_and_fair_elections;effective_power_to_govern;separation_of_powers;independent_judiciary;prosecution_of_office_abuse;performance_of_democratic_institutions;commitment_to_democratic_institutions;level_of_socioeconomic_development;socioeconomic_barriers;monetary_stability;fiscal_stability;welfare_regime;social_safety_nets;equal_opportunity;economic_performance;output_strength;sustainability;environmental_policy;education_/_r&d_policy;level_of_difficulty;structural_constraints;conflict_intensity;gni_p.c._atlas_method_rescaled;un_educ._index_rescaled;bti_stateness_&_rule_of_law;steering_capability;prioritization;implementation;policy_learning;resource_efficiency;efficient_use_of_assets;policy_coordination;anti-corruption_policy;consensus-building;consensus_on_goals;anti-democratic_actors;cleavage_/_conflict_management;civil_society_participation;reconciliation;international_cooperation;effective_use_of_support;credibility;regional_cooperation
2014;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;67;2.0;2.0;2.0;2.0;1.0;1.0;1.0;2.0;2.0;8.0;5.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;6.3;7.0;3.0;4.0;8.0;6.6;4.3;4.0;4.0;5.0;3.3;2.0;7.0;1.0;3.2;2.0;1.0;7.0;2.0;4.0;4.0;4.0;3.0;5.0
2016;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;67;2.0;2.0;2.0;2.0;1.0;1.0;1.0;2.0;2.0;8.0;5.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;6.3;8.0;3.0;4.0;7.0;6.8;4.0;4.0;3.0;5.0;3.3;2.0;7.0;1.0;3.2;2.0;1.0;7.0;2.0;4.0;4.0;4.0;3.0;5.0
2010;68;1.0;1.0;1.0;2.0;4.0;1.0;1.0;3.0;3.0;3.0;4.0;3.0;3.0;3.0;3.0;3.0;3.0;4.0;2.0;7.9;8.0;6.0;10.0;9.0;6.6;1.0;1.0;1.0;1.0;4.0;2.0;7.0;3.0;1.5;1.0;1.0;3.0;1.0;;3.0;2.0;3.0;4.0
2018;68;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;3.0;1.5;2.0;1.0;1.0;1.0;2.0;2.0;2.0;8.4;9.0;5.0;10.0;10.0;7.4;1.0;1.0;1.0;1.0;1.3;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;;1.3;1.0;1.0;2.0
2012;68;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;3.0;1.0;1.0;1.0;2.0;2.0;2.0;8.8;9.0;7.0;10.0;10.0;7.5;1.0;1.0;1.0;1.0;3.3;2.0;5.0;3.0;1.0;1.0;1.0;1.0;1.0;;2.0;2.0;1.0;3.0
2014;68;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;1.5;2.0;1.0;1.0;1.0;2.0;2.0;2.0;8.6;9.0;6.0;10.0;10.0;7.6;1.0;1.0;1.0;1.0;1.7;1.0;3.0;1.0;1.2;2.0;1.0;1.0;1.0;1.0;1.7;2.0;1.0;2.0
2020;68;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.5;2.0;1.0;1.0;1.0;1.5;2.0;1.0;8.2;8.0;5.0;9.0;10.0;7.4;1.0;1.0;1.0;1.0;1.3;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.7;1.0;1.0;3.0
2016;68;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.5;2.0;1.0;1.0;1.0;2.0;2.0;2.0;8.8;9.0;6.0;10.0;10.0;7.5;1.0;1.0;1.0;1.0;1.3;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;;1.3;1.0;1.0;2.0
2022;68;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.5;2.0;1.0;1.0;1.0;1.5;2.0;1.0;8.2;8.0;5.0;9.0;10.0;7.4;1.0;1.0;1.0;1.0;1.3;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.3;1.0;1.0;2.0
2010;69;9.0;10.0;10.0;10.0;9.0;10.0;10.0;8.0;8.0;9.0;10.0;9.0;9.0;9.0;9.0;9.0;8.0;8.0;8.0;1.7;2.0;2.0;1.0;1.0;1.4;9.0;10.0;9.0;8.0;8.7;9.0;8.0;9.0;8.6;10.0;10.0;7.0;9.0;7.0;9.7;10.0;10.0;9.0
2018;69;10.0;10.0;10.0;10.0;10.0;10.0;10.0;8.0;8.0;10.0;10.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;1.7;2.0;3.0;1.0;1.0;1.3;9.0;9.0;9.0;9.0;8.7;9.0;8.0;9.0;8.8;10.0;10.0;7.0;9.0;8.0;10.0;10.0;10.0;10.0
2012;69;9.0;10.0;10.0;10.0;9.0;10.0;10.0;8.0;8.0;9.0;10.0;9.0;9.0;9.0;8.0;8.0;8.5;8.0;9.0;1.9;2.0;3.0;1.0;1.0;1.4;9.0;10.0;9.0;8.0;8.7;9.0;8.0;9.0;8.8;10.0;10.0;7.0;9.0;8.0;9.7;10.0;10.0;9.0
2014;69;10.0;10.0;10.0;10.0;9.0;10.0;10.0;8.0;8.0;9.0;10.0;9.0;9.0;9.0;9.0;9.0;8.5;8.0;9.0;1.7;2.0;3.0;1.0;1.0;1.4;8.7;9.0;9.0;8.0;8.7;9.0;8.0;9.0;8.6;9.0;10.0;7.0;9.0;8.0;9.7;10.0;10.0;9.0
2020;69;10.0;10.0;10.0;10.0;10.0;10.0;10.0;8.0;8.0;10.0;10.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;1.7;2.0;3.0;1.0;1.0;1.1;9.3;10.0;9.0;9.0;8.7;9.0;8.0;9.0;8.6;10.0;9.0;7.0;9.0;8.0;10.0;10.0;10.0;10.0
2016;69;10.0;10.0;10.0;10.0;9.0;10.0;10.0;8.0;8.0;10.0;10.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;1.7;2.0;3.0;1.0;1.0;1.4;8.7;9.0;9.0;8.0;9.0;9.0;9.0;9.0;8.6;9.0;10.0;7.0;9.0;8.0;10.0;10.0;10.0;10.0
2022;69;10.0;10.0;10.0;10.0;10.0;10.0;10.0;8.0;8.0;10.0;10.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;1.7;2.0;3.0;1.0;1.0;1.3;8.7;8.0;9.0;9.0;8.3;9.0;7.0;9.0;8.4;9.0;9.0;7.0;9.0;8.0;9.0;10.0;8.0;9.0
2010;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;70;1.0;1.0;2.0;4.0;1.0;2.0;3.0;2.0;2.0;7.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;5.7;7.0;4.0;6.0;6.0;6.0;3.3;3.0;4.0;3.0;2.7;2.0;3.0;3.0;2.8;4.0;1.0;4.0;2.0;;5.0;4.0;4.0;7.0
2016;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;70;1.0;1.0;2.0;3.0;1.0;2.0;2.0;2.0;2.0;7.0;4.0;3.5;4.0;3.0;3.0;3.0;3.5;3.0;4.0;5.5;7.0;4.0;6.0;5.0;6.0;2.7;3.0;3.0;2.0;3.0;2.0;4.0;3.0;3.3;5.0;1.0;4.0;3.0;;4.7;3.0;4.0;7.0
2010;71;3.0;2.0;3.0;3.0;4.0;2.0;2.0;2.0;2.0;5.0;6.0;3.5;4.0;3.0;6.0;6.0;3.5;3.0;4.0;8.3;8.0;7.0;10.0;10.0;6.5;4.3;5.0;4.0;4.0;3.7;4.0;4.0;3.0;4.0;4.0;4.0;3.0;3.0;6.0;5.3;5.0;7.0;4.0
2018;71;2.0;2.0;2.0;3.0;4.0;2.0;2.0;2.0;2.0;4.0;5.0;3.0;4.0;2.0;6.0;6.0;3.0;2.0;4.0;8.3;8.0;8.0;9.0;10.0;6.6;4.0;4.0;4.0;4.0;3.0;3.0;4.0;2.0;2.2;3.0;2.0;2.0;2.0;2.0;6.0;7.0;6.0;5.0
2012;71;3.0;2.0;3.0;3.0;3.0;2.0;2.0;1.0;1.0;6.0;5.0;3.0;3.0;3.0;6.0;6.0;4.0;3.0;5.0;8.3;8.0;8.0;10.0;10.0;6.0;3.7;4.0;4.0;3.0;3.3;4.0;3.0;3.0;2.4;3.0;2.0;3.0;2.0;2.0;5.0;6.0;5.0;4.0
2014;71;2.0;2.0;3.0;4.0;3.0;2.0;2.0;2.0;2.0;4.0;4.0;4.5;5.0;4.0;7.0;7.0;4.0;4.0;4.0;8.2;7.0;8.0;10.0;10.0;6.3;4.3;4.0;5.0;4.0;4.7;5.0;6.0;3.0;2.8;3.0;2.0;4.0;2.0;3.0;5.7;7.0;5.0;5.0
2020;71;4.0;3.0;3.0;4.0;4.0;3.0;3.0;1.0;1.0;4.0;4.0;3.0;3.0;3.0;6.0;6.0;4.0;3.0;5.0;7.6;8.0;6.0;9.0;10.0;5.9;5.0;5.0;5.0;5.0;4.0;4.0;4.0;4.0;4.6;4.0;4.0;5.0;4.0;6.0;7.3;8.0;7.0;7.0
2016;71;2.0;2.0;3.0;3.0;4.0;2.0;2.0;2.0;2.0;5.0;5.0;2.5;3.0;2.0;7.0;7.0;3.5;3.0;4.0;8.2;7.0;8.0;10.0;10.0;6.4;3.7;4.0;3.0;4.0;3.3;4.0;4.0;2.0;2.2;3.0;2.0;2.0;2.0;2.0;5.3;7.0;5.0;4.0
2022;71;3.0;3.0;3.0;4.0;4.0;3.0;3.0;1.0;1.0;5.0;4.0;2.5;2.0;3.0;4.0;4.0;4.0;4.0;4.0;8.4;9.0;9.0;9.0;10.0;6.6;4.0;5.0;4.0;3.0;4.3;5.0;4.0;4.0;4.0;4.0;4.0;3.0;5.0;4.0;5.3;6.0;4.0;6.0
2010;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;80;4.0;3.0;3.0;3.0;4.0;3.0;2.0;4.0;4.0;8.0;5.0;4.5;4.0;5.0;5.0;5.0;5.5;7.0;4.0;4.1;5.0;2.0;4.0;4.0;4.9;5.0;5.0;5.0;5.0;5.0;4.0;7.0;4.0;5.0;6.0;3.0;8.0;3.0;;7.3;7.0;8.0;7.0
2016;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;80;4.0;3.0;3.0;3.0;4.0;3.0;2.0;4.0;4.0;8.0;5.0;5.0;4.0;6.0;4.0;4.0;5.5;7.0;4.0;4.3;5.0;2.0;4.0;4.0;5.0;4.3;5.0;4.0;4.0;4.3;3.0;7.0;3.0;4.8;6.0;4.0;7.0;2.0;;7.3;7.0;8.0;7.0
2010;81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;81;7.0;7.0;6.0;6.0;4.0;7.0;8.0;2.0;2.0;8.0;5.0;4.5;4.0;5.0;5.0;5.0;3.5;4.0;3.0;6.9;9.0;4.0;9.0;9.0;4.1;6.0;6.0;7.0;5.0;5.0;5.0;6.0;4.0;7.4;9.0;9.0;7.0;5.0;7.0;7.3;7.0;7.0;8.0
2016;81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;81;7.0;7.0;6.0;7.0;4.0;7.0;8.0;2.0;2.0;8.0;6.0;4.5;4.0;5.0;5.0;5.0;3.5;4.0;3.0;6.7;9.0;4.0;9.0;8.0;4.1;5.7;6.0;6.0;5.0;4.3;5.0;6.0;2.0;7.4;9.0;9.0;6.0;6.0;7.0;7.3;7.0;7.0;8.0
2010;82;7.0;9.0;5.0;5.0;6.0;6.0;7.0;4.0;4.0;7.0;8.0;4.0;4.0;4.0;6.0;6.0;6.0;6.0;6.0;6.0;8.0;8.0;7.0;1.0;5.1;6.0;6.0;6.0;6.0;6.7;6.0;7.0;7.0;5.6;7.0;7.0;5.0;5.0;4.0;6.7;8.0;6.0;6.0
2018;82;9.0;8.0;6.0;7.0;6.0;7.0;8.0;4.0;4.0;8.0;7.0;5.5;6.0;5.0;6.0;6.0;5.5;5.0;6.0;4.8;7.0;5.0;5.0;1.0;4.5;6.0;6.0;6.0;6.0;6.7;6.0;7.0;7.0;6.6;7.0;8.0;6.0;7.0;5.0;7.3;7.0;7.0;8.0
2012;82;8.0;9.0;6.0;6.0;6.0;6.0;7.0;4.0;4.0;6.0;7.0;4.0;4.0;4.0;5.0;5.0;5.5;6.0;5.0;5.5;7.0;6.0;7.0;1.0;4.9;5.7;5.0;6.0;6.0;6.0;5.0;7.0;6.0;5.6;7.0;7.0;5.0;5.0;4.0;6.7;7.0;7.0;6.0
2014;82;8.0;9.0;6.0;6.0;6.0;6.0;8.0;4.0;4.0;7.0;7.0;4.5;5.0;4.0;6.0;6.0;6.0;6.0;6.0;5.3;7.0;6.0;6.0;1.0;4.8;6.0;5.0;6.0;7.0;6.0;5.0;7.0;6.0;6.4;7.0;7.0;7.0;6.0;5.0;7.3;7.0;8.0;7.0
2020;82;8.0;8.0;6.0;6.0;6.0;6.0;8.0;5.0;5.0;8.0;7.0;5.5;6.0;5.0;6.0;6.0;5.5;5.0;6.0;4.8;7.0;5.0;5.0;1.0;4.6;6.0;6.0;6.0;6.0;6.7;6.0;7.0;7.0;6.4;7.0;8.0;6.0;6.0;5.0;7.3;8.0;7.0;7.0
2016;82;9.0;8.0;6.0;7.0;6.0;6.0;8.0;4.0;4.0;7.0;7.0;5.5;5.0;6.0;6.0;6.0;5.5;5.0;6.0;4.8;7.0;5.0;5.0;1.0;4.6;5.7;5.0;6.0;6.0;6.7;6.0;7.0;7.0;6.2;7.0;7.0;6.0;6.0;5.0;7.3;7.0;7.0;8.0
2022;82;7.0;7.0;5.0;6.0;5.0;5.0;7.0;5.0;5.0;7.0;7.0;5.0;5.0;5.0;5.0;5.0;5.5;5.0;6.0;5.0;7.0;6.0;5.0;1.0;4.9;5.7;6.0;6.0;5.0;6.3;6.0;7.0;6.0;6.0;7.0;7.0;5.0;6.0;5.0;7.0;7.0;7.0;7.0
2010;84;8.0;9.0;8.0;8.0;6.0;9.0;9.0;5.0;5.0;6.0;8.0;6.0;5.0;7.0;8.0;8.0;5.0;5.0;5.0;5.9;6.0;4.0;9.0;8.0;3.3;7.7;7.0;8.0;8.0;5.7;5.0;7.0;5.0;7.8;9.0;9.0;7.0;7.0;7.0;8.7;9.0;9.0;8.0
2018;84;8.0;9.0;8.0;8.0;5.0;9.0;8.0;4.0;4.0;5.0;6.0;5.0;4.0;6.0;6.0;6.0;5.0;5.0;5.0;5.1;6.0;4.0;8.0;5.0;3.6;6.0;6.0;6.0;6.0;5.7;5.0;7.0;5.0;7.8;8.0;9.0;7.0;7.0;;8.3;8.0;9.0;8.0
2012;84;8.0;9.0;8.0;8.0;6.0;9.0;9.0;5.0;5.0;5.0;8.0;6.0;5.0;7.0;8.0;8.0;5.5;5.0;6.0;5.4;6.0;4.0;8.0;6.0;3.3;7.7;7.0;8.0;8.0;6.0;5.0;7.0;6.0;7.8;9.0;9.0;7.0;7.0;7.0;8.7;9.0;9.0;8.0
2014;84;8.0;9.0;8.0;8.0;6.0;9.0;9.0;5.0;5.0;5.0;7.0;6.0;5.0;7.0;8.0;8.0;5.5;5.0;6.0;5.0;6.0;4.0;8.0;5.0;3.3;7.7;7.0;8.0;8.0;6.0;5.0;7.0;6.0;7.4;8.0;9.0;7.0;7.0;6.0;8.7;9.0;9.0;8.0
2020;84;8.0;9.0;8.0;8.0;5.0;9.0;8.0;4.0;4.0;5.0;6.0;5.0;4.0;6.0;7.0;7.0;4.5;4.0;5.0;5.1;6.0;4.0;8.0;5.0;3.8;6.0;6.0;6.0;6.0;6.0;5.0;8.0;5.0;7.8;8.0;9.0;7.0;7.0;;8.3;8.0;9.0;8.0
2016;84;8.0;9.0;8.0;8.0;5.0;9.0;8.0;4.0;4.0;5.0;6.0;5.0;4.0;6.0;7.0;7.0;5.5;5.0;6.0;5.1;6.0;4.0;8.0;5.0;3.8;6.7;6.0;7.0;7.0;6.0;5.0;7.0;6.0;7.8;8.0;9.0;7.0;7.0;;8.3;8.0;9.0;8.0
2022;84;8.0;9.0;8.0;8.0;5.0;9.0;8.0;4.0;4.0;5.0;6.0;5.0;4.0;6.0;7.0;7.0;4.5;4.0;5.0;4.9;6.0;4.0;7.0;5.0;3.6;6.0;6.0;6.0;6.0;6.0;5.0;8.0;5.0;7.8;8.0;9.0;7.0;7.0;;8.3;8.0;9.0;8.0
2010;91;8.0;6.0;6.0;5.0;5.0;6.0;6.0;3.0;3.0;7.0;7.0;4.0;4.0;4.0;7.0;7.0;4.0;4.0;4.0;6.0;6.0;6.0;7.0;6.0;5.0;5.7;6.0;5.0;6.0;5.0;5.0;5.0;5.0;5.8;6.0;6.0;5.0;6.0;6.0;7.7;7.0;8.0;8.0
2018;91;6.0;4.0;5.0;5.0;5.0;5.0;5.0;3.0;3.0;7.0;7.0;4.0;4.0;4.0;7.0;7.0;3.5;3.0;4.0;6.1;7.0;6.0;6.0;6.0;5.6;4.3;5.0;4.0;4.0;4.0;4.0;4.0;4.0;4.8;6.0;4.0;4.0;5.0;5.0;6.7;6.0;6.0;8.0
2012;91;7.0;5.0;6.0;5.0;5.0;5.0;6.0;3.0;3.0;7.0;7.0;4.0;4.0;4.0;7.0;7.0;4.0;4.0;4.0;6.5;7.0;6.0;7.0;8.0;5.3;5.3;6.0;4.0;6.0;4.7;4.0;5.0;5.0;5.6;6.0;5.0;5.0;6.0;6.0;7.7;7.0;8.0;8.0
2014;91;6.0;5.0;6.0;5.0;5.0;5.0;5.0;3.0;3.0;7.0;7.0;4.0;4.0;4.0;7.0;7.0;3.5;3.0;4.0;6.7;7.0;7.0;7.0;8.0;5.3;4.7;5.0;4.0;5.0;4.3;4.0;5.0;4.0;4.8;6.0;4.0;4.0;5.0;5.0;7.0;7.0;6.0;8.0
2020;91;6.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;7.0;6.0;4.0;4.0;4.0;6.0;6.0;3.5;3.0;4.0;6.3;8.0;6.0;5.0;6.0;6.8;3.3;4.0;3.0;3.0;3.3;3.0;4.0;3.0;3.6;4.0;3.0;3.0;4.0;4.0;5.3;5.0;5.0;6.0
2016;91;6.0;4.0;5.0;5.0;4.0;5.0;6.0;3.0;3.0;7.0;7.0;4.0;4.0;4.0;7.0;7.0;3.5;3.0;4.0;6.3;7.0;6.0;6.0;7.0;5.6;4.3;5.0;4.0;4.0;4.3;4.0;5.0;4.0;4.8;6.0;4.0;4.0;5.0;5.0;6.7;6.0;6.0;8.0
2022;91;6.0;4.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;7.0;6.0;4.0;4.0;4.0;6.0;6.0;3.5;3.0;4.0;6.3;8.0;6.0;5.0;6.0;6.6;3.3;4.0;3.0;3.0;3.0;3.0;4.0;2.0;3.0;3.0;3.0;3.0;3.0;3.0;5.3;5.0;5.0;6.0
2010;93;1.0;1.0;2.0;2.0;4.0;1.0;1.0;2.0;2.0;5.0;4.0;3.0;2.0;4.0;3.0;3.0;2.5;3.0;2.0;8.0;8.0;7.0;10.0;10.0;6.1;1.7;2.0;2.0;1.0;1.3;2.0;1.0;1.0;2.6;3.0;3.0;2.0;2.0;3.0;3.3;3.0;3.0;4.0
2018;93;6.0;7.0;5.0;6.0;4.0;5.0;5.0;1.0;1.0;6.0;7.0;4.5;4.0;5.0;5.0;5.0;3.5;5.0;2.0;7.3;8.0;6.0;10.0;9.0;4.6;6.3;7.0;6.0;6.0;5.3;5.0;6.0;5.0;5.8;6.0;7.0;5.0;6.0;5.0;7.3;7.0;7.0;8.0
2012;93;6.0;6.0;4.0;4.0;4.0;5.0;5.0;1.0;1.0;6.0;5.0;3.5;3.0;4.0;3.0;3.0;2.5;3.0;2.0;7.6;8.0;6.0;10.0;10.0;5.4;5.0;5.0;5.0;5.0;4.7;5.0;5.0;4.0;5.4;6.0;5.0;4.0;5.0;7.0;6.0;6.0;6.0;6.0
2014;93;5.0;3.0;4.0;5.0;5.0;3.0;3.0;1.0;1.0;5.0;7.0;4.0;3.0;5.0;4.0;4.0;4.0;5.0;3.0;7.6;8.0;7.0;10.0;10.0;4.9;4.3;5.0;4.0;4.0;5.3;5.0;6.0;5.0;5.4;5.0;6.0;5.0;6.0;5.0;6.7;7.0;6.0;7.0
2020;93;6.0;7.0;5.0;5.0;4.0;5.0;5.0;1.0;1.0;6.0;7.0;4.5;4.0;5.0;7.0;7.0;3.0;4.0;2.0;7.3;8.0;6.0;9.0;10.0;4.8;6.3;7.0;6.0;6.0;6.0;6.0;7.0;5.0;5.8;6.0;7.0;5.0;6.0;5.0;7.3;7.0;7.0;8.0
2016;93;6.0;6.0;5.0;5.0;4.0;5.0;5.0;1.0;1.0;6.0;7.0;4.0;3.0;5.0;5.0;5.0;3.0;4.0;2.0;7.7;8.0;7.0;10.0;10.0;5.0;5.7;7.0;5.0;5.0;6.0;6.0;7.0;5.0;5.6;6.0;7.0;4.0;6.0;5.0;7.3;7.0;7.0;8.0
2022;93;5.0;3.0;4.0;4.0;3.0;3.0;3.0;1.0;1.0;6.0;7.0;4.0;4.0;4.0;6.0;6.0;2.5;3.0;2.0;7.4;8.0;7.0;9.0;9.0;5.4;5.0;5.0;5.0;5.0;5.3;5.0;7.0;4.0;4.2;6.0;4.0;2.0;5.0;4.0;7.0;7.0;6.0;8.0
2010;94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2012;94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2014;94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;94;7.0;7.0;6.0;5.0;4.0;5.0;6.0;1.0;1.0;8.0;6.0;4.5;4.0;5.0;7.0;7.0;3.5;4.0;3.0;7.0;8.0;4.0;9.0;9.0;5.0;5.3;6.0;5.0;5.0;3.3;4.0;3.0;3.0;5.4;6.0;6.0;6.0;5.0;4.0;5.7;6.0;5.0;6.0
2016;94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2022;94;7.0;7.0;4.0;4.0;4.0;5.0;5.0;1.0;1.0;8.0;5.0;4.5;4.0;5.0;6.0;6.0;3.5;4.0;3.0;6.8;8.0;4.0;9.0;8.0;5.5;4.3;5.0;4.0;4.0;3.3;4.0;3.0;3.0;5.2;6.0;6.0;5.0;5.0;4.0;5.7;6.0;5.0;6.0
2010;96;6.0;6.0;4.0;3.0;4.0;5.0;6.0;1.0;1.0;7.0;6.0;3.0;3.0;3.0;4.0;4.0;2.5;3.0;2.0;8.0;9.0;7.0;9.0;9.0;6.0;5.0;5.0;5.0;5.0;3.3;3.0;4.0;3.0;5.2;6.0;6.0;5.0;5.0;4.0;6.3;7.0;6.0;6.0
2018;96;6.0;4.0;3.0;3.0;2.0;3.0;3.0;1.0;1.0;5.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;7.8;9.0;6.0;9.0;8.0;6.8;2.7;3.0;2.0;3.0;2.3;3.0;2.0;2.0;4.6;5.0;5.0;5.0;4.0;4.0;4.7;4.0;4.0;6.0
2012;96;4.0;2.0;4.0;3.0;3.0;2.0;2.0;1.0;1.0;6.0;5.0;3.0;3.0;3.0;2.0;2.0;2.0;3.0;1.0;8.3;10.0;7.0;9.0;9.0;6.8;2.3;3.0;2.0;2.0;3.0;3.0;3.0;3.0;4.0;5.0;4.0;4.0;4.0;3.0;4.7;4.0;4.0;6.0
2014;96;5.0;2.0;4.0;3.0;3.0;3.0;2.0;1.0;1.0;6.0;4.0;3.0;3.0;3.0;3.0;3.0;2.5;3.0;2.0;7.9;9.0;7.0;9.0;8.0;6.6;2.7;3.0;2.0;3.0;3.0;3.0;3.0;3.0;4.4;5.0;5.0;4.0;4.0;4.0;4.7;4.0;4.0;6.0
2020;96;6.0;4.0;4.0;3.0;2.0;3.0;3.0;1.0;1.0;5.0;3.0;3.0;3.0;3.0;2.0;2.0;2.5;3.0;2.0;7.6;9.0;6.0;8.0;8.0;6.6;2.7;3.0;2.0;3.0;2.3;3.0;2.0;2.0;4.4;5.0;5.0;4.0;4.0;4.0;4.7;4.0;4.0;6.0
2016;96;5.0;2.0;3.0;3.0;2.0;3.0;2.0;1.0;1.0;6.0;4.0;3.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;8.0;9.0;6.0;9.0;9.0;6.9;2.7;3.0;2.0;3.0;2.3;3.0;2.0;2.0;4.4;5.0;5.0;4.0;4.0;4.0;5.0;4.0;4.0;7.0
2022;96;4.0;3.0;3.0;3.0;2.0;3.0;3.0;1.0;1.0;5.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;7.5;9.0;7.0;8.0;7.0;7.0;2.7;3.0;2.0;3.0;2.0;2.0;2.0;2.0;3.8;4.0;4.0;3.0;4.0;4.0;4.0;4.0;3.0;5.0
2010;99;8.0;7.0;6.0;5.0;4.0;6.0;8.0;3.0;3.0;7.0;6.0;4.0;4.0;4.0;7.0;7.0;3.5;4.0;3.0;5.3;6.0;3.0;8.0;4.0;4.6;5.0;5.0;5.0;5.0;4.0;4.0;5.0;3.0;6.4;7.0;7.0;6.0;6.0;6.0;7.0;8.0;5.0;8.0
2018;99;6.0;6.0;5.0;5.0;5.0;5.0;6.0;3.0;3.0;7.0;7.0;4.0;4.0;4.0;6.0;6.0;3.5;4.0;3.0;6.0;7.0;5.0;7.0;6.0;4.9;5.3;6.0;5.0;5.0;4.3;4.0;6.0;3.0;5.2;6.0;5.0;6.0;5.0;4.0;7.0;7.0;6.0;8.0
2012;99;7.0;6.0;6.0;6.0;5.0;6.0;6.0;3.0;3.0;8.0;8.0;4.0;4.0;4.0;7.0;7.0;3.5;4.0;3.0;5.9;7.0;5.0;8.0;6.0;4.4;6.0;7.0;6.0;5.0;4.7;5.0;6.0;3.0;6.2;7.0;6.0;6.0;6.0;6.0;7.0;8.0;6.0;7.0
2014;99;7.0;7.0;6.0;6.0;5.0;7.0;7.0;3.0;3.0;8.0;6.0;4.0;4.0;4.0;6.0;6.0;3.5;4.0;3.0;5.6;7.0;4.0;7.0;5.0;4.4;6.0;7.0;5.0;6.0;4.3;4.0;6.0;3.0;6.4;7.0;6.0;7.0;6.0;6.0;7.7;8.0;7.0;8.0
2020;99;5.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;7.0;7.0;4.0;4.0;4.0;6.0;6.0;3.5;4.0;3.0;6.3;7.0;6.0;7.0;6.0;5.8;4.7;5.0;5.0;4.0;3.3;3.0;5.0;2.0;4.2;4.0;4.0;5.0;4.0;4.0;6.7;7.0;6.0;7.0
