year;country_id;ranking_status_index;status_index;ranking_democracy_status;democracy_status;stateness;monopoly_on_the_use_of_force;state_identity;no_interference_of_religious_dogmas;basic_administration;political_participation;association_/_assembly_rights;freedom_of_expression;rule_of_law;civil_rights;stability_of_democratic_institutions;political_and_social_integration;party_system;interest_groups;approval_of_democracy;social_capital;ranking_economy_status;economy_status;organization_of_the_market_and_competition;market_organization;competition_policy;liberalization_of_foreign_trade;banking_system;monetary_and_fiscal_stability;private_property;property_rights;private_enterprise;ranking_governance_index;governance_index;civil_society_traditions;governance_performance;democracy_status_08;democracy_status_10;trend_democracy;economy_status_08;economy_status_10;trend_economy;governance_index_08;governance_index_10;trend_governance;state_failure;total;democracy/autocracy;status_index_score;status_index_category;status_index_status;democracy_status_score;democracy_status_category;democracy_status_status;economy_status_score;economy_status_category;economy_status_status;governance_index_score;governance_index_category;governance_index_status;level_of_difficulty_score;level_of_difficulty_category;level_of_difficulty_status;governance_performance_score;governance_performance_category;governance_performance_status
2014;196;51.0;6.0;36.0;7.12;7.3;7.0;9.0;7.0;6.0;8.5;9.0;9.0;6.5;7.0;8.0;5.3;4.0;5.0;;7.0;82.0;4.89;5.3;4.0;6.0;6.0;5.0;7.0;6.5;7.0;6.0;24.0;6.25;4.0;6.8;6.5;7.12;0.62;4.96;4.89;-0.07;5.57;6.25;0.68;6.5;0.0;Dem.;6.0;3.0;Limited;7.12;2.0;Defective democracy;4.89;4.0;Very limited;6.25;2.0;Good;6.4;3.0;Moderate;6.8;2.0;Sound
2020;196;55.0;6.05;36.0;6.95;7.0;7.0;9.0;6.0;6.0;7.5;8.0;7.0;6.0;6.0;8.0;6.3;4.0;5.0;9.0;7.0;79.0;5.14;5.5;5.0;5.0;6.0;6.0;7.0;7.0;7.0;7.0;12.0;6.68;5.0;7.28;7.1;6.95;-0.15;5.25;5.14;-0.11;6.7;6.68;-0.02;6.5;0.0;Dem.;6.05;3.0;Limited;6.95;2.0;Defective democracies;5.14;3.0;Limited;6.68;2.0;Good;6.3;3.0;Moderate;7.28;2.0;Sound
2016;196;51.0;6.11;34.0;7.15;7.0;7.0;9.0;6.0;6.0;8.0;8.0;8.0;6.5;7.0;8.0;6.3;4.0;5.0;9.0;7.0;79.0;5.07;5.5;4.0;6.0;6.0;6.0;7.5;7.0;7.0;7.0;16.0;6.65;5.0;7.23;7.12;7.15;0.03;4.89;5.07;0.18;6.25;6.65;0.4;6.5;0.0;Dem.;6.11;3.0;Limited;7.15;2.0;Defective democracy;5.07;3.0;Limited;6.65;2.0;Good;6.4;3.0;Moderate;7.23;2.0;Sound
2022;196;53.0;5.97;36.0;6.8;7.0;7.0;9.0;6.0;6.0;7.3;7.0;7.0;5.3;6.0;8.0;6.5;4.0;6.0;9.0;7.0;77.0;5.14;6.0;5.0;5.0;8.0;6.0;7.0;7.0;7.0;7.0;12.0;6.71;5.0;7.28;6.95;6.8;-0.15;5.14;5.14;0.0;6.68;6.71;0.04;6.5;0.0;Dem.;5.97;3.0;Limited;6.8;2.0;Defective democracies;5.14;3.0;Limited;6.71;2.0;Good;6.5;2.0;Substantial;7.28;2.0;Sound
2010;197;24.0;7.39;23.0;8.0;9.3;9.0;9.0;9.0;10.0;8.5;9.0;7.0;6.8;7.0;8.0;7.5;8.0;7.0;9.0;6.0;33.0;6.79;7.0;6.0;7.0;8.0;7.0;8.0;7.0;7.0;7.0;31.0;6.0;4.0;6.98;7.75;8.0;0.25;6.64;6.79;0.14;5.43;6.0;0.57;9.5;0.0;Dem.;7.39;2.0;Advanced;8.0;1.0;Democracy in consolidation;6.79;3.0;Limited;6.0;2.0;Good;3.7;4.0;Minor;6.98;2.0;Sound
2018;197;19.0;7.4;22.0;7.7;9.0;9.0;9.0;8.0;10.0;8.3;9.0;7.0;6.8;8.0;7.5;7.0;7.0;7.0;7.0;7.0;24.0;7.11;8.3;7.0;8.0;9.0;9.0;8.0;7.5;7.0;8.0;21.0;6.06;4.0;7.08;7.85;7.7;-0.15;7.0;7.11;0.11;6.38;6.06;-0.32;9.5;0.0;Dem.;7.4;2.0;Advanced;7.7;2.0;Defective democracy;7.11;2.0;Advanced;6.06;2.0;Good;3.5;4.0;Minor;7.08;2.0;Sound
2012;197;21.0;7.51;23.0;8.05;9.3;9.0;9.0;9.0;10.0;8.5;9.0;7.0;7.0;8.0;8.0;7.5;8.0;7.0;9.0;6.0;31.0;6.96;7.8;6.0;8.0;9.0;8.0;8.0;7.0;7.0;7.0;29.0;6.06;4.0;7.12;8.0;8.05;0.05;6.79;6.96;0.18;6.0;6.06;0.06;9.5;0.0;Dem.;7.51;2.0;Advanced;8.05;1.0;Democracy in consolidation;6.96;3.0;Limited;6.06;2.0;Good;3.3;4.0;Minor;7.12;2.0;Sound
2014;197;20.0;7.51;21.0;7.95;9.0;9.0;9.0;8.0;10.0;8.3;9.0;6.0;7.3;8.0;8.0;7.3;7.0;7.0;8.0;7.0;29.0;7.07;8.5;7.0;8.0;10.0;9.0;7.5;7.5;7.0;8.0;25.0;6.22;4.0;7.3;8.05;7.95;-0.1;6.96;7.07;0.11;6.06;6.22;0.16;9.5;0.0;Dem.;7.51;2.0;Advanced;7.95;2.0;Defective democracy;7.07;2.0;Advanced;6.22;2.0;Good;3.3;4.0;Minor;7.3;2.0;Sound
2020;197;26.0;6.94;36.0;6.95;8.5;8.0;9.0;8.0;9.0;7.0;8.0;6.0;6.0;8.0;6.5;6.8;6.0;7.0;7.0;7.0;27.0;6.93;8.0;7.0;7.0;9.0;9.0;8.0;7.0;7.0;7.0;50.0;5.39;4.0;6.25;7.7;6.95;-0.75;7.11;6.93;-0.18;6.06;5.39;-0.68;8.5;0.0;Dem.;6.94;3.0;Limited;6.95;2.0;Defective democracies;6.93;3.0;Limited;5.39;3.0;Moderate;3.8;4.0;Minor;6.25;2.0;Sound
2016;197;21.0;7.43;21.0;7.85;9.0;9.0;9.0;8.0;10.0;8.5;9.0;7.0;7.3;8.0;7.5;7.0;7.0;7.0;7.0;7.0;30.0;7.0;9.0;8.0;9.0;10.0;9.0;7.5;7.5;7.0;8.0;21.0;6.38;4.0;7.4;7.95;7.85;-0.1;7.07;7.0;-0.07;6.22;6.38;0.17;9.5;0.0;Dem.;7.43;2.0;Advanced;7.85;2.0;Defective democracy;7.0;2.0;Advanced;6.38;2.0;Good;3.8;4.0;Minor;7.4;2.0;Sound
2022;197;33.0;6.48;51.0;6.25;8.5;9.0;9.0;8.0;8.0;6.5;7.0;5.0;5.3;7.0;5.0;6.0;5.0;7.0;6.0;6.0;26.0;6.71;7.5;7.0;6.0;8.0;9.0;7.5;7.0;7.0;7.0;65.0;4.89;4.0;5.68;6.95;6.25;-0.7;6.93;6.71;-0.21;5.39;4.89;-0.5;8.5;0.0;Dem.;6.48;3.0;Limited;6.25;2.0;Defective democracies;6.71;3.0;Limited;4.89;3.0;Moderate;3.7;4.0;Minor;5.68;3.0;Fair
2010;199;73.0;5.39;52.0;6.32;7.5;7.0;8.0;9.0;6.0;7.3;8.0;6.0;5.0;6.0;6.5;5.3;7.0;5.0;;4.0;95.0;4.46;5.3;3.0;6.0;7.0;5.0;6.5;6.0;5.0;7.0;58.0;5.35;6.0;5.65;6.05;6.32;0.27;4.43;4.46;0.04;5.01;5.35;0.34;6.5;0.0;Dem.;5.39;4.0;Very limited;6.32;2.0;Defective democracy;4.46;4.0;Very limited;5.35;3.0;Moderate;7.6;2.0;Substantial;5.65;3.0;Fair
2018;199;74.0;5.15;55.0;6.15;7.5;8.0;8.0;9.0;5.0;6.8;6.0;6.0;4.8;6.0;6.5;5.3;6.0;5.0;6.0;4.0;101.0;4.14;5.0;3.0;5.0;7.0;5.0;5.5;6.0;5.0;7.0;67.0;4.93;6.0;5.28;6.42;6.15;-0.27;4.32;4.14;-0.18;5.35;4.93;-0.42;6.5;0.0;Dem.;5.15;4.0;Very limited;6.15;2.0;Defective democracy;4.14;4.0;Very limited;4.93;3.0;Moderate;7.0;2.0;Substantial;5.28;3.0;Fair
2012;199;77.0;5.28;53.0;6.32;7.8;8.0;8.0;9.0;6.0;7.0;7.0;6.0;5.0;6.0;6.5;5.3;7.0;5.0;;4.0;101.0;4.25;5.3;3.0;6.0;7.0;5.0;6.0;6.0;5.0;7.0;57.0;5.35;6.0;5.65;6.32;6.32;0.0;4.46;4.25;-0.21;5.35;5.35;0.0;7.0;0.0;Dem.;5.28;4.0;Very limited;6.32;2.0;Defective democracy;4.25;4.0;Very limited;5.35;3.0;Moderate;7.6;2.0;Substantial;5.65;3.0;Fair
2014;199;74.0;5.44;48.0;6.57;7.8;8.0;8.0;9.0;6.0;7.3;7.0;7.0;5.5;7.0;7.0;5.3;7.0;5.0;;4.0;97.0;4.32;5.3;3.0;6.0;7.0;5.0;5.5;6.0;5.0;7.0;50.0;5.45;6.0;5.78;6.32;6.57;0.25;4.25;4.32;0.07;5.35;5.45;0.1;7.0;0.0;Dem.;5.44;4.0;Very limited;6.57;2.0;Defective democracy;4.32;4.0;Very limited;5.45;3.0;Moderate;7.4;2.0;Substantial;5.78;3.0;Fair
2020;199;74.0;5.29;54.0;6.25;7.5;8.0;8.0;9.0;5.0;6.8;6.0;6.0;4.8;6.0;6.5;5.8;6.0;5.0;8.0;4.0;104.0;4.32;4.8;3.0;5.0;6.0;5.0;5.5;6.0;5.0;7.0;70.0;4.87;6.0;5.2;6.15;6.25;0.1;4.14;4.32;0.18;4.93;4.87;-0.06;6.5;0.0;Dem.;5.29;4.0;Very limited;6.25;2.0;Defective democracies;4.32;4.0;Very limited;4.87;3.0;Moderate;7.1;2.0;Substantial;5.2;3.0;Fair
2016;199;71.0;5.37;53.0;6.42;7.5;8.0;8.0;9.0;5.0;7.3;8.0;6.0;5.5;7.0;6.5;5.3;7.0;5.0;;4.0;101.0;4.32;5.3;3.0;6.0;7.0;5.0;5.5;6.0;5.0;7.0;52.0;5.35;6.0;5.7;6.57;6.42;-0.15;4.32;4.32;0.0;5.45;5.35;-0.1;6.5;0.0;Dem.;5.37;4.0;Very limited;6.42;2.0;Defective democracy;4.32;4.0;Very limited;5.35;3.0;Moderate;7.3;2.0;Substantial;5.7;3.0;Fair
2022;199;71.0;5.09;56.0;6.0;7.0;8.0;7.0;9.0;4.0;6.8;6.0;6.0;4.3;5.0;6.0;6.0;6.0;5.0;8.0;5.0;100.0;4.18;4.8;3.0;5.0;6.0;5.0;5.5;6.0;5.0;7.0;73.0;4.78;6.0;5.12;6.25;6.0;-0.25;4.32;4.18;-0.14;4.87;4.78;-0.09;6.0;0.0;Dem.;5.09;4.0;Very limited;6.0;2.0;Defective democracies;4.18;4.0;Very limited;4.78;3.0;Moderate;7.1;2.0;Substantial;5.12;3.0;Fair
2010;200;28.0;7.25;68.0;5.37;10.0;10.0;10.0;10.0;10.0;3.3;3.0;3.0;6.3;6.0;2.0;5.3;8.0;4.0;;4.0;4.0;9.14;10.0;10.0;10.0;10.0;10.0;10.0;9.5;10.0;9.0;35.0;5.98;6.0;7.21;5.37;5.37;0.0;9.57;9.14;-0.43;5.98;5.98;0.0;10.0;4.0;Aut.;7.25;2.0;Advanced;5.37;4.0;Moderate autocracy;9.14;1.0;Highly advanced;5.98;2.0;Good;2.3;5.0;Negligible;7.21;2.0;Sound
2018;200;24.0;7.15;69.0;5.42;10.0;10.0;10.0;10.0;10.0;3.5;3.0;3.0;5.8;6.0;2.5;5.3;7.0;4.0;;5.0;6.0;8.89;9.8;10.0;9.0;10.0;10.0;9.5;9.0;10.0;8.0;30.0;5.95;6.0;7.13;5.37;5.42;0.05;8.96;8.89;-0.07;5.96;5.95;-0.01;10.0;5.0;Aut.;7.15;2.0;Advanced;5.42;4.0;Moderate autocracy;8.89;1.0;Highly advanced;5.95;2.0;Good;2.5;4.0;Minor;7.13;2.0;Sound
2012;200;29.0;7.25;70.0;5.32;10.0;10.0;10.0;10.0;10.0;3.3;3.0;3.0;6.0;6.0;2.0;5.3;8.0;4.0;;4.0;4.0;9.18;9.8;10.0;10.0;10.0;9.0;10.0;9.5;10.0;9.0;32.0;5.94;6.0;7.13;5.37;5.32;-0.05;9.14;9.18;0.04;5.98;5.94;-0.04;10.0;4.0;Aut.;7.25;2.0;Advanced;5.32;4.0;Moderate autocracy;9.18;1.0;Highly advanced;5.94;2.0;Good;2.5;4.0;Minor;7.13;2.0;Sound
2014;200;24.0;7.22;68.0;5.55;10.0;10.0;10.0;10.0;10.0;3.3;3.0;3.0;6.0;6.0;2.5;6.0;8.0;5.0;;5.0;6.0;8.89;9.8;10.0;9.0;10.0;10.0;9.0;8.5;9.0;8.0;35.0;5.98;6.0;7.21;5.32;5.55;0.23;9.18;8.89;-0.29;5.94;5.98;0.04;10.0;4.0;Aut.;7.22;2.0;Advanced;5.55;4.0;Moderate autocracy;8.89;1.0;Highly advanced;5.98;2.0;Good;2.3;5.0;Negligible;7.21;2.0;Sound
2020;200;24.0;7.07;74.0;5.32;10.0;10.0;10.0;10.0;10.0;3.5;3.0;3.0;5.8;6.0;2.0;5.3;7.0;4.0;;5.0;6.0;8.82;9.8;10.0;9.0;10.0;10.0;9.5;9.0;10.0;8.0;29.0;5.95;6.0;7.13;5.42;5.32;-0.1;8.89;8.82;-0.07;5.95;5.95;0.0;10.0;5.0;Aut.;7.07;2.0;Advanced;5.32;4.0;Moderate autocracies;8.82;1.0;Highly advanced;5.95;2.0;Good;2.5;4.0;Minor;7.13;2.0;Sound
2016;200;25.0;7.17;72.0;5.37;10.0;10.0;10.0;10.0;10.0;3.3;3.0;3.0;5.8;6.0;2.5;5.3;8.0;3.0;;5.0;5.0;8.96;9.8;10.0;9.0;10.0;10.0;9.5;8.5;9.0;8.0;32.0;5.96;6.0;7.15;5.55;5.37;-0.18;8.89;8.96;0.07;5.98;5.96;-0.02;10.0;5.0;Aut.;7.17;2.0;Advanced;5.37;4.0;Moderate autocracy;8.96;1.0;Highly advanced;5.96;2.0;Good;2.5;4.0;Minor;7.15;2.0;Sound
2022;200;21.0;7.05;65.0;5.42;10.0;10.0;10.0;10.0;10.0;3.5;3.0;3.0;5.8;6.0;2.5;5.3;7.0;4.0;;5.0;7.0;8.68;9.8;10.0;9.0;10.0;10.0;9.5;9.0;10.0;8.0;8.0;6.96;6.0;8.35;5.32;5.42;0.1;8.82;8.68;-0.14;5.95;6.96;1.01;10.0;5.0;Aut.;7.05;2.0;Advanced;5.42;4.0;Moderate autocracies;8.68;1.0;Highly advanced;6.96;2.0;Good;2.5;4.0;Minor;8.35;1.0;Excellent
2010;202;6.0;9.14;7.0;9.35;10.0;10.0;10.0;10.0;10.0;9.8;10.0;9.0;9.3;10.0;9.5;8.3;7.0;9.0;9.0;8.0;6.0;8.93;9.5;9.0;10.0;10.0;9.0;10.0;10.0;10.0;10.0;8.0;7.03;3.0;8.62;9.2;9.35;0.15;9.07;8.93;-0.14;7.2;7.03;-0.16;10.0;0.0;Dem.;9.14;1.0;Highly advanced;9.35;1.0;Democracy in consolidation;8.93;1.0;Highly advanced;7.03;1.0;Very good;1.7;5.0;Negligible;8.62;1.0;Excellent
2018;202;9.0;8.59;10.0;8.6;9.5;10.0;9.0;9.0;10.0;9.8;10.0;9.0;8.0;9.0;8.0;7.8;6.0;9.0;8.0;8.0;10.0;8.57;9.5;9.0;9.0;10.0;10.0;9.5;9.0;9.0;9.0;11.0;6.7;2.0;8.22;8.85;8.6;-0.25;8.64;8.57;-0.07;6.96;6.7;-0.25;10.0;0.0;Dem.;8.59;1.0;Highly advanced;8.6;1.0;Democracy in consolidation;8.57;1.0;Highly advanced;6.7;2.0;Good;1.7;5.0;Negligible;8.22;1.0;Excellent
2012;202;8.0;8.88;10.0;9.0;9.8;10.0;9.0;10.0;10.0;9.5;10.0;8.0;8.5;9.0;9.0;8.3;7.0;9.0;9.0;8.0;7.0;8.75;9.3;9.0;9.0;10.0;9.0;9.5;10.0;10.0;10.0;12.0;6.8;3.0;8.32;9.35;9.0;-0.35;8.93;8.75;-0.18;7.03;6.8;-0.23;10.0;0.0;Dem.;8.88;1.0;Highly advanced;9.0;1.0;Democracy in consolidation;8.75;1.0;Highly advanced;6.8;2.0;Good;1.8;5.0;Negligible;8.32;1.0;Excellent
2014;202;9.0;8.79;10.0;9.05;9.8;10.0;9.0;10.0;10.0;9.8;10.0;9.0;8.5;9.0;9.0;8.3;7.0;9.0;9.0;8.0;10.0;8.54;9.3;9.0;9.0;10.0;9.0;9.0;9.0;9.0;9.0;7.0;7.09;3.0;8.67;9.0;9.05;0.05;8.75;8.54;-0.21;6.8;7.09;0.29;10.0;0.0;Dem.;8.79;1.0;Highly advanced;9.05;1.0;Democracy in consolidation;8.54;1.0;Highly advanced;7.09;1.0;Very good;1.8;5.0;Negligible;8.67;1.0;Excellent
2020;202;9.0;8.72;10.0;8.65;9.8;10.0;10.0;9.0;10.0;9.5;10.0;8.0;8.0;9.0;8.0;8.0;6.0;9.0;9.0;8.0;7.0;8.79;9.5;9.0;9.0;10.0;10.0;9.5;9.5;9.0;10.0;17.0;6.36;2.0;7.8;8.6;8.65;0.05;8.57;8.79;0.21;6.7;6.36;-0.34;10.0;0.0;Dem.;8.72;1.0;Highly advanced;8.65;1.0;Democracies in consolidation;8.79;1.0;Highly advanced;6.36;2.0;Good;1.7;5.0;Negligible;7.8;2.0;Sound
2016;202;9.0;8.75;10.0;8.85;9.5;10.0;9.0;9.0;10.0;9.8;10.0;9.0;8.3;9.0;8.5;8.3;7.0;9.0;9.0;8.0;8.0;8.64;9.5;9.0;9.0;10.0;10.0;9.5;9.0;9.0;9.0;9.0;6.96;2.0;8.53;9.05;8.85;-0.2;8.54;8.64;0.11;7.09;6.96;-0.13;10.0;0.0;Dem.;8.75;1.0;Highly advanced;8.85;1.0;Democracy in consolidation;8.64;1.0;Highly advanced;6.96;2.0;Good;1.7;5.0;Negligible;8.53;1.0;Excellent
2022;202;8.0;8.77;9.0;8.75;9.8;10.0;10.0;9.0;10.0;9.8;10.0;9.0;8.3;9.0;8.0;8.0;6.0;9.0;9.0;8.0;6.0;8.79;9.5;9.0;9.0;10.0;10.0;9.5;9.5;9.0;10.0;15.0;6.53;2.0;8.02;8.65;8.75;0.1;8.79;8.79;0.0;6.36;6.53;0.17;10.0;0.0;Dem.;8.77;1.0;Highly advanced;8.75;1.0;Democracies in consolidation;8.79;1.0;Highly advanced;6.53;2.0;Good;1.7;5.0;Negligible;8.02;1.0;Excellent
2010;203;2.0;9.52;3.0;9.75;9.8;10.0;10.0;9.0;10.0;9.8;10.0;9.0;9.8;10.0;10.0;9.5;9.0;10.0;10.0;9.0;2.0;9.29;9.0;9.0;9.0;10.0;8.0;10.0;9.5;10.0;9.0;18.0;6.55;1.0;8.18;9.7;9.75;0.05;9.29;9.29;0.0;6.83;6.55;-0.28;10.0;0.0;Dem.;9.52;1.0;Highly advanced;9.75;1.0;Democracy in consolidation;9.29;1.0;Highly advanced;6.55;2.0;Good;1.0;5.0;Negligible;8.18;1.0;Excellent
2018;203;6.0;9.18;6.0;9.25;9.5;10.0;10.0;8.0;10.0;9.5;10.0;8.0;9.3;9.0;10.0;8.0;7.0;9.0;7.0;9.0;4.0;9.11;9.3;9.0;9.0;10.0;9.0;9.5;9.0;9.0;9.0;10.0;6.78;1.0;8.42;9.2;9.25;0.05;8.82;9.11;0.29;6.47;6.78;0.31;10.0;0.0;Dem.;9.18;1.0;Highly advanced;9.25;1.0;Democracy in consolidation;9.11;1.0;Highly advanced;6.78;2.0;Good;1.3;5.0;Negligible;8.42;1.0;Excellent
2012;203;3.0;9.45;2.0;9.65;9.8;10.0;10.0;9.0;10.0;9.8;10.0;9.0;9.5;10.0;10.0;9.3;9.0;10.0;9.0;9.0;3.0;9.25;9.3;9.0;9.0;10.0;9.0;9.5;9.5;10.0;9.0;19.0;6.57;1.0;8.2;9.75;9.65;-0.1;9.29;9.25;-0.04;6.55;6.57;0.02;10.0;0.0;Dem.;9.45;1.0;Highly advanced;9.65;1.0;Democracy in consolidation;9.25;1.0;Highly advanced;6.57;2.0;Good;1.1;5.0;Negligible;8.2;1.0;Excellent
2014;203;6.0;9.11;6.0;9.3;9.8;10.0;10.0;9.0;10.0;9.8;10.0;9.0;9.0;9.0;9.5;8.5;8.0;9.0;8.0;9.0;5.0;8.93;9.0;9.0;9.0;10.0;8.0;9.5;9.0;9.0;9.0;22.0;6.3;1.0;7.82;9.65;9.3;-0.35;9.25;8.93;-0.32;6.57;6.3;-0.27;10.0;0.0;Dem.;9.11;1.0;Highly advanced;9.3;1.0;Democracy in consolidation;8.93;1.0;Highly advanced;6.3;2.0;Good;1.3;5.0;Negligible;7.82;2.0;Sound
2020;203;5.0;9.27;7.0;9.15;9.5;10.0;10.0;8.0;10.0;9.5;10.0;8.0;9.0;9.0;10.0;7.8;7.0;9.0;7.0;8.0;3.0;9.39;9.8;10.0;10.0;10.0;9.0;9.5;9.5;10.0;9.0;11.0;6.72;1.0;8.33;9.25;9.15;-0.1;9.11;9.39;0.29;6.78;6.72;-0.06;10.0;0.0;Dem.;9.27;1.0;Highly advanced;9.15;1.0;Democracies in consolidation;9.39;1.0;Highly advanced;6.72;2.0;Good;1.3;5.0;Negligible;8.33;1.0;Excellent
2016;203;7.0;9.01;7.0;9.2;9.8;10.0;10.0;9.0;10.0;9.5;10.0;8.0;9.3;9.0;9.5;8.0;7.0;9.0;7.0;9.0;7.0;8.82;9.3;9.0;9.0;10.0;9.0;9.0;9.0;9.0;9.0;18.0;6.47;1.0;8.03;9.3;9.2;-0.1;8.93;8.82;-0.11;6.3;6.47;0.17;10.0;0.0;Dem.;9.01;1.0;Highly advanced;9.2;1.0;Democracy in consolidation;8.82;1.0;Highly advanced;6.47;2.0;Good;1.3;5.0;Negligible;8.03;1.0;Excellent
2022;203;6.0;8.9;10.0;8.7;9.8;10.0;10.0;9.0;10.0;8.8;8.0;7.0;8.5;8.0;9.0;7.5;6.0;9.0;7.0;8.0;4.0;9.11;9.8;10.0;9.0;10.0;10.0;9.0;10.0;10.0;10.0;21.0;6.2;1.0;7.62;9.15;8.7;-0.45;9.39;9.11;-0.29;6.72;6.2;-0.52;10.0;0.0;Dem.;8.9;1.0;Highly advanced;8.7;1.0;Democracies in consolidation;9.11;1.0;Highly advanced;6.2;2.0;Good;1.6;5.0;Negligible;7.62;2.0;Sound
2010;205;128.0;1.34;128.0;1.47;1.8;1.0;3.0;2.0;1.0;1.3;2.0;1.0;1.0;1.0;1.0;2.3;1.0;3.0;;3.0;128.0;1.21;1.5;2.0;1.0;2.0;1.0;1.0;2.0;1.0;3.0;125.0;1.78;8.0;1.8;1.43;1.47;0.03;1.29;1.21;-0.07;1.04;1.78;0.75;1.0;7.0;Aut.;1.34;5.0;Failed;1.47;5.0;Hard-line autocracy;1.21;5.0;Rudimentary;1.78;5.0;Failed;9.6;1.0;Massive;1.8;5.0;Poor
2018;205;129.0;1.34;129.0;1.43;2.0;1.0;3.0;3.0;1.0;1.5;2.0;2.0;1.0;1.0;1.0;1.7;1.0;1.0;;3.0;129.0;1.25;1.8;2.0;1.0;2.0;2.0;1.0;2.0;1.0;3.0;123.0;2.25;8.0;2.28;1.5;1.43;-0.07;1.25;1.25;0.0;2.08;2.25;0.17;1.0;7.0;Aut.;1.34;5.0;Failed;1.43;5.0;Hard-line autocracy;1.25;5.0;Rudimentary;2.25;5.0;Failed;9.4;1.0;Massive;2.28;5.0;Poor
2012;205;128.0;1.22;128.0;1.27;1.8;1.0;3.0;2.0;1.0;1.3;2.0;1.0;1.0;1.0;1.0;1.3;1.0;1.0;;2.0;128.0;1.18;1.3;1.0;1.0;2.0;1.0;1.0;2.0;1.0;3.0;127.0;1.51;9.0;1.52;1.47;1.27;-0.2;1.21;1.18;-0.04;1.78;1.51;-0.28;1.0;7.0;Aut.;1.22;5.0;Failed;1.27;5.0;Hard-line autocracy;1.18;5.0;Rudimentary;1.51;5.0;Failed;9.8;1.0;Massive;1.52;5.0;Poor
2014;205;129.0;1.32;129.0;1.42;2.3;1.0;4.0;3.0;1.0;1.5;2.0;2.0;1.0;1.0;1.0;1.3;1.0;1.0;;2.0;129.0;1.21;1.5;2.0;1.0;2.0;1.0;1.0;2.0;1.0;3.0;126.0;1.7;9.0;1.71;1.27;1.42;0.15;1.18;1.21;0.04;1.51;1.7;0.19;1.0;7.0;Aut.;1.32;5.0;Failed;1.42;5.0;Hard-line autocracy;1.21;5.0;Rudimentary;1.7;5.0;Failed;9.7;1.0;Massive;1.71;5.0;Poor
2020;205;137.0;1.38;137.0;1.48;2.0;1.0;3.0;3.0;1.0;1.8;2.0;2.0;1.0;1.0;1.0;1.7;1.0;1.0;;3.0;136.0;1.29;2.0;2.0;1.0;2.0;3.0;1.0;2.0;1.0;3.0;127.0;2.43;8.0;2.45;1.43;1.48;0.05;1.25;1.29;0.04;2.25;2.43;0.17;1.0;7.0;Aut.;1.38;5.0;Failed;1.48;5.0;Hard-line autocracies;1.29;5.0;Rudimentary;2.43;5.0;Failed;9.6;1.0;Massive;2.45;5.0;Poor
2016;205;129.0;1.38;129.0;1.5;2.0;1.0;3.0;3.0;1.0;1.5;2.0;2.0;1.0;1.0;1.0;2.0;1.0;2.0;;3.0;129.0;1.25;1.8;2.0;1.0;2.0;2.0;1.0;2.0;1.0;3.0;123.0;2.08;9.0;2.1;1.42;1.5;0.08;1.21;1.25;0.04;1.7;2.08;0.38;1.0;7.0;Aut.;1.38;5.0;Failed;1.5;5.0;Hard-line autocracy;1.25;5.0;Rudimentary;2.08;5.0;Failed;9.6;1.0;Massive;2.1;5.0;Poor
2022;205;135.0;1.54;136.0;1.65;2.3;1.0;3.0;3.0;2.0;1.8;2.0;2.0;1.3;1.0;1.0;2.0;2.0;2.0;;2.0;134.0;1.43;2.0;2.0;1.0;2.0;3.0;2.0;2.0;1.0;3.0;129.0;2.41;8.0;2.43;1.48;1.65;0.17;1.29;1.43;0.14;2.43;2.41;-0.02;1.5;7.0;Aut.;1.54;5.0;Failed;1.65;5.0;Hard-line autocracies;1.43;5.0;Rudimentary;2.41;5.0;Failed;9.5;1.0;Massive;2.43;5.0;Poor
2010;206;31.0;7.16;31.0;7.6;8.0;7.0;8.0;9.0;8.0;8.5;9.0;8.0;6.8;7.0;7.0;7.8;8.0;9.0;8.0;6.0;36.0;6.71;8.0;8.0;8.0;7.0;9.0;7.0;6.5;7.0;6.0;33.0;5.99;3.0;6.87;8.6;7.6;-1.0;7.36;6.71;-0.64;6.95;5.99;-0.96;7.5;0.0;Dem.;7.16;2.0;Advanced;7.6;2.0;Defective democracy;6.71;3.0;Limited;5.99;2.0;Good;4.3;4.0;Minor;6.87;2.0;Sound
2018;206;26.0;6.96;24.0;7.6;8.0;8.0;8.0;9.0;7.0;7.5;7.0;7.0;7.5;8.0;8.0;7.0;7.0;8.0;7.0;6.0;40.0;6.32;8.3;8.0;8.0;8.0;9.0;7.0;7.0;7.0;7.0;28.0;5.96;3.0;6.9;7.6;7.6;0.0;6.5;6.32;-0.18;6.14;5.96;-0.18;7.5;0.0;Dem.;6.96;3.0;Limited;7.6;2.0;Defective democracy;6.32;3.0;Limited;5.96;2.0;Good;3.9;4.0;Minor;6.9;2.0;Sound
2012;206;26.0;7.34;24.0;7.75;8.3;8.0;9.0;9.0;7.0;8.3;9.0;8.0;7.0;7.0;8.0;7.3;8.0;8.0;7.0;6.0;33.0;6.93;8.0;8.0;8.0;7.0;9.0;8.5;7.5;8.0;7.0;28.0;6.12;3.0;7.02;7.6;7.75;0.15;6.71;6.93;0.21;5.99;6.12;0.12;7.5;0.0;Dem.;7.34;2.0;Advanced;7.75;2.0;Defective democracy;6.93;3.0;Limited;6.12;2.0;Good;4.2;4.0;Minor;7.02;2.0;Sound
